period,case_prefix,loss_basis,metric,parameter,value_2022_usd,tail_count,headline_supported,declared_years
EVALUATION,c2,benchmark_retained,aep_pml,50000,151272172.94347835,20,True,1000000
EVALUATION,c2,benchmark_retained,aep_pml,100000,174908512.00930947,10,False,1000000
EVALUATION,c2,benchmark_retained,aep_pml,1000000,209445126.81466937,1,False,1000000
EVALUATION,c2,benchmark_retained,var,0.98999999999999999,0,10001,True,1000000
EVALUATION,c2,benchmark_retained,tvar,0.98999999999999999,6396961.0311501455,10001,True,1000000
EVALUATION,c2,benchmark_retained,tvar_minus_mean,0.98999999999999999,6332985.0238776132,10001,True,1000000
EVALUATION,c2,benchmark_retained,var,0.995,0,5001,True,1000000
EVALUATION,c2,benchmark_retained,tvar,0.995,12792642.925921336,5001,True,1000000
EVALUATION,c2,benchmark_retained,tvar_minus_mean,0.995,12728666.918648804,5001,True,1000000
EVALUATION,c2,cash_net,aep_pml,100,0,10000,True,1000000
EVALUATION,c2,cash_net,aep_pml,250,0,4000,True,1000000
EVALUATION,c2,cash_net,aep_pml,500,401571.32228539936,2000,True,1000000
EVALUATION,c2,cash_net,aep_pml,1000,21133380.094829775,1000,True,1000000
EVALUATION,c2,cash_net,aep_pml,2500,68863828.858474016,400,True,1000000
EVALUATION,c2,cash_net,aep_pml,5000,103554566.97510792,200,True,1000000
EVALUATION,c2,cash_net,aep_pml,10000,131587786.08853343,100,True,1000000
EVALUATION,c2,cash_net,aep_pml,50000,182118638.17029923,20,True,1000000
EVALUATION,c2,cash_net,aep_pml,100000,205827503.66676855,10,False,1000000
EVALUATION,c2,cash_net,aep_pml,1000000,240364118.47212845,1,False,1000000
EVALUATION,c2,cash_net,var,0.98999999999999999,0,10001,True,1000000
EVALUATION,c2,cash_net,tvar,0.98999999999999999,7604225.4977547927,10001,True,1000000
EVALUATION,c2,cash_net,tvar_minus_mean,0.98999999999999999,7547590.2520820331,10001,True,1000000
EVALUATION,c2,cash_net,var,0.995,0,5001,True,1000000
EVALUATION,c2,cash_net,tvar,0.995,15206930.454518232,5001,True,1000000
EVALUATION,c2,cash_net,tvar_minus_mean,0.995,15150295.208845472,5001,True,1000000
EVALUATION,c2,unfunded,aep_pml,100,0,10000,True,1000000
EVALUATION,c2,unfunded,aep_pml,250,0,4000,True,1000000
EVALUATION,c2,unfunded,aep_pml,500,401571.32228539936,2000,True,1000000
EVALUATION,c2,unfunded,aep_pml,1000,21133380.094829775,1000,True,1000000
EVALUATION,c2,unfunded,aep_pml,2500,68863828.858474016,400,True,1000000
EVALUATION,c2,unfunded,aep_pml,5000,103554566.97510792,200,True,1000000
EVALUATION,c2,unfunded,aep_pml,10000,131587786.08853343,100,True,1000000
EVALUATION,c2,unfunded,aep_pml,50000,182118638.17029923,20,True,1000000
EVALUATION,c2,unfunded,aep_pml,100000,205827503.66676855,10,False,1000000
EVALUATION,c2,unfunded,aep_pml,1000000,240364118.47212845,1,False,1000000
EVALUATION,c2,unfunded,var,0.98999999999999999,0,10001,True,1000000
EVALUATION,c2,unfunded,tvar,0.98999999999999999,7604225.4977547927,10001,True,1000000
EVALUATION,c2,unfunded,tvar_minus_mean,0.98999999999999999,7528175.6385517474,10001,True,1000000
EVALUATION,c2,unfunded,var,0.995,0,5001,True,1000000
EVALUATION,c2,unfunded,tvar,0.995,15206930.454518232,5001,True,1000000
EVALUATION,c2,unfunded,tvar_minus_mean,0.995,15130880.595315186,5001,True,1000000
FULL_DIAGNOSTIC,i0,gross,aep_pml,100,0,20000,True,2000000
FULL_DIAGNOSTIC,i0,gross,aep_pml,250,9953.9024200442364,8000,True,2000000
FULL_DIAGNOSTIC,i0,gross,aep_pml,500,18811083.540145434,4000,True,2000000
FULL_DIAGNOSTIC,i0,gross,aep_pml,1000,47896738.672997966,2000,True,2000000
FULL_DIAGNOSTIC,i0,gross,aep_pml,2500,80748393.056030944,800,True,2000000
FULL_DIAGNOSTIC,i0,gross,aep_pml,5000,102356447.56242976,400,True,2000000
FULL_DIAGNOSTIC,i0,gross,aep_pml,10000,122756158.68809128,200,True,2000000
FULL_DIAGNOSTIC,i0,gross,aep_pml,50000,159608668.40763041,40,True,2000000
FULL_DIAGNOSTIC,i0,gross,aep_pml,100000,177724333.83312032,20,True,2000000
FULL_DIAGNOSTIC,i0,gross,aep_pml,1000000,217639236.30653849,2,False,2000000
FULL_DIAGNOSTIC,i0,gross,var,0.98999999999999999,0,20001,True,2000000
FULL_DIAGNOSTIC,i0,gross,tvar,0.98999999999999999,12297341.129676359,20001,True,2000000
FULL_DIAGNOSTIC,i0,gross,tvar_minus_mean,0.98999999999999999,12174361.569709031,20001,True,2000000
FULL_DIAGNOSTIC,i0,gross,var,0.995,0,10001,True,2000000
FULL_DIAGNOSTIC,i0,gross,tvar,0.995,24593452.648200866,10001,True,2000000
FULL_DIAGNOSTIC,i0,gross,tvar_minus_mean,0.995,24470473.088233538,10001,True,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,aep_pml,100,0,20000,True,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,aep_pml,250,9953.9024200442364,8000,True,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,aep_pml,500,18811083.540145434,4000,True,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,aep_pml,1000,18811083.540145438,2000,True,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,aep_pml,2500,19364973.807202592,800,True,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,aep_pml,5000,40459312.037227139,400,True,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,aep_pml,10000,60476994.030481473,200,True,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,aep_pml,50000,97770685.092712268,40,True,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,aep_pml,100000,115886350.51820217,20,True,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,aep_pml,1000000,155801252.99162036,2,False,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,var,0.98999999999999999,0,20001,True,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,tvar,0.98999999999999999,5929999.7640180383,20001,True,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,tvar_minus_mean,0.98999999999999999,5870696.8013779763,20001,True,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,var,0.995,0,10001,True,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,tvar,0.995,11859406.587353744,10001,True,2000000
FULL_DIAGNOSTIC,i0,benchmark_retained,tvar_minus_mean,0.995,11800103.624713682,10001,True,2000000
FULL_DIAGNOSTIC,i0,cash_net,aep_pml,100,0,20000,True,2000000
FULL_DIAGNOSTIC,i0,cash_net,aep_pml,250,0,8000,True,2000000
FULL_DIAGNOSTIC,i0,cash_net,aep_pml,500,3465049.2794917133,4000,True,2000000
FULL_DIAGNOSTIC,i0,cash_net,aep_pml,1000,22864650.358571377,2000,True,2000000
FULL_DIAGNOSTIC,i0,cash_net,aep_pml,2500,51828255.712769046,800,True,2000000
FULL_DIAGNOSTIC,i0,cash_net,aep_pml,5000,71591996.171525061,400,True,2000000
FULL_DIAGNOSTIC,i0,cash_net,aep_pml,10000,91472406.351089939,200,True,2000000
FULL_DIAGNOSTIC,i0,cash_net,aep_pml,50000,128801722.9311513,40,True,2000000
FULL_DIAGNOSTIC,i0,cash_net,aep_pml,100000,142291146.1254878,20,True,2000000
FULL_DIAGNOSTIC,i0,cash_net,aep_pml,1000000,181419486.01984572,2,False,2000000
FULL_DIAGNOSTIC,i0,cash_net,var,0.98999999999999999,0,20001,True,2000000
FULL_DIAGNOSTIC,i0,cash_net,tvar,0.98999999999999999,6527782.8909710022,20001,True,2000000
FULL_DIAGNOSTIC,i0,cash_net,tvar_minus_mean,0.98999999999999999,6472121.7055898765,20001,True,2000000
FULL_DIAGNOSTIC,i0,cash_net,var,0.995,0,10001,True,2000000
FULL_DIAGNOSTIC,i0,cash_net,tvar,0.995,13054913.068924209,10001,True,2000000
FULL_DIAGNOSTIC,i0,cash_net,tvar_minus_mean,0.995,12999251.883543083,10001,True,2000000
FULL_DIAGNOSTIC,i0,unfunded,aep_pml,100,0,20000,True,2000000
FULL_DIAGNOSTIC,i0,unfunded,aep_pml,250,0,8000,True,2000000
FULL_DIAGNOSTIC,i0,unfunded,aep_pml,500,3465049.2794917133,4000,True,2000000
FULL_DIAGNOSTIC,i0,unfunded,aep_pml,1000,22864650.358571377,2000,True,2000000
FULL_DIAGNOSTIC,i0,unfunded,aep_pml,2500,51828255.712769046,800,True,2000000
FULL_DIAGNOSTIC,i0,unfunded,aep_pml,5000,71591996.171525061,400,True,2000000
FULL_DIAGNOSTIC,i0,unfunded,aep_pml,10000,91472406.351089939,200,True,2000000
FULL_DIAGNOSTIC,i0,unfunded,aep_pml,50000,128801722.9311513,40,True,2000000
FULL_DIAGNOSTIC,i0,unfunded,aep_pml,100000,142291146.1254878,20,True,2000000
FULL_DIAGNOSTIC,i0,unfunded,aep_pml,1000000,181419486.01984572,2,False,2000000
FULL_DIAGNOSTIC,i0,unfunded,var,0.98999999999999999,0,20001,True,2000000
FULL_DIAGNOSTIC,i0,unfunded,tvar,0.98999999999999999,6527782.8909710022,20001,True,2000000
FULL_DIAGNOSTIC,i0,unfunded,tvar_minus_mean,0.98999999999999999,6462501.7981698466,20001,True,2000000
FULL_DIAGNOSTIC,i0,unfunded,var,0.995,0,10001,True,2000000
FULL_DIAGNOSTIC,i0,unfunded,tvar,0.995,13054913.068924209,10001,True,2000000
FULL_DIAGNOSTIC,i0,unfunded,tvar_minus_mean,0.995,12989631.976123054,10001,True,2000000
FULL_DIAGNOSTIC,c1,gross,aep_pml,100,0,20000,True,2000000
FULL_DIAGNOSTIC,c1,gross,aep_pml,250,0,8000,True,2000000
FULL_DIAGNOSTIC,c1,gross,aep_pml,500,9574709.3844646048,4000,True,2000000
FULL_DIAGNOSTIC,c1,gross,aep_pml,1000,42650487.025405601,2000,True,2000000
FULL_DIAGNOSTIC,c1,gross,aep_pml,2500,94963940.297548115,800,True,2000000
FULL_DIAGNOSTIC,c1,gross,aep_pml,5000,132155539.29306544,400,True,2000000
FULL_DIAGNOSTIC,c1,gross,aep_pml,10000,165474149.63270679,200,True,2000000
FULL_DIAGNOSTIC,c1,gross,aep_pml,50000,221729917.80837223,40,True,2000000
FULL_DIAGNOSTIC,c1,gross,aep_pml,100000,241745066.62965265,20,True,2000000
FULL_DIAGNOSTIC,c1,gross,aep_pml,1000000,280444285.682042,2,False,2000000
FULL_DIAGNOSTIC,c1,gross,var,0.98999999999999999,0,20001,True,2000000
FULL_DIAGNOSTIC,c1,gross,tvar,0.98999999999999999,12343725.736529741,20001,True,2000000
FULL_DIAGNOSTIC,c1,gross,tvar_minus_mean,0.98999999999999999,12220282.307301575,20001,True,2000000
FULL_DIAGNOSTIC,c1,gross,var,0.995,0,10001,True,2000000
FULL_DIAGNOSTIC,c1,gross,tvar,0.995,24686217.223910745,10001,True,2000000
FULL_DIAGNOSTIC,c1,gross,tvar_minus_mean,0.995,24562773.794682581,10001,True,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,aep_pml,100,0,20000,True,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,aep_pml,250,0,8000,True,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,aep_pml,500,9574709.3844646048,4000,True,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,aep_pml,1000,18811083.540145438,2000,True,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,aep_pml,2500,33274085.978361309,800,True,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,aep_pml,5000,70314061.297555134,400,True,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,aep_pml,10000,103050677.94843383,200,True,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,aep_pml,50000,159891934.4934541,40,True,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,aep_pml,100000,179907083.31473452,20,True,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,aep_pml,1000000,218606302.36712384,2,False,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,var,0.98999999999999999,0,20001,True,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,tvar,0.98999999999999999,6478549.5622633584,20001,True,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,tvar_minus_mean,0.98999999999999999,6413760.8273659432,20001,True,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,var,0.995,0,10001,True,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,tvar,0.995,12956451.334349507,10001,True,2000000
FULL_DIAGNOSTIC,c1,benchmark_retained,tvar_minus_mean,0.995,12891662.599452093,10001,True,2000000
FULL_DIAGNOSTIC,c1,cash_net,aep_pml,100,0,20000,True,2000000
FULL_DIAGNOSTIC,c1,cash_net,aep_pml,250,0,8000,True,2000000
FULL_DIAGNOSTIC,c1,cash_net,aep_pml,500,436577.80005181849,4000,True,2000000
FULL_DIAGNOSTIC,c1,cash_net,aep_pml,1000,19885703.211978599,2000,True,2000000
FULL_DIAGNOSTIC,c1,cash_net,aep_pml,2500,67533593.21757549,800,True,2000000
FULL_DIAGNOSTIC,c1,cash_net,aep_pml,5000,104202078.44781393,400,True,2000000
FULL_DIAGNOSTIC,c1,cash_net,aep_pml,10000,133966657.41724607,200,True,2000000
FULL_DIAGNOSTIC,c1,cash_net,aep_pml,50000,189342124.63384137,40,True,2000000
FULL_DIAGNOSTIC,c1,cash_net,aep_pml,100000,212668936.27513805,20,True,2000000
FULL_DIAGNOSTIC,c1,cash_net,aep_pml,1000000,242067295.95011485,2,False,2000000
FULL_DIAGNOSTIC,c1,cash_net,var,0.98999999999999999,0,20001,True,2000000
FULL_DIAGNOSTIC,c1,cash_net,tvar,0.98999999999999999,7564212.17038472,20001,True,2000000
FULL_DIAGNOSTIC,c1,cash_net,tvar_minus_mean,0.98999999999999999,7508087.115742757,20001,True,2000000
FULL_DIAGNOSTIC,c1,cash_net,var,0.995,0,10001,True,2000000
FULL_DIAGNOSTIC,c1,cash_net,tvar,0.995,15127667.995186958,10001,True,2000000
FULL_DIAGNOSTIC,c1,cash_net,tvar_minus_mean,0.995,15071542.940544996,10001,True,2000000
FULL_DIAGNOSTIC,c1,unfunded,aep_pml,100,0,20000,True,2000000
FULL_DIAGNOSTIC,c1,unfunded,aep_pml,250,0,8000,True,2000000
FULL_DIAGNOSTIC,c1,unfunded,aep_pml,500,436577.80005181849,4000,True,2000000
FULL_DIAGNOSTIC,c1,unfunded,aep_pml,1000,19885703.211978599,2000,True,2000000
FULL_DIAGNOSTIC,c1,unfunded,aep_pml,2500,67533593.21757549,800,True,2000000
FULL_DIAGNOSTIC,c1,unfunded,aep_pml,5000,104202078.44781393,400,True,2000000
FULL_DIAGNOSTIC,c1,unfunded,aep_pml,10000,133966657.41724607,200,True,2000000
FULL_DIAGNOSTIC,c1,unfunded,aep_pml,50000,189342124.63384137,40,True,2000000
FULL_DIAGNOSTIC,c1,unfunded,aep_pml,100000,212668936.27513805,20,True,2000000
FULL_DIAGNOSTIC,c1,unfunded,aep_pml,1000000,242067295.95011485,2,False,2000000
FULL_DIAGNOSTIC,c1,unfunded,var,0.98999999999999999,0,20001,True,2000000
FULL_DIAGNOSTIC,c1,unfunded,tvar,0.98999999999999999,7564212.17038472,20001,True,2000000
FULL_DIAGNOSTIC,c1,unfunded,tvar_minus_mean,0.98999999999999999,7488566.2665747879,20001,True,2000000
FULL_DIAGNOSTIC,c1,unfunded,var,0.995,0,10001,True,2000000
FULL_DIAGNOSTIC,c1,unfunded,tvar,0.995,15127667.995186958,10001,True,2000000
FULL_DIAGNOSTIC,c1,unfunded,tvar_minus_mean,0.995,15052022.091377025,10001,True,2000000
FULL_DIAGNOSTIC,c2,gross,aep_pml,100,0,20000,True,2000000
FULL_DIAGNOSTIC,c2,gross,aep_pml,250,0,8000,True,2000000
FULL_DIAGNOSTIC,c2,gross,aep_pml,500,9516466.3905868717,4000,True,2000000
FULL_DIAGNOSTIC,c2,gross,aep_pml,1000,42679402.437852956,2000,True,2000000
FULL_DIAGNOSTIC,c2,gross,aep_pml,2500,95822490.093807653,800,True,2000000
FULL_DIAGNOSTIC,c2,gross,aep_pml,5000,132412443.79188208,400,True,2000000
FULL_DIAGNOSTIC,c2,gross,aep_pml,10000,163887554.29566729,200,True,2000000
FULL_DIAGNOSTIC,c2,gross,aep_pml,50000,219046903.78000849,40,True,2000000
FULL_DIAGNOSTIC,c2,gross,aep_pml,100000,243110024.53711069,20,True,2000000
FULL_DIAGNOSTIC,c2,gross,aep_pml,1000000,280312158.7787407,2,False,2000000
FULL_DIAGNOSTIC,c2,gross,var,0.98999999999999999,0,20001,True,2000000
FULL_DIAGNOSTIC,c2,gross,tvar,0.98999999999999999,12332951.094135143,20001,True,2000000
FULL_DIAGNOSTIC,c2,gross,tvar_minus_mean,0.98999999999999999,12209615.416718245,20001,True,2000000
FULL_DIAGNOSTIC,c2,gross,var,0.995,0,10001,True,2000000
FULL_DIAGNOSTIC,c2,gross,tvar,0.995,24664669.016478051,10001,True,2000000
FULL_DIAGNOSTIC,c2,gross,tvar_minus_mean,0.995,24541333.339061152,10001,True,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,aep_pml,100,0,20000,True,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,aep_pml,250,0,8000,True,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,aep_pml,500,9516466.3905868717,4000,True,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,aep_pml,1000,18811083.540145438,2000,True,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,aep_pml,2500,34077380.568738997,800,True,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,aep_pml,5000,70550022.648452207,400,True,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,aep_pml,10000,101069413.73244525,200,True,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,aep_pml,50000,157208920.46509033,40,True,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,aep_pml,100000,181272041.22219253,20,True,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,aep_pml,1000000,218474175.46382254,2,False,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,var,0.98999999999999999,0,20001,True,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,tvar,0.98999999999999999,6472829.6994682075,20001,True,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,tvar_minus_mean,0.98999999999999999,6408098.1660586754,20001,True,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,var,0.995,0,10001,True,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,tvar,0.995,12945012.180688292,10001,True,2000000
FULL_DIAGNOSTIC,c2,benchmark_retained,tvar_minus_mean,0.995,12880280.64727876,10001,True,2000000
FULL_DIAGNOSTIC,c2,cash_net,aep_pml,100,0,20000,True,2000000
FULL_DIAGNOSTIC,c2,cash_net,aep_pml,250,0,8000,True,2000000
FULL_DIAGNOSTIC,c2,cash_net,aep_pml,500,423476.88772124681,4000,True,2000000
FULL_DIAGNOSTIC,c2,cash_net,aep_pml,1000,19951227.017989337,2000,True,2000000
FULL_DIAGNOSTIC,c2,cash_net,aep_pml,2500,67798238.556200981,800,True,2000000
FULL_DIAGNOSTIC,c2,cash_net,aep_pml,5000,104409777.04312378,400,True,2000000
FULL_DIAGNOSTIC,c2,cash_net,aep_pml,10000,133699869.7582742,200,True,2000000
FULL_DIAGNOSTIC,c2,cash_net,aep_pml,50000,187710981.21686584,40,True,2000000
FULL_DIAGNOSTIC,c2,cash_net,aep_pml,100000,215175340.69638246,20,True,2000000
FULL_DIAGNOSTIC,c2,cash_net,aep_pml,1000000,241228115.42947763,2,False,2000000
FULL_DIAGNOSTIC,c2,cash_net,var,0.98999999999999999,0,20001,True,2000000
FULL_DIAGNOSTIC,c2,cash_net,tvar,0.98999999999999999,7562548.1880075689,20001,True,2000000
FULL_DIAGNOSTIC,c2,cash_net,tvar_minus_mean,0.98999999999999999,7506530.8851768728,20001,True,2000000
FULL_DIAGNOSTIC,c2,cash_net,var,0.995,0,10001,True,2000000
FULL_DIAGNOSTIC,c2,cash_net,tvar,0.995,15124340.196814258,10001,True,2000000
FULL_DIAGNOSTIC,c2,cash_net,tvar_minus_mean,0.995,15068322.893983562,10001,True,2000000
FULL_DIAGNOSTIC,c2,unfunded,aep_pml,100,0,20000,True,2000000
FULL_DIAGNOSTIC,c2,unfunded,aep_pml,250,0,8000,True,2000000
FULL_DIAGNOSTIC,c2,unfunded,aep_pml,500,423476.88772124681,4000,True,2000000
FULL_DIAGNOSTIC,c2,unfunded,aep_pml,1000,19951227.017989337,2000,True,2000000
FULL_DIAGNOSTIC,c2,unfunded,aep_pml,2500,67798238.556200981,800,True,2000000
FULL_DIAGNOSTIC,c2,unfunded,aep_pml,5000,104409777.04312378,400,True,2000000
FULL_DIAGNOSTIC,c2,unfunded,aep_pml,10000,133699869.7582742,200,True,2000000
FULL_DIAGNOSTIC,c2,unfunded,aep_pml,50000,187710981.21686584,40,True,2000000
FULL_DIAGNOSTIC,c2,unfunded,aep_pml,100000,215175340.69638246,20,True,2000000
FULL_DIAGNOSTIC,c2,unfunded,aep_pml,1000000,241228115.42947763,2,False,2000000
FULL_DIAGNOSTIC,c2,unfunded,var,0.98999999999999999,0,20001,True,2000000
FULL_DIAGNOSTIC,c2,unfunded,tvar,0.98999999999999999,7562548.1880075689,20001,True,2000000
FULL_DIAGNOSTIC,c2,unfunded,tvar_minus_mean,0.98999999999999999,7486918.9248533994,20001,True,2000000
FULL_DIAGNOSTIC,c2,unfunded,var,0.995,0,10001,True,2000000
FULL_DIAGNOSTIC,c2,unfunded,tvar,0.995,15124340.196814258,10001,True,2000000
FULL_DIAGNOSTIC,c2,unfunded,tvar_minus_mean,0.995,15048710.933660088,10001,True,2000000
