source_type,candidate_id,attachment_index,distance_decay,tier_step,normalized_training_mse,training_occurrences,selected
SLAB,139,7,1.5,0.75,0.013088390638961214,1988,False
SLAB,140,7,1.5,1,0.013088390638961214,1988,False
SLAB,141,7,2,0.25,0.013088390638961214,1988,False
SLAB,142,7,2,0.5,0.013088390638961214,1988,False
SLAB,143,7,2,0.75,0.013088390638961214,1988,False
SLAB,144,7,2,1,0.013088390638961214,1988,False
SLAB,145,7.25,0.5,0.25,0.012953427609420223,1988,False
SLAB,146,7.25,0.5,0.5,0.012953427609420223,1988,False
SLAB,147,7.25,0.5,0.75,0.012953427609420223,1988,False
SLAB,148,7.25,0.5,1,0.012953427609420223,1988,False
SLAB,149,7.25,1,0.25,0.013088390638961214,1988,False
SLAB,150,7.25,1,0.5,0.013088390638961214,1988,False
SLAB,151,7.25,1,0.75,0.013088390638961214,1988,False
SLAB,152,7.25,1,1,0.013088390638961214,1988,False
SLAB,153,7.25,1.5,0.25,0.013088390638961214,1988,False
SLAB,154,7.25,1.5,0.5,0.013088390638961214,1988,False
SLAB,155,7.25,1.5,0.75,0.013088390638961214,1988,False
SLAB,156,7.25,1.5,1,0.013088390638961214,1988,False
SLAB,157,7.25,2,0.25,0.013088390638961214,1988,False
SLAB,158,7.25,2,0.5,0.013088390638961214,1988,False
SLAB,159,7.25,2,0.75,0.013088390638961214,1988,False
SLAB,160,7.25,2,1,0.013088390638961214,1988,False
SLAB,161,7.5,0.5,0.25,0.013088390638961214,1988,False
SLAB,162,7.5,0.5,0.5,0.013088390638961214,1988,False
SLAB,163,7.5,0.5,0.75,0.013088390638961214,1988,False
SLAB,164,7.5,0.5,1,0.013088390638961214,1988,False
SLAB,165,7.5,1,0.25,0.013088390638961214,1988,False
SLAB,166,7.5,1,0.5,0.013088390638961214,1988,False
SLAB,167,7.5,1,0.75,0.013088390638961214,1988,False
SLAB,168,7.5,1,1,0.013088390638961214,1988,False
SLAB,169,7.5,1.5,0.25,0.013088390638961214,1988,False
SLAB,170,7.5,1.5,0.5,0.013088390638961214,1988,False
SLAB,171,7.5,1.5,0.75,0.013088390638961214,1988,False
SLAB,172,7.5,1.5,1,0.013088390638961214,1988,False
SLAB,173,7.5,2,0.25,0.013088390638961214,1988,False
SLAB,174,7.5,2,0.5,0.013088390638961214,1988,False
SLAB,175,7.5,2,0.75,0.013088390638961214,1988,False
SLAB,176,7.5,2,1,0.013088390638961214,1988,False
SLAB,177,7.75,0.5,0.25,0.013088390638961214,1988,False
SLAB,178,7.75,0.5,0.5,0.013088390638961214,1988,False
SLAB,179,7.75,0.5,0.75,0.013088390638961214,1988,False
SLAB,180,7.75,0.5,1,0.013088390638961214,1988,False
SLAB,181,7.75,1,0.25,0.013088390638961214,1988,False
SLAB,182,7.75,1,0.5,0.013088390638961214,1988,False
SLAB,183,7.75,1,0.75,0.013088390638961214,1988,False
SLAB,184,7.75,1,1,0.013088390638961214,1988,False
SLAB,185,7.75,1.5,0.25,0.013088390638961214,1988,False
SLAB,186,7.75,1.5,0.5,0.013088390638961214,1988,False
SLAB,187,7.75,1.5,0.75,0.013088390638961214,1988,False
SLAB,188,7.75,1.5,1,0.013088390638961214,1988,False
SLAB,189,7.75,2,0.25,0.013088390638961214,1988,False
SLAB,190,7.75,2,0.5,0.013088390638961214,1988,False
SLAB,191,7.75,2,0.75,0.013088390638961214,1988,False
SLAB,192,7.75,2,1,0.013088390638961214,1988,False
SLAB,193,8,0.5,0.25,0.013088390638961214,1988,False
SLAB,194,8,0.5,0.5,0.013088390638961214,1988,False
SLAB,195,8,0.5,0.75,0.013088390638961214,1988,False
SLAB,196,8,0.5,1,0.013088390638961214,1988,False
SLAB,197,8,1,0.25,0.013088390638961214,1988,False
SLAB,198,8,1,0.5,0.013088390638961214,1988,False
SLAB,199,8,1,0.75,0.013088390638961214,1988,False
SLAB,200,8,1,1,0.013088390638961214,1988,False
SLAB,201,8,1.5,0.25,0.013088390638961214,1988,False
SLAB,202,8,1.5,0.5,0.013088390638961214,1988,False
SLAB,203,8,1.5,0.75,0.013088390638961214,1988,False
SLAB,204,8,1.5,1,0.013088390638961214,1988,False
SLAB,205,8,2,0.25,0.013088390638961214,1988,False
SLAB,206,8,2,0.5,0.013088390638961214,1988,False
SLAB,207,8,2,0.75,0.013088390638961214,1988,False
SLAB,208,8,2,1,0.013088390638961214,1988,False
SLAB,209,8.25,0.5,0.25,0.013088390638961214,1988,False
SLAB,210,8.25,0.5,0.5,0.013088390638961214,1988,False
SLAB,211,8.25,0.5,0.75,0.013088390638961214,1988,False
SLAB,212,8.25,0.5,1,0.013088390638961214,1988,False
SLAB,213,8.25,1,0.25,0.013088390638961214,1988,False
SLAB,214,8.25,1,0.5,0.013088390638961214,1988,False
SLAB,215,8.25,1,0.75,0.013088390638961214,1988,False
SLAB,216,8.25,1,1,0.013088390638961214,1988,False
SLAB,217,8.25,1.5,0.25,0.013088390638961214,1988,False
SLAB,218,8.25,1.5,0.5,0.013088390638961214,1988,False
SLAB,219,8.25,1.5,0.75,0.013088390638961214,1988,False
SLAB,220,8.25,1.5,1,0.013088390638961214,1988,False
SLAB,221,8.25,2,0.25,0.013088390638961214,1988,False
SLAB,222,8.25,2,0.5,0.013088390638961214,1988,False
SLAB,223,8.25,2,0.75,0.013088390638961214,1988,False
SLAB,224,8.25,2,1,0.013088390638961214,1988,False
SLAB,225,8.5,0.5,0.25,0.013088390638961214,1988,False
SLAB,226,8.5,0.5,0.5,0.013088390638961214,1988,False
SLAB,227,8.5,0.5,0.75,0.013088390638961214,1988,False
SLAB,228,8.5,0.5,1,0.013088390638961214,1988,False
SLAB,229,8.5,1,0.25,0.013088390638961214,1988,False
SLAB,230,8.5,1,0.5,0.013088390638961214,1988,False
SLAB,231,8.5,1,0.75,0.013088390638961214,1988,False
SLAB,232,8.5,1,1,0.013088390638961214,1988,False
SLAB,233,8.5,1.5,0.25,0.013088390638961214,1988,False
SLAB,234,8.5,1.5,0.5,0.013088390638961214,1988,False
SLAB,235,8.5,1.5,0.75,0.013088390638961214,1988,False
SLAB,236,8.5,1.5,1,0.013088390638961214,1988,False
SLAB,237,8.5,2,0.25,0.013088390638961214,1988,False
SLAB,238,8.5,2,0.5,0.013088390638961214,1988,False
SLAB,239,8.5,2,0.75,0.013088390638961214,1988,False
SLAB,240,8.5,2,1,0.013088390638961214,1988,False
SLAB,241,8.75,0.5,0.25,0.013088390638961214,1988,False
SLAB,242,8.75,0.5,0.5,0.013088390638961214,1988,False
SLAB,243,8.75,0.5,0.75,0.013088390638961214,1988,False
SLAB,244,8.75,0.5,1,0.013088390638961214,1988,False
SLAB,245,8.75,1,0.25,0.013088390638961214,1988,False
SLAB,246,8.75,1,0.5,0.013088390638961214,1988,False
SLAB,247,8.75,1,0.75,0.013088390638961214,1988,False
SLAB,248,8.75,1,1,0.013088390638961214,1988,False
SLAB,249,8.75,1.5,0.25,0.013088390638961214,1988,False
SLAB,250,8.75,1.5,0.5,0.013088390638961214,1988,False
SLAB,251,8.75,1.5,0.75,0.013088390638961214,1988,False
SLAB,252,8.75,1.5,1,0.013088390638961214,1988,False
SLAB,253,8.75,2,0.25,0.013088390638961214,1988,False
SLAB,254,8.75,2,0.5,0.013088390638961214,1988,False
SLAB,255,8.75,2,0.75,0.013088390638961214,1988,False
SLAB,256,8.75,2,1,0.013088390638961214,1988,False
SLAB,257,9,0.5,0.25,0.013088390638961214,1988,False
SLAB,258,9,0.5,0.5,0.013088390638961214,1988,False
SLAB,259,9,0.5,0.75,0.013088390638961214,1988,False
SLAB,260,9,0.5,1,0.013088390638961214,1988,False
SLAB,261,9,1,0.25,0.013088390638961214,1988,False
SLAB,262,9,1,0.5,0.013088390638961214,1988,False
SLAB,263,9,1,0.75,0.013088390638961214,1988,False
SLAB,264,9,1,1,0.013088390638961214,1988,False
SLAB,265,9,1.5,0.25,0.013088390638961214,1988,False
SLAB,266,9,1.5,0.5,0.013088390638961214,1988,False
SLAB,267,9,1.5,0.75,0.013088390638961214,1988,False
SLAB,268,9,1.5,1,0.013088390638961214,1988,False
SLAB,269,9,2,0.25,0.013088390638961214,1988,False
SLAB,270,9,2,0.5,0.013088390638961214,1988,False
SLAB,271,9,2,0.75,0.013088390638961214,1988,False
SLAB,272,9,2,1,0.013088390638961214,1988,False
SLAB,273,9.25,0.5,0.25,0.013088390638961214,1988,False
SLAB,274,9.25,0.5,0.5,0.013088390638961214,1988,False
SLAB,275,9.25,0.5,0.75,0.013088390638961214,1988,False
SLAB,276,9.25,0.5,1,0.013088390638961214,1988,False
SLAB,277,9.25,1,0.25,0.013088390638961214,1988,False
SLAB,278,9.25,1,0.5,0.013088390638961214,1988,False
SLAB,279,9.25,1,0.75,0.013088390638961214,1988,False
SLAB,280,9.25,1,1,0.013088390638961214,1988,False
SLAB,281,9.25,1.5,0.25,0.013088390638961214,1988,False
SLAB,282,9.25,1.5,0.5,0.013088390638961214,1988,False
SLAB,283,9.25,1.5,0.75,0.013088390638961214,1988,False
SLAB,284,9.25,1.5,1,0.013088390638961214,1988,False
SLAB,285,9.25,2,0.25,0.013088390638961214,1988,False
SLAB,286,9.25,2,0.5,0.013088390638961214,1988,False
SLAB,287,9.25,2,0.75,0.013088390638961214,1988,False
SLAB,288,9.25,2,1,0.013088390638961214,1988,False
