chunk_id,rows,occurrences,minimum_occurrence_ordinal,maximum_occurrence_ordinal,output_path,output_size_bytes,output_sha256,marker_path,validation_path,reused
0000,117500,250,0,249,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_damage\chunks\nonstructural_damage_chunk_0000.csv.gz,18671085,23ec05e81dd4711495e5d73691f7581f8f7dcbfac51c65cdbc21a8e31070999c,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\markers\nonstructural_damage_chunk_0000.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\chunk_validations\nonstructural_damage_chunk_0000_validation.csv,False
0001,117500,250,250,574,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_damage\chunks\nonstructural_damage_chunk_0001.csv.gz,18643757,8409ee6919d93af09ca83a68b7675689886f3727eb7592aa8f2af12193452d8f,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\markers\nonstructural_damage_chunk_0001.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\chunk_validations\nonstructural_damage_chunk_0001_validation.csv,False
0002,117500,250,576,1131,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_damage\chunks\nonstructural_damage_chunk_0002.csv.gz,18534948,0ba69014aa87b8269044177d9faf4bbffe740c6e3db774480f3df9212d180621,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\markers\nonstructural_damage_chunk_0002.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\chunk_validations\nonstructural_damage_chunk_0002_validation.csv,False
0003,117500,250,1134,1690,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_damage\chunks\nonstructural_damage_chunk_0003.csv.gz,18576058,e68ff639e57b809f0af218dd3afafe621760dd1a32c9002d7bc19d028e78e73d,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\markers\nonstructural_damage_chunk_0003.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\chunk_validations\nonstructural_damage_chunk_0003_validation.csv,False
0004,117500,250,1691,2180,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_damage\chunks\nonstructural_damage_chunk_0004.csv.gz,18560325,df7348c19761a16351b76103cf3440227d77b2e275ab4dd18b49fb8d14c501c1,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\markers\nonstructural_damage_chunk_0004.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\chunk_validations\nonstructural_damage_chunk_0004_validation.csv,False
0005,117500,250,2181,2666,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_damage\chunks\nonstructural_damage_chunk_0005.csv.gz,18597701,6534f7a5c84f1c6b62c02e2b6975e64fd9d8bb224627b2feb869b8a125a13cc1,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\markers\nonstructural_damage_chunk_0005.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\chunk_validations\nonstructural_damage_chunk_0005_validation.csv,False
0006,117500,250,2669,3144,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_damage\chunks\nonstructural_damage_chunk_0006.csv.gz,18534366,0832f13f02424d45486f3d6cce7d029edbd2a290ced32b824adbc9d9043ac523,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\markers\nonstructural_damage_chunk_0006.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\chunk_validations\nonstructural_damage_chunk_0006_validation.csv,False
0007,117500,250,3148,3615,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_damage\chunks\nonstructural_damage_chunk_0007.csv.gz,18574772,9373b37ae9a6e109bcbc1870d444b92453d5e8ff43bb4534ac04c39d98818bfe,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\markers\nonstructural_damage_chunk_0007.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\chunk_validations\nonstructural_damage_chunk_0007_validation.csv,False
0008,117500,250,3616,4129,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_damage\chunks\nonstructural_damage_chunk_0008.csv.gz,18555244,c4dd4103a755939ac238d0db18c9fdd44bca4e7b5d4ddcbc5916e4896ebb3254,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\markers\nonstructural_damage_chunk_0008.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\chunk_validations\nonstructural_damage_chunk_0008_validation.csv,False
0009,117500,250,4130,4639,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\processed\notebook_5_nonstructural_damage\chunks\nonstructural_damage_chunk_0009.csv.gz,18549979,9857c0671f63c1841b2becd949a037a6fd8521e69e52684528a169900295a72f,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\markers\nonstructural_damage_chunk_0009.json,c:\Users\USER\Documents\GitHub\seismic-correlation-insurance-loss\data\metadata\notebook_5_damage_loss\notebook_5_cell_9_work\chunk_validations\nonstructural_damage_chunk_0009_validation.csv,False
