case_name,imt,mean_off_diagonal_correlation,equal_weight_effective_site_count,correlation_at_maximum_separation
I0_PHASE1_INDEPENDENT,PGA,0.0,470.0,0.0
I0_PHASE1_INDEPENDENT,SA0P4,0.0,470.0,0.0
C1_ALDEA22_SUBDUCTION,PGA,0.7905450222183807,1.2642374133188423,0.5373333648693212
C1_ALDEA22_SUBDUCTION,SA0P4,0.7121347066712265,1.403022024661792,0.40429539885863247
C2_GODA_ATKINSON09,PGA,0.7247095733356201,1.3787487706638515,0.5196150966683384
C2_GODA_ATKINSON09,SA0P4,0.7247095733356201,1.3787487706638515,0.5196150966683384
