case_name,design_id,metric,value,baseline_value,absolute_change,percent_change,percentage_status,source_path,period,unit
I0_PHASE1_INDEPENDENT,OCC_05,retained_tvar_99_5_2022_usd,6612404.8949608896,6612404.8949608896,0,0,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
I0_PHASE1_INDEPENDENT,OCC_06,retained_tvar_99_5_2022_usd,2299152.5803041128,2299152.5803041128,0,0,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
I0_PHASE1_INDEPENDENT,OCC_07,retained_tvar_99_5_2022_usd,1047974.3499678379,1047974.3499678379,0,0,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
I0_PHASE1_INDEPENDENT,OCC_08,retained_tvar_99_5_2022_usd,474948.61922624917,474948.61922624917,0,0,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
I0_PHASE1_INDEPENDENT,OCC_09,retained_tvar_99_5_2022_usd,16172658.902010519,16172658.902010519,0,0,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
I0_PHASE1_INDEPENDENT,OCC_10,retained_tvar_99_5_2022_usd,11859406.58735374,11859406.58735374,0,0,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
I0_PHASE1_INDEPENDENT,OCC_11,retained_tvar_99_5_2022_usd,10608228.357017465,10608228.357017465,0,0,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
I0_PHASE1_INDEPENDENT,OCC_12,retained_tvar_99_5_2022_usd,10035202.626275877,10035202.626275877,0,0,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
I0_PHASE1_INDEPENDENT,OCC_13,retained_tvar_99_5_2022_usd,20280200.333544094,20280200.333544094,0,0,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
I0_PHASE1_INDEPENDENT,OCC_14,retained_tvar_99_5_2022_usd,19029022.103207819,19029022.103207819,0,0,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
I0_PHASE1_INDEPENDENT,OCC_15,retained_tvar_99_5_2022_usd,18455996.372466229,18455996.372466229,0,0,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,OCC_01,retained_tvar_99_5_2022_usd,9681635.233620612,6604303.4047747012,3077331.8288459107,46.595857885952029,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,OCC_02,retained_tvar_99_5_2022_usd,5028648.8742701076,2291051.0901179253,2737597.7841521823,119.49090947645661,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,OCC_03,retained_tvar_99_5_2022_usd,3157590.1235650927,1039872.8597816504,2117717.2637834423,203.65155642470702,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,OCC_04,retained_tvar_99_5_2022_usd,1997093.5207302,466847.12904006144,1530246.3916901385,327.78318565151204,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,OCC_05,retained_tvar_99_5_2022_usd,9688905.4488925673,6612404.8949608896,3076500.5539316777,46.526197394176279,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,OCC_06,retained_tvar_99_5_2022_usd,5035919.0895420611,2299152.5803041128,2736766.5092379483,119.03370540444737,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,OCC_07,retained_tvar_99_5_2022_usd,3164860.3388370462,1047974.3499678379,2116885.9888692084,201.99788181210496,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,OCC_08,retained_tvar_99_5_2022_usd,2004363.7360021535,474948.61922624917,1529415.1167759043,322.01696243848716,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,OCC_09,retained_tvar_99_5_2022_usd,17609437.693700012,16172658.902010519,1436778.7916894928,8.8839986077420967,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,OCC_10,retained_tvar_99_5_2022_usd,12956451.334349506,11859406.58735374,1097044.7469957657,9.250418551005728,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,OCC_11,retained_tvar_99_5_2022_usd,11085392.583644493,10608228.357017465,477164.22662702762,4.4980576451427723,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,OCC_12,retained_tvar_99_5_2022_usd,9924895.9808095973,10035202.626275877,-110306.64546627924,-1.0991969925694933,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,OCC_13,retained_tvar_99_5_2022_usd,20033230.864560239,20280200.333544094,-246969.4689838551,-1.2177861407777111,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,OCC_14,retained_tvar_99_5_2022_usd,18162172.11385522,19029022.103207819,-866849.98935259879,-4.5554100712640899,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,OCC_15,retained_tvar_99_5_2022_usd,17001675.511020329,18455996.372466229,-1454320.8614459001,-7.8799368622305535,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,OCC_01,retained_tvar_99_5_2022_usd,9682818.8129614759,6604303.4047747012,3078515.4081867747,46.613779221001657,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,OCC_02,retained_tvar_99_5_2022_usd,5038425.7789929807,2291051.0901179253,2747374.6888750554,119.91765267590091,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,OCC_03,retained_tvar_99_5_2022_usd,3163167.7231705044,1039872.8597816504,2123294.8633888541,204.18792965081303,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,OCC_04,retained_tvar_99_5_2022_usd,1998470.9435640522,466847.12904006144,1531623.8145239907,328.07823359079885,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,OCC_05,retained_tvar_99_5_2022_usd,9690087.927582955,6612404.8949608896,3077683.0326220654,46.544080126845728,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,OCC_06,retained_tvar_99_5_2022_usd,5045694.8936144616,2299152.5803041128,2746542.3133103489,119.45889702313968,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,OCC_07,retained_tvar_99_5_2022_usd,3170436.8377919858,1047974.3499678379,2122462.487824148,202.53000351480796,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,OCC_08,retained_tvar_99_5_2022_usd,2005740.0581855339,474948.61922624917,1530791.4389592847,322.30674582297678,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,OCC_09,retained_tvar_99_5_2022_usd,17589405.214656789,16172658.902010519,1416746.3126462698,8.7601322777551793,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,OCC_10,retained_tvar_99_5_2022_usd,12945012.180688292,11859406.58735374,1085605.5933345519,9.1539621762541294,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,OCC_11,retained_tvar_99_5_2022_usd,11069754.124865813,10608228.357017465,461525.76784834825,4.3506394500175292,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,OCC_12,retained_tvar_99_5_2022_usd,9905057.345259361,10035202.626275877,-130145.28101651557,-1.2968874258278256,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,OCC_13,retained_tvar_99_5_2022_usd,20020275.982509557,20280200.333544094,-259924.35103453696,-1.2816655987594652,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,OCC_14,retained_tvar_99_5_2022_usd,18145017.926687084,19029022.103207819,-884004.17652073503,-4.6455575684665051,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,OCC_15,retained_tvar_99_5_2022_usd,16980321.14708063,18455996.372466229,-1475675.2253855988,-7.9956410675670719,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_occurrence_design_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
