case_name,loss_basis,curve_type,return_period_years,order_statistic_rank,tail_support_sufficient,metric,value,baseline_value,absolute_change,percent_change,percentage_status,source_path,period,unit
C2_GODA_ATKINSON09,gross_insured,oep,50,40000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,100,20000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,200,10000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,250,8000,True,pml_2022_usd,0,9953.9024200442364,-9953.9024200442364,-100,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,500,4000,True,pml_2022_usd,9516466.3905868717,18811083.540145434,-9294617.1495585628,-49.410323066837563,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,1000,2000,True,pml_2022_usd,42644656.401946254,47812543.505373098,-5167887.1034268439,-10.808642930376806,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,2000,1000,True,pml_2022_usd,83769768.609404892,73217140.444045991,10552628.165358901,14.412783811768,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,2500,800,True,pml_2022_usd,95810216.942958802,80649066.855063573,15161150.087895229,18.798915696249413,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,5000,400,True,pml_2022_usd,132164033.01809189,102204649.01167828,29959384.006413609,29.31313232433325,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,10000,200,True,pml_2022_usd,162907397.0473634,122264317.26838058,40643079.778982818,33.241979906343239,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,20000,100,True,pml_2022_usd,186990328.77630025,139203216.76625985,47787112.010040402,34.329028538385806,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,50000,40,True,pml_2022_usd,218629972.87432492,159608668.40763041,59021304.466694504,36.978758770142633,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,100000,20,True,pml_2022_usd,243110024.53711069,177724333.83312032,65385690.70399037,36.790511064954259,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,200000,10,False,pml_2022_usd,260981725.98561409,188669633.61167639,72312092.373937696,38.327361425194624,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,500000,4,False,pml_2022_usd,269373408.57554001,210111664.17466521,59261744.400874794,28.204880787394401,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,1000000,2,False,pml_2022_usd,280312158.7787407,217639236.30653849,62672922.472202212,28.796702072566198,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,gross_insured,oep,2000000,1,False,pml_2022_usd,287606602.91566622,244325807.3326858,43280795.582980424,17.714377394462961,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,50,40000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,100,20000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,200,10000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,250,8000,True,pml_2022_usd,281268.29661327309,761990.97694078542,-480722.68032751232,-63.087712961838584,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,500,4000,True,pml_2022_usd,18166316.011944216,19217738.872122243,-1051422.8601780273,-5.47110597752605,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,1000,2000,True,pml_2022_usd,30290595.948657904,27745451.866992548,2545144.0816653557,9.1731938404405415,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,2000,1000,True,pml_2022_usd,35331780.084257096,31728186.345697321,3603593.7385597751,11.357704784309114,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,2500,800,True,pml_2022_usd,36042762.862111263,32522662.493506391,3520100.3686048724,10.823530728173655,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,5000,400,True,pml_2022_usd,37545757.929990292,34542689.769851804,3003068.1601384878,8.6937878322362376,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,10000,200,True,pml_2022_usd,38119823.676846027,35946243.048072875,2173580.6287731528,6.0467532750677302,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,20000,100,True,pml_2022_usd,38311407.736321449,36759769.862497538,1551637.873823911,4.2210217300813353,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,50000,40,True,pml_2022_usd,38418959.932381794,37400500.53619837,1018459.3961834237,2.7231170213823734,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,100000,20,True,pml_2022_usd,38423660.469993517,38017802.970516771,405857.49947674572,1.0675459068255277,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,200000,10,False,pml_2022_usd,38423660.469993517,38880488.070925079,-456827.60093156248,-1.1749533598915372,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,500000,4,False,pml_2022_usd,59428359.297779307,56262367.835359588,3165991.4624197185,5.6271920010269572,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,1000000,2,False,pml_2022_usd,73857876.449062869,60752310.955393568,13105565.493669301,21.572126701965061,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,aep,2000000,1,False,pml_2022_usd,74928362.049327776,62301773.029834859,12626589.019492917,20.26682132055269,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,50,40000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,100,20000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,200,10000,True,pml_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,250,8000,True,pml_2022_usd,281268.29661327309,761828.10251695011,-480559.80590367701,-63.079821329245981,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,500,4000,True,pml_2022_usd,18151265.194071598,19217738.872122243,-1066473.6780506447,-5.5494232966069665,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,1000,2000,True,pml_2022_usd,30282435.077722084,27738629.933401041,2543805.144321043,9.1706228837854731,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,2000,1000,True,pml_2022_usd,35312276.818748184,31697875.334897108,3614401.4838510752,11.402661678941856,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,2500,800,True,pml_2022_usd,36019560.170482323,32496338.920049068,3523221.250433255,10.84190209580672,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,5000,400,True,pml_2022_usd,37517717.389919423,34493030.9166549,3024686.4732645229,8.7689785237285651,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,10000,200,True,pml_2022_usd,38094515.194930278,35911988.621998891,2182526.5729313865,6.077431678607792,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,20000,100,True,pml_2022_usd,38289281.926611744,36654818.707668282,1634463.2189434618,4.4590678021864774,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,50000,40,True,pml_2022_usd,38414418.131853521,37315411.789761566,1099006.3420919552,2.9451807962990126,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,100000,20,True,pml_2022_usd,38423660.469993517,37606816.113874003,816844.35611951351,2.1720646428724426,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,200000,10,False,pml_2022_usd,38423660.469993517,38017802.970516771,405857.49947674572,1.0675459068255277,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,500000,4,False,pml_2022_usd,38423660.469993517,38071079.966387294,352580.50360622257,0.9261111161477783,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,1000000,2,False,pml_2022_usd,38423660.469993517,38129704.115525134,293956.35446838289,0.77093793746144945,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C2_GODA_ATKINSON09,uninsured,oep,2000000,1,False,pml_2022_usd,38423660.469993517,38423660.469993517,0,0,defined,data/metadata/phase_2/notebook_10_correlated_damage_loss/notebook_10_pml_table.csv,FULL_CATALOG_2000000_YEARS,2022_USD
