case_name,program,ceded_price_multiplier,expense_ratio,metric,value,baseline_value,absolute_change,percent_change,percentage_status,source_path,period,unit
C1_ALDEA22_SUBDUCTION,FROZEN_OCCURRENCE_XOL,2,0.29999999999999999,break_even_required_earned_premium_2022_usd,260140.17651273805,266651.65327799215,-6511.476765254105,-2.441941268770496,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,FROZEN_OCCURRENCE_XOL,2,0.40000000000000002,break_even_required_earned_premium_2022_usd,303496.8725981944,311093.59549099085,-7596.7228927964461,-2.4419412687704929,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STANDALONE_AGGREGATE,1,0.20000000000000001,break_even_required_earned_premium_2022_usd,154304.28653520707,153724.44995916056,579.83657604650944,0.37719216181977078,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STANDALONE_AGGREGATE,1,0.29999999999999999,break_even_required_earned_premium_2022_usd,176347.75604023665,175685.08566761209,662.67037262456142,0.3771921618197589,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STANDALONE_AGGREGATE,1,0.40000000000000002,break_even_required_earned_premium_2022_usd,205739.04871360943,204965.93327888075,773.11543472867925,0.37719216181977078,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STANDALONE_AGGREGATE,1.25,0.20000000000000001,break_even_required_earned_premium_2022_usd,172612.15528161943,173618.99805489572,-1006.8427732762939,-0.57991509256259233,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STANDALONE_AGGREGATE,1.25,0.29999999999999999,break_even_required_earned_premium_2022_usd,197271.03460756509,198421.71206273802,-1150.6774551729322,-0.57991509256260476,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STANDALONE_AGGREGATE,1.25,0.40000000000000002,break_even_required_earned_premium_2022_usd,230149.54037549262,231491.99740652766,-1342.4570310350391,-0.57991509256258389,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STANDALONE_AGGREGATE,1.5,0.20000000000000001,break_even_required_earned_premium_2022_usd,190920.02402803182,193513.54615063092,-2593.5221225990972,-1.3402276864795293,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
C1_ALDEA22_SUBDUCTION,STANDALONE_AGGREGATE,1.5,0.29999999999999999,break_even_required_earned_premium_2022_usd,218194.31317489356,221158.33845786395,-2964.0252829703968,-1.3402276864795291,defined,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_break_even_premium_grid.csv,FULL_CATALOG_2000000_YEARS,2022_USD
