case_name,loss_basis,risk_metric,parameter,tail_count,headline_supported,metric,value,baseline_value,absolute_change,percent_change,percentage_status,period,unit,source_path
C1_ALDEA22_SUBDUCTION,benchmark_retained,tvar,0.995,5001,True,value_2022_usd,12815644.956254296,11739027.356456865,1076617.5997974314,9.1712674918101715,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,benchmark_retained,tvar_minus_mean,0.995,5001,True,value_2022_usd,12751553.915828068,11680320.480647223,1071233.4351808447,9.1712674918101751,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,aep_pml,100,10000,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,aep_pml,250,4000,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,aep_pml,500,2000,True,value_2022_usd,385370.68441025086,3761600.7942655161,-3376230.1098552654,-89.755141348392414,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,aep_pml,1000,1000,True,value_2022_usd,20977139.74912148,22901462.530567288,-1924322.7814458087,-8.402619609456627,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,aep_pml,2500,400,True,value_2022_usd,67931687.045710355,51367320.025272384,16564367.020437971,32.246897467667011,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,aep_pml,5000,200,True,value_2022_usd,103768149.45453766,71073935.102898747,32694214.351638913,46.000287312508014,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,aep_pml,10000,100,True,value_2022_usd,132197332.48392275,88590861.177157268,43606471.306765482,49.222313371087537,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,aep_pml,50000,20,True,value_2022_usd,179888235.64314136,123656063.31561601,56232172.327525347,45.474658354600898,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,aep_pml,100000,10,False,value_2022_usd,205251365.00283432,132690180.35398455,72561184.64884977,54.684668040449189,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,aep_pml,1000000,1,False,value_2022_usd,234316537.35270035,174212501.17845976,60104036.174240589,34.500415164047972,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,var,0.98999999999999999,10001,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,tvar,0.98999999999999999,10001,True,value_2022_usd,7605256.0672209617,6506069.1975328373,1099186.8696881244,16.894792175050128,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,tvar_minus_mean,0.98999999999999999,10001,True,value_2022_usd,7548532.1565233842,6450481.9367293399,1098050.2197940443,17.02276249378664,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,var,0.995,5001,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,tvar,0.995,5001,True,value_2022_usd,15208991.387377892,13010837.441416899,2198153.9459609929,16.894792175050117,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,cash_net,tvar_minus_mean,0.995,5001,True,value_2022_usd,15152267.476680314,12955250.1806134,2197017.2960669138,16.958509217788723,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,aep_pml,100,10000,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,aep_pml,250,4000,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,aep_pml,500,2000,True,value_2022_usd,385370.68441025086,3761600.7942655161,-3376230.1098552654,-89.755141348392414,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,aep_pml,1000,1000,True,value_2022_usd,20977139.74912148,22901462.530567288,-1924322.7814458087,-8.402619609456627,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,aep_pml,2500,400,True,value_2022_usd,67931687.045710355,51367320.025272384,16564367.020437971,32.246897467667011,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,aep_pml,5000,200,True,value_2022_usd,103768149.45453766,71073935.102898747,32694214.351638913,46.000287312508014,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,aep_pml,10000,100,True,value_2022_usd,132197332.48392275,88590861.177157268,43606471.306765482,49.222313371087537,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,aep_pml,50000,20,True,value_2022_usd,179888235.64314136,123656063.31561601,56232172.327525347,45.474658354600898,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,aep_pml,100000,10,False,value_2022_usd,205251365.00283432,132690180.35398455,72561184.64884977,54.684668040449189,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,aep_pml,1000000,1,False,value_2022_usd,234316537.35270035,174212501.17845976,60104036.174240589,34.500415164047972,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,var,0.98999999999999999,10001,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,tvar,0.98999999999999999,10001,True,value_2022_usd,7605256.0672209617,6506069.1975328373,1099186.8696881244,16.894792175050128,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,tvar_minus_mean,0.98999999999999999,10001,True,value_2022_usd,7529195.9012926845,6441001.9994883118,1088193.9018043727,16.894792175050114,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,var,0.995,5001,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,tvar,0.995,5001,True,value_2022_usd,15208991.387377892,13010837.441416899,2198153.9459609929,16.894792175050117,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C1_ALDEA22_SUBDUCTION,unfunded,tvar_minus_mean,0.995,5001,True,value_2022_usd,15132931.221449615,12945770.243372373,2187160.9780772422,16.894792175050117,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,aep_pml,100,10000,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,aep_pml,250,4000,True,value_2022_usd,0,6199.5039999999899,-6199.5039999999899,-100,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,aep_pml,500,2000,True,value_2022_usd,9522435.0080813095,18924416.707944721,-9401981.6998634115,-49.681751596160609,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,aep_pml,1000,1000,True,value_2022_usd,44193371.423236094,48040112.81779445,-3846741.3945583552,-8.0073529576173073,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,aep_pml,2500,400,True,value_2022_usd,95697386.695162758,81050074.85862115,14647311.836541608,18.07192881942613,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,aep_pml,5000,200,True,value_2022_usd,131032021.15468691,101559923.32944781,29472097.825239107,29.019417166784649,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,aep_pml,10000,100,True,value_2022_usd,160486047.64948535,118982667.49620402,41503380.153281331,34.881870634313557,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,aep_pml,50000,20,True,value_2022_usd,213110156.25839648,150734244.29391614,62375911.96448034,41.381381023713352,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,aep_pml,100000,10,False,value_2022_usd,236746495.32422763,165208659.70689747,71537835.617330164,43.301504742092796,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,aep_pml,1000000,1,False,value_2022_usd,271283110.12958753,205131492.83591884,66151617.293668687,32.248396567065512,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,var,0.98999999999999999,10001,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,tvar,0.98999999999999999,10001,True,value_2022_usd,12362433.816065775,12257645.807940349,104788.00812542625,0.85487874072479642,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,tvar_minus_mean,0.98999999999999999,10001,True,value_2022_usd,12238797.115471302,12135057.092215138,103740.02325616404,0.85487874072479786,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,var,0.995,5001,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,tvar,0.995,5001,True,value_2022_usd,24722395.639766809,24512840.576926898,209555.06283991039,0.85487874072479964,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,gross,tvar_minus_mean,0.995,5001,True,value_2022_usd,24598758.939172335,24390251.861201685,208507.07797065005,0.85487874072480818,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,aep_pml,100,10000,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,aep_pml,250,4000,True,value_2022_usd,0,6199.5039999999899,-6199.5039999999899,-100,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,aep_pml,500,2000,True,value_2022_usd,9522435.0080813095,18811083.540145434,-9288648.5320641249,-49.378593807426746,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,aep_pml,1000,1000,True,value_2022_usd,18811083.540145438,18811083.540145438,0,0,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,aep_pml,2500,400,True,value_2022_usd,33972233.628040656,19470835.814387739,14501397.813652918,74.477531174790585,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,aep_pml,5000,200,True,value_2022_usd,68891924.522292942,39552093.477779612,29339831.04451333,74.180222751032034,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,aep_pml,10000,100,True,value_2022_usd,98562831.819533214,57143985.518124998,41418846.301408216,72.481549765672071,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,aep_pml,50000,20,True,value_2022_usd,151272172.94347835,88896260.97899799,62375911.964480355,70.167081581999099,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,aep_pml,100000,10,False,value_2022_usd,174908512.00930947,103370676.39197932,71537835.617330149,69.205153834981459,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,aep_pml,1000000,1,False,value_2022_usd,209445126.81466937,143293509.52100068,66151617.293668687,46.165117676857307,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,var,0.98999999999999999,10001,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,tvar,0.98999999999999999,10001,True,value_2022_usd,6396961.0311501455,5870100.5709069874,526860.46024315804,8.975322549912514,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,tvar_minus_mean,0.98999999999999999,10001,True,value_2022_usd,6332985.0238776132,5811393.6950973468,521591.32878026646,8.9753225499125175,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,var,0.995,5001,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,tvar,0.995,5001,True,value_2022_usd,12792642.925921336,11739027.356456865,1053615.5694644712,8.9753225499125087,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,benchmark_retained,tvar_minus_mean,0.995,5001,True,value_2022_usd,12728666.918648804,11680320.480647223,1048346.4380015805,8.9753225499125193,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,aep_pml,100,10000,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,aep_pml,250,4000,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,aep_pml,500,2000,True,value_2022_usd,401571.32228539936,3761600.7942655161,-3360029.4719801168,-89.324456680847518,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,aep_pml,1000,1000,True,value_2022_usd,21133380.094829775,22901462.530567288,-1768082.435737513,-7.7203909286474559,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,aep_pml,2500,400,True,value_2022_usd,68863828.858474016,51367320.025272384,17496508.833201632,34.06155669517792,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,aep_pml,5000,200,True,value_2022_usd,103554566.97510792,71073935.102898747,32480631.872209176,45.699779849229785,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,aep_pml,10000,100,True,value_2022_usd,131587786.08853343,88590861.177157268,42996924.911376163,48.53426678559336,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,aep_pml,50000,20,True,value_2022_usd,182118638.17029923,123656063.31561601,58462574.85468322,47.278373002595998,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,aep_pml,100000,10,False,value_2022_usd,205827503.66676855,132690180.35398455,73137323.312784001,55.118866458446085,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,aep_pml,1000000,1,False,value_2022_usd,240364118.47212845,174212501.17845976,66151617.293668687,37.971796998600183,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,var,0.98999999999999999,10001,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,tvar,0.98999999999999999,10001,True,value_2022_usd,7604225.4977547927,6506069.1975328373,1098156.3002219554,16.878952050469838,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,tvar_minus_mean,0.98999999999999999,10001,True,value_2022_usd,7547590.2520820331,6450481.9367293399,1097108.3153526932,17.008160415204145,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,var,0.995,5001,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,tvar,0.995,5001,True,value_2022_usd,15206930.454518232,13010837.441416899,2196093.0131013338,16.878952050469827,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,cash_net,tvar_minus_mean,0.995,5001,True,value_2022_usd,15150295.208845472,12955250.1806134,2195045.0282320715,16.943285522318963,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,unfunded,aep_pml,100,10000,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,unfunded,aep_pml,250,4000,True,value_2022_usd,0,0,0,,undefined_zero_or_missing_baseline,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,unfunded,aep_pml,500,2000,True,value_2022_usd,401571.32228539936,3761600.7942655161,-3360029.4719801168,-89.324456680847518,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,unfunded,aep_pml,1000,1000,True,value_2022_usd,21133380.094829775,22901462.530567288,-1768082.435737513,-7.7203909286474559,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,unfunded,aep_pml,2500,400,True,value_2022_usd,68863828.858474016,51367320.025272384,17496508.833201632,34.06155669517792,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,unfunded,aep_pml,5000,200,True,value_2022_usd,103554566.97510792,71073935.102898747,32480631.872209176,45.699779849229785,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,unfunded,aep_pml,10000,100,True,value_2022_usd,131587786.08853343,88590861.177157268,42996924.911376163,48.53426678559336,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,unfunded,aep_pml,50000,20,True,value_2022_usd,182118638.17029923,123656063.31561601,58462574.85468322,47.278373002595998,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,unfunded,aep_pml,100000,10,False,value_2022_usd,205827503.66676855,132690180.35398455,73137323.312784001,55.118866458446085,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
C2_GODA_ATKINSON09,unfunded,aep_pml,1000000,1,False,value_2022_usd,240364118.47212845,174212501.17845976,66151617.293668687,37.971796998600183,defined,EVALUATION_YEARS_1000001_TO_2000000,2022_USD,data/metadata/phase_2/notebook_12_parametric_basis_risk/notebook_12_tail_risk_table.csv
