case_name,metric,value,baseline_value,absolute_change,percent_change,percentage_status,source_path,period,unit,program,target_kind,target_parameter,risk_measure,confidence
I0_PHASE1_INDEPENDENT,diversification_benefit,,,,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_diversification_summary.csv,FULL_CATALOG_2000000_YEARS,ratio,,,,var,0.995
I0_PHASE1_INDEPENDENT,diversification_benefit,-2.2204460492503131e-16,-2.2204460492503131e-16,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_diversification_summary.csv,FULL_CATALOG_2000000_YEARS,ratio,,,,tvar,0.995
C1_ALDEA22_SUBDUCTION,diversification_benefit,-2.2204460492503131e-16,-2.2204460492503131e-16,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_diversification_summary.csv,FULL_CATALOG_2000000_YEARS,ratio,,,,aal,
C1_ALDEA22_SUBDUCTION,diversification_benefit,,,,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_diversification_summary.csv,FULL_CATALOG_2000000_YEARS,ratio,,,,var,0.98999999999999999
C1_ALDEA22_SUBDUCTION,diversification_benefit,0,-2.2204460492503131e-16,2.2204460492503131e-16,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_diversification_summary.csv,FULL_CATALOG_2000000_YEARS,ratio,,,,tvar,0.98999999999999999
C1_ALDEA22_SUBDUCTION,diversification_benefit,,,,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_diversification_summary.csv,FULL_CATALOG_2000000_YEARS,ratio,,,,var,0.995
C1_ALDEA22_SUBDUCTION,diversification_benefit,-2.2204460492503131e-16,-2.2204460492503131e-16,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_diversification_summary.csv,FULL_CATALOG_2000000_YEARS,ratio,,,,tvar,0.995
C2_GODA_ATKINSON09,diversification_benefit,-2.2204460492503131e-16,-2.2204460492503131e-16,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_diversification_summary.csv,FULL_CATALOG_2000000_YEARS,ratio,,,,aal,
C2_GODA_ATKINSON09,diversification_benefit,,,,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_diversification_summary.csv,FULL_CATALOG_2000000_YEARS,ratio,,,,var,0.98999999999999999
C2_GODA_ATKINSON09,diversification_benefit,-2.2204460492503131e-16,-2.2204460492503131e-16,0,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_diversification_summary.csv,FULL_CATALOG_2000000_YEARS,ratio,,,,tvar,0.98999999999999999
C2_GODA_ATKINSON09,diversification_benefit,,,,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_diversification_summary.csv,FULL_CATALOG_2000000_YEARS,ratio,,,,var,0.995
C2_GODA_ATKINSON09,diversification_benefit,0,-2.2204460492503131e-16,2.2204460492503131e-16,,undefined_zero_or_missing_baseline,data/metadata/phase_2/notebook_11_reinsurance_capital/notebook_11_diversification_summary.csv,FULL_CATALOG_2000000_YEARS,ratio,,,,tvar,0.995
