program,case_series,baseline_series,metric_name,metric_kind,case_value_2022_usd,baseline_value_2022_usd,absolute_change_2022_usd,percent_change,bootstrap_standard_error_2022_usd,bootstrap_ci_lower_2022_usd,bootstrap_ci_upper_2022_usd,bootstrap_replicates,bootstrap_seed,bootstrap_method,source_notebook,uncertainty_scope,interval_excludes_zero,period,scope
,i0_unfunded,i0_gross,aal,mean,65067.198044525896,122588.71572521144,-57521.517680685545,-46.922359321899435,1416.2941958035128,-60265.216699832752,-54605.075793772507,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,i0_unfunded,i0_gross,aep_tvar_99_5,tvar,13010837.441416899,24512840.576926906,-11502003.135510007,-46.922359321899421,283202.19872095919,-12050633.213323893,-10918831.39247603,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,i0_unfunded,i0_gross,aep_pml_2500yr,pml,51367320.025272384,81050074.85862115,-29682754.833348766,-36.622735864372203,727539.75307041465,-30730995.376792844,-27724480.771146726,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,i0_unfunded,i0_benchmark_retained,aal,mean,65067.198044525896,58706.875809640915,6360.3222348849813,10.834032891664247,949.07432080543697,4425.5805283917325,8103.9298863045578,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,i0_unfunded,i0_benchmark_retained,aep_tvar_99_5,tvar,13010837.441416899,11739027.356456852,1271810.0849600472,10.834032891664647,189776.90877933102,884939.11785482336,1620461.8848839798,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,i0_unfunded,i0_benchmark_retained,aep_pml_2500yr,pml,51367320.025272384,19470835.814387739,31896484.210884646,163.8167180646407,711103.02582226705,30482261.207463481,33244626.154841203,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,c1_unfunded,c1_gross,aal,mean,76060.165928276794,123725.36561929162,-47665.19969101483,-38.525002090260728,1222.2774898249093,-50027.942029010221,-45398.890548918971,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,c1_unfunded,c1_gross,aep_tvar_99_5,tvar,15208991.387377895,24740125.098838583,-9531133.7114606872,-38.525002090260742,244406.61664165332,-10003587.688264383,-9077962.5172803365,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,c1_unfunded,c1_gross,aep_pml_2500yr,pml,67931687.045710355,94359579.412989959,-26427892.367279604,-28.007641123124195,1119714.0163855141,-28913996.013558172,-24650382.565790892,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,c1_unfunded,c1_benchmark_retained,aal,mean,76060.165928276794,64091.040426227861,11969.125502048933,18.67519301052074,1057.4669513621977,9741.6880719916553,14024.243041344473,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,c1_unfunded,c1_benchmark_retained,aep_tvar_99_5,tvar,15208991.387377895,12815644.956254287,2393346.4311236087,18.675193010521163,211451.1000524298,1947948.0247934186,2804287.750718791,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,c1_unfunded,c1_benchmark_retained,aep_pml_2500yr,pml,67931687.045710355,32886694.831614256,35044992.214096099,106.56282850414951,1101788.7915017041,32522828.15722993,36797467.065578289,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,c2_unfunded,c2_gross,aal,mean,76049.85920304562,123636.70059447389,-47586.841391428272,-38.489252109300651,1219.6907795834984,-49970.412620937845,-45295.419297029432,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,c2_unfunded,c2_gross,aep_tvar_99_5,tvar,15206930.454518232,24722395.639766809,-9515465.1852485761,-38.489252109300566,243889.37804109146,-9992084.1073660776,-9057272.4049249049,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,c2_unfunded,c2_gross,aep_pml_2500yr,pml,68863828.858474016,95697386.695162758,-26833557.836688742,-28.04001108427876,1029221.6607336991,-28479738.183953755,-24264914.828769285,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,c2_unfunded,c2_benchmark_retained,aal,mean,76049.85920304562,63976.007272532777,12073.851930512843,18.87246867263719,1052.3858636778371,9900.2971665966579,14080.970839210951,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,c2_unfunded,c2_benchmark_retained,aep_tvar_99_5,tvar,15206930.454518232,12792642.925921328,2414287.5285969041,18.872468672637698,210435.08571842388,1979663.5006192559,2815631.0416339091,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
,c2_unfunded,c2_benchmark_retained,aep_pml_2500yr,pml,68863828.858474016,33972233.628040656,34891595.23043336,102.70621476485391,1051055.7778605579,33049356.630336687,37358933.711735778,300,122026,paired multinomial resampling of catalog years with one collapsed all-zero category,12,evaluation_paired_sampling_conditional_on_frozen_trigger,True,EVALUATION,conditional on frozen trigger; paired evaluation catalog years; no recalibration
