case_name,case_prefix,imt,residual_count,residual_mean,residual_standard_deviation,same_site_cross_imt_correlation
I0_PHASE1_INDEPENDENT,i0,PGA,4996100,3.194256525212659e-05,1.0003077273902699,0.7320074504410254
I0_PHASE1_INDEPENDENT,i0,SA0P4,4996100,2.7290804283142637e-05,0.9999625170907662,0.7320074504410254
C1_ALDEA22_SUBDUCTION,c1,PGA,4996100,0.0010362646761786411,1.0037103521221973,0.7338828116446883
C1_ALDEA22_SUBDUCTION,c1,SA0P4,4996100,0.00047795499049133657,1.0035015903366662,0.7338828116446883
C2_GODA_ATKINSON09,c2,PGA,4996100,0.0009605887222930466,1.0034301563050163,0.7342101313266732
C2_GODA_ATKINSON09,c2,SA0P4,4996100,0.0005924411939289128,1.003669097574911,0.7342101313266732
