case_name,case_prefix,program,loss_basis,curve_type,return_period_years,order_statistic_rank,tail_support_sufficient,pml_2022_usd
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,retained,aep,250,8000,True,9953.902420044236
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,retained,aep,500,4000,True,18811083.540145434
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,retained,aep,1000,2000,True,18811083.54014544
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,retained,aep,2000,1000,True,18811083.540145442
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,retained,aep,2500,800,True,18910409.7411128
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,retained,aep,5000,400,True,40518464.24751161
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,retained,aep,10000,200,True,60918175.37317313
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,retained,aep,20000,100,True,78505093.43574946
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,retained,aep,50000,40,True,97770685.09271227
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,retained,aep,100000,20,True,115886350.51820217
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,retained,aep,200000,10,False,126831650.29675825
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,retained,aep,500000,4,False,148273680.85974705
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,retained,aep,1000000,2,False,155801252.99162036
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,retained,aep,2000000,1,False,182487824.01776767
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,50,40000,True,0.0
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,100,20000,True,0.0
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,200,10000,True,0.0
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,250,8000,True,9953.902420044236
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,500,4000,True,18811083.540145434
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,1000,2000,True,47896738.67299797
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,2000,1000,True,73243559.51759347
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,2500,800,True,80748393.05603094
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,5000,400,True,102356447.56242976
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,10000,200,True,122756158.68809128
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,20000,100,True,140343076.7506676
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,50000,40,True,159608668.4076304
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,100000,20,True,177724333.83312032
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,200000,10,False,188669633.6116764
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,500000,4,False,210111664.1746652
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,1000000,2,False,217639236.3065385
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,2000000,1,False,244325807.3326858
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,50,40000,True,0.0
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,100,20000,True,0.0
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,200,10000,True,0.0
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,250,8000,True,0.0
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,500,4000,True,0.0
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,1000,2000,True,29085655.13285253
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,2000,1000,True,54432475.97744803
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,2500,800,True,61937309.5158855
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,5000,400,True,83545364.02228431
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,10000,200,True,103945075.14794584
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,20000,100,True,121531993.21052216
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,50000,40,True,123675966.62983629
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,100000,20,True,123675966.62983629
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,200000,10,False,123675966.62983629
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,500000,4,False,123675966.62983629
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,1000000,2,False,123675966.62983629
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,2000000,1,False,131530002.94581051
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,50,40000,True,0.0
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,100,20000,True,0.0
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,200,10000,True,0.0
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,250,8000,True,9953.902420044236
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,500,4000,True,18811083.540145427
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,1000,2000,True,18811083.54014544
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,2000,1000,True,18811083.540145442
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,2500,800,True,18811083.540145442
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,5000,400,True,18811083.540145442
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,10000,200,True,18811083.540145442
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,20000,100,True,18811083.540145442
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,50000,40,True,35932701.77779412
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,100000,20,True,54048367.203284025
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,200000,10,False,64993666.981840104
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,500000,4,False,86435697.54482892
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,1000000,2,False,93963269.6767022
I0_PHASE1_INDEPENDENT,i0,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,2000000,1,False,120649840.7028495
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,500,4000,True,9574709.384464605
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,1000,2000,True,42650487.0254056
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,2000,1000,True,83535883.47020881
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,2500,800,True,94963940.29754813
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,5000,400,True,132155539.29306544
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,10000,200,True,165474149.6327068
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,20000,100,True,187148295.69699192
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,50000,40,True,221729917.80837223
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,100000,20,True,241745066.62965265
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,200000,10,False,259073717.42733905
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,500000,4,False,267265583.4573227
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,1000000,2,False,280444285.682042
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,aep,2000000,1,False,288445783.43630344
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,500,4000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,1000,2000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,2000,1000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,2500,800,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,5000,400,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,10000,200,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,20000,100,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,50000,40,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,100000,20,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,200000,10,False,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,500000,4,False,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,1000000,2,False,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,aep,2000000,1,False,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,500,4000,True,9574709.384464605
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,1000,2000,True,42650487.0254056
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,2000,1000,True,83535883.47020881
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,2500,800,True,94963940.29754813
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,5000,400,True,132155539.29306544
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,10000,200,True,165474149.6327068
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,20000,100,True,187148295.69699192
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,50000,40,True,221729917.80837223
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,100000,20,True,241745066.62965265
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,200000,10,False,259073717.42733905
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,500000,4,False,267265583.4573227
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,1000000,2,False,280444285.682042
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,aep,2000000,1,False,288445783.43630344
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,500,4000,True,9574709.384464605
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,1000,2000,True,42620231.05059524
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,2000,1000,True,83395506.78828974
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,2500,800,True,94929756.77102035
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,5000,400,True,131840811.67400073
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,10000,200,True,164888661.26335198
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,20000,100,True,186381282.7705136
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,50000,40,True,220477848.8160492
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,100000,20,True,241745066.62965265
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,200000,10,False,259073717.42733905
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,500000,4,False,267265583.4573227
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,1000000,2,False,280444285.682042
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,gross,oep,2000000,1,False,288445783.43630344
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,500,4000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,1000,2000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,2000,1000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,2500,800,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,5000,400,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,10000,200,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,20000,100,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,50000,40,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,100000,20,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,200000,10,False,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,500000,4,False,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,1000000,2,False,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,ceded,oep,2000000,1,False,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,500,4000,True,9574709.384464605
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,1000,2000,True,42620231.05059524
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,2000,1000,True,83395506.78828974
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,2500,800,True,94929756.77102035
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,5000,400,True,131840811.67400073
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,10000,200,True,164888661.26335198
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,20000,100,True,186381282.7705136
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,50000,40,True,220477848.8160492
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,100000,20,True,241745066.62965265
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,200000,10,False,259073717.42733905
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,500000,4,False,267265583.4573227
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,1000000,2,False,280444285.682042
C1_ALDEA22_SUBDUCTION,c1,NO_REINSURANCE,retained,oep,2000000,1,False,288445783.43630344
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,500,4000,True,9574709.384464605
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,1000,2000,True,42650487.0254056
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,2000,1000,True,83535883.47020881
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,2500,800,True,94963940.29754813
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,5000,400,True,132155539.29306544
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,10000,200,True,165474149.6327068
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,20000,100,True,187148295.69699192
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,50000,40,True,221729917.80837223
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,100000,20,True,241745066.62965265
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,200000,10,False,259073717.42733905
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,500000,4,False,267265583.4573227
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,1000000,2,False,280444285.682042
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,aep,2000000,1,False,288445783.43630344
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,500,4000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,1000,2000,True,23809147.5104498
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,2000,1000,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,2500,800,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,5000,400,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,10000,200,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,20000,100,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,50000,40,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,100000,20,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,200000,10,False,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,500000,4,False,63609614.29197351
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,1000000,2,False,123675966.62983629
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,aep,2000000,1,False,123675966.62983629
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,500,4000,True,9574709.384464605
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,1000,2000,True,18811083.54014544
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,2000,1000,True,21961205.71685967
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,2500,800,True,33274085.978361294
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,5000,400,True,70314061.29755513
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,10000,200,True,103050677.94843383
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,20000,100,True,124543299.45559545
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,50000,40,True,159891934.4934541
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,100000,20,True,179907083.31473452
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,200000,10,False,197235734.11242092
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,500000,4,False,205427600.14240456
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,1000000,2,False,218606302.36712384
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,aep,2000000,1,False,226607800.12138528
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,500,4000,True,9574709.384464605
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,1000,2000,True,42620231.05059524
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,2000,1000,True,83395506.78828974
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,2500,800,True,94929756.77102035
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,5000,400,True,131840811.67400073
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,10000,200,True,164888661.26335198
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,20000,100,True,186381282.7705136
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,50000,40,True,220477848.8160492
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,100000,20,True,241745066.62965265
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,200000,10,False,259073717.42733905
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,500000,4,False,267265583.4573227
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,1000000,2,False,280444285.682042
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,gross,oep,2000000,1,False,288445783.43630344
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,50,40000,True,0.0
