case_name,case_prefix,program,loss_basis,curve_type,return_period_years,order_statistic_rank,tail_support_sufficient,pml_2022_usd
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,500,4000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,1000,2000,True,23809147.5104498
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,2000,1000,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,2500,800,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,5000,400,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,10000,200,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,20000,100,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,50000,40,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,100000,20,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,200000,10,False,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,500000,4,False,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,1000000,2,False,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,ceded,oep,2000000,1,False,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,500,4000,True,9574709.384464605
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,1000,2000,True,18811083.54014544
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,2000,1000,True,21557523.473371595
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,2500,800,True,33091773.456102207
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,5000,400,True,70002828.35908258
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,10000,200,True,103050677.94843383
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,20000,100,True,124543299.45559545
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,50000,40,True,158639865.50113106
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,100000,20,True,179907083.31473452
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,200000,10,False,197235734.11242092
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,500000,4,False,205427600.14240456
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,1000000,2,False,218606302.36712384
C1_ALDEA22_SUBDUCTION,c1,FROZEN_OCCURRENCE_XOL,retained,oep,2000000,1,False,226607800.12138528
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,500,4000,True,9574709.384464605
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,1000,2000,True,42650487.0254056
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,2000,1000,True,83535883.47020881
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,2500,800,True,94963940.29754813
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,5000,400,True,132155539.29306544
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,10000,200,True,165474149.6327068
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,20000,100,True,187148295.69699192
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,50000,40,True,221729917.80837223
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,100000,20,True,241745066.62965265
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,200000,10,False,259073717.42733905
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,500000,4,False,267265583.4573227
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,1000000,2,False,280444285.682042
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,gross,aep,2000000,1,False,288445783.43630344
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,500,4000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,1000,2000,True,23839403.485260163
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,2000,1000,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,2500,800,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,5000,400,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,10000,200,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,20000,100,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,50000,40,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,100000,20,True,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,200000,10,False,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,500000,4,False,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,1000000,2,False,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,ceded,aep,2000000,1,False,61837983.314918146
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,500,4000,True,9574709.384464605
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,1000,2000,True,18811083.54014544
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,2000,1000,True,21697900.155290663
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,2500,800,True,33125956.982629985
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,5000,400,True,70317555.9781473
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,10000,200,True,103636166.31778865
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,20000,100,True,125310312.38207377
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,50000,40,True,159891934.4934541
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,100000,20,True,179907083.31473452
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,200000,10,False,197235734.11242092
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,500000,4,False,205427600.14240456
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,1000000,2,False,218606302.36712384
C1_ALDEA22_SUBDUCTION,c1,STANDALONE_AGGREGATE,retained,aep,2000000,1,False,226607800.12138528
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,500,4000,True,9574709.384464605
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,1000,2000,True,42650487.0254056
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,2000,1000,True,83535883.47020881
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,2500,800,True,94963940.29754813
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,5000,400,True,132155539.29306544
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,10000,200,True,165474149.6327068
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,20000,100,True,187148295.69699192
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,50000,40,True,221729917.80837223
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,100000,20,True,241745066.62965265
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,200000,10,False,259073717.42733905
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,500000,4,False,267265583.4573227
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,1000000,2,False,280444285.682042
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,gross,aep,2000000,1,False,288445783.43630344
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,500,4000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,1000,2000,True,23839403.485260163
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,2000,1000,True,64724799.93006337
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,2500,800,True,76152856.75740269
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,5000,400,True,113344455.75292
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,10000,200,True,123675966.62983629
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,20000,100,True,123675966.62983629
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,50000,40,True,123675966.62983629
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,100000,20,True,123675966.62983629
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,200000,10,False,123675966.62983629
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,500000,4,False,125447597.60689166
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,1000000,2,False,185513949.94475442
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,ceded,aep,2000000,1,False,185513949.94475442
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,50,40000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,100,20000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,200,10000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,250,8000,True,0.0
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,500,4000,True,9574709.384464605
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,1000,2000,True,18811083.54014544
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,2000,1000,True,18811083.540145442
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,2500,800,True,18811083.540145442
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,5000,400,True,18811083.540145442
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,10000,200,True,41212694.633515686
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,20000,100,True,62705316.1406773
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,50000,40,True,98053951.17853594
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,100000,20,True,118069099.99981636
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,200000,10,False,135397750.79750276
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,500000,4,False,143589616.8274864
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,1000000,2,False,156768319.0522057
C1_ALDEA22_SUBDUCTION,c1,STACKED_OCCURRENCE_PLUS_AGGREGATE,retained,aep,2000000,1,False,164769816.80646715
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,500,4000,True,9516466.390586872
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,1000,2000,True,42679402.43785296
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,2000,1000,True,83769768.60940489
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,2500,800,True,95822490.09380765
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,5000,400,True,132412443.79188208
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,10000,200,True,163887554.2956673
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,20000,100,True,187267762.2450553
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,50000,40,True,219046903.7800085
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,100000,20,True,243110024.5371107
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,200000,10,False,260981725.9856141
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,500000,4,False,269373408.57554
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,1000000,2,False,280312158.7787407
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,aep,2000000,1,False,287606602.9156662
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,500,4000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,1000,2000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,2000,1000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,2500,800,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,5000,400,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,10000,200,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,20000,100,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,50000,40,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,100000,20,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,200000,10,False,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,500000,4,False,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,1000000,2,False,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,aep,2000000,1,False,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,500,4000,True,9516466.390586872
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,1000,2000,True,42679402.43785296
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,2000,1000,True,83769768.60940489
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,2500,800,True,95822490.09380765
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,5000,400,True,132412443.79188208
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,10000,200,True,163887554.2956673
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,20000,100,True,187267762.2450553
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,50000,40,True,219046903.7800085
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,100000,20,True,243110024.5371107
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,200000,10,False,260981725.9856141
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,500000,4,False,269373408.57554
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,1000000,2,False,280312158.7787407
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,aep,2000000,1,False,287606602.9156662
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,500,4000,True,9516466.390586872
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,1000,2000,True,42644656.401946254
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,2000,1000,True,83769768.60940489
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,2500,800,True,95810216.9429588
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,5000,400,True,132164033.01809189
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,10000,200,True,162907397.0473634
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,20000,100,True,186990328.77630025
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,50000,40,True,218629972.8743249
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,100000,20,True,243110024.5371107
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,200000,10,False,260981725.9856141
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,500000,4,False,269373408.57554
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,1000000,2,False,280312158.7787407
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,gross,oep,2000000,1,False,287606602.9156662
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,500,4000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,1000,2000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,2000,1000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,2500,800,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,5000,400,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,10000,200,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,20000,100,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,50000,40,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,100000,20,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,200000,10,False,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,500000,4,False,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,1000000,2,False,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,ceded,oep,2000000,1,False,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,500,4000,True,9516466.390586872
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,1000,2000,True,42644656.401946254
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,2000,1000,True,83769768.60940489
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,2500,800,True,95810216.9429588
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,5000,400,True,132164033.01809189
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,10000,200,True,162907397.0473634
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,20000,100,True,186990328.77630025
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,50000,40,True,218629972.8743249
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,100000,20,True,243110024.5371107
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,200000,10,False,260981725.9856141
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,500000,4,False,269373408.57554
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,1000000,2,False,280312158.7787407
C2_GODA_ATKINSON09,c2,NO_REINSURANCE,retained,oep,2000000,1,False,287606602.9156662
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,50,40000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,100,20000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,200,10000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,250,8000,True,0.0
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,500,4000,True,9516466.390586872
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,1000,2000,True,42679402.43785296
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,2000,1000,True,83769768.60940489
C2_GODA_ATKINSON09,c2,FROZEN_OCCURRENCE_XOL,gross,aep,2500,800,True,95822490.09380765
