case_name,case_prefix,program,premium_multiple_of_gross_aal,expense_ratio,ceded_price_multiplier,earned_premium_2022_usd,expenses_2022_usd,retained_aal_2022_usd,expected_reinsurance_premium_2022_usd,underwriting_result_2022_usd,var99_5_economic_capital_floored_2022_usd,tvar99_5_tail_capital_2022_usd,raroc_using_var99_5_capital,raroc_using_tvar99_5_tail_capital,var_capital_informative,pricing_status
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,1.25,0.4,1.5,153724.44995916059,61489.77998366424,59302.9626400624,95514.89599089908,-62583.18865546513,0.0,11800103.624713682,,-0.0053036134805115875,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,1.5,0.4,1.5,184469.3399509927,73787.73598039708,59302.9626400624,95514.89599089908,-44136.254660365856,0.0,11800103.624713682,,-0.003740327717794663,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,2.0,0.4,1.5,245959.11993465692,98383.64797386277,59302.9626400624,95514.89599089908,-7242.386670167325,0.0,11800103.624713682,,-0.0006137561923608153,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,2.5,0.4,1.5,307448.89991832117,122979.55996732847,59302.9626400624,95514.89599089908,29651.48132003122,0.0,11800103.624713682,,0.0025128153330730334,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,3.0,0.4,1.5,368938.6799019854,147575.47196079415,59302.9626400624,95514.89599089908,66545.34931022975,0.0,11800103.624713682,,0.005639386858506882,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,1.25,0.2,2.0,153724.44995916059,30744.88999183212,59302.9626400624,127353.19465453211,-63676.597327266034,0.0,11800103.624713682,,-0.005396274418633429,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,1.5,0.2,2.0,184469.3399509927,36893.86799019854,59302.9626400624,127353.19465453211,-39080.68533380036,0.0,11800103.624713682,,-0.003311893401677531,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,2.0,0.2,2.0,245959.11993465692,49191.823986931384,59302.9626400624,127353.19465453211,10111.138653131042,0.0,11800103.624713682,,0.0008568686322342681,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,2.5,0.2,2.0,307448.89991832117,61489.77998366424,59302.9626400624,127353.19465453211,59302.962640062455,0.0,11800103.624713682,,0.0050256306661460685,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,3.0,0.2,2.0,368938.6799019854,73787.73598039708,59302.9626400624,127353.19465453211,108494.78662699381,0.0,11800103.624713682,,0.009194392700057863,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,1.25,0.3,2.0,153724.44995916059,46117.334987748174,59302.9626400624,127353.19465453211,-79049.0423231821,0.0,11800103.624713682,,-0.006699012554230866,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,1.5,0.3,2.0,184469.3399509927,55340.80198529781,59302.9626400624,127353.19465453211,-57527.61932889963,0.0,11800103.624713682,,-0.004875179164394455,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,2.0,0.3,2.0,245959.11993465692,73787.73598039708,59302.9626400624,127353.19465453211,-14484.77334033465,0.0,11800103.624713682,,-0.0012275123847216307,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,2.5,0.3,2.0,307448.89991832117,92234.66997549635,59302.9626400624,127353.19465453211,28558.072648230314,0.0,11800103.624713682,,0.0024201543949511927,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,3.0,0.3,2.0,368938.6799019854,110681.60397059562,59302.9626400624,127353.19465453211,71600.91863679526,0.0,11800103.624713682,,0.006067821174624015,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,1.25,0.4,2.0,153724.44995916059,61489.77998366424,59302.9626400624,127353.19465453211,-94421.48731909816,0.0,11800103.624713682,,-0.008001750689828302,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,1.5,0.4,2.0,184469.3399509927,73787.73598039708,59302.9626400624,127353.19465453211,-75974.55332399889,0.0,11800103.624713682,,-0.006438464927111379,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,2.0,0.4,2.0,245959.11993465692,98383.64797386277,59302.9626400624,127353.19465453211,-39080.68533380036,0.0,11800103.624713682,,-0.003311893401677531,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,2.5,0.4,2.0,307448.89991832117,122979.55996732847,59302.9626400624,127353.19465453211,-2186.8173436018114,0.0,11800103.624713682,,-0.00018532187624368193,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,FROZEN_OCCURRENCE_XOL,3.0,0.4,2.0,368938.6799019854,147575.47196079415,59302.9626400624,127353.19465453211,34707.05064659672,0.0,11800103.624713682,,0.0029412496491901655,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,1.25,0.2,1.0,153724.44995916059,30744.88999183212,59317.00606097586,63662.55390635259,2.9103830456733704e-11,0.0,11802897.984635122,,2.465820724251005e-18,False,assumption grid; not a central estimate
I0_PHASE1_INDEPENDENT,i0,STANDALONE_AGGREGATE,1.5,0.2,1.0,184469.3399509927,36893.86799019854,59317.00606097586,63662.55390635259,24595.9119934657,0.0,11802897.984635122,,0.002083887535542913,False,assumption grid; not a central estimate
