design_id,case_name,case_prefix,attachment_return_period_years,exhaustion_return_period_years,attachment_order_statistic_rank,exhaustion_order_statistic_rank,attachment_2022_usd,limit_2022_usd,exhaustion_2022_usd,participation,triggering_occurrences,exhausting_occurrences,attachment_annual_frequency,exhaustion_annual_frequency,retained_aep_2500yr_pml_2022_usd,tvar99_5_capital_relief_per_expected_ceded_dollar,catalog_years,gross_aal_2022_usd,ceded_aal_2022_usd,retained_aal_2022_usd,gross_annual_standard_deviation_2022_usd,ceded_annual_standard_deviation_2022_usd,retained_annual_standard_deviation_2022_usd,maximum_gross_aep_2022_usd,maximum_ceded_aep_2022_usd,maximum_retained_aep_2022_usd,ceded_share_of_gross_aal,tail_count_99,gross_var_99_2022_usd,ceded_var_99_2022_usd,retained_var_99_2022_usd,gross_tvar_99_2022_usd,ceded_tvar_99_2022_usd,retained_tvar_99_2022_usd,gross_var_economic_capital_99_2022_usd,retained_var_economic_capital_99_2022_usd,gross_var_economic_capital_floored_99_2022_usd,retained_var_economic_capital_floored_99_2022_usd,gross_tvar_tail_capital_99_2022_usd,retained_tvar_tail_capital_99_2022_usd,var_capital_relief_99_2022_usd,tvar_capital_relief_99_2022_usd,var_capital_informative_99,tail_count_99_5,gross_var_99_5_2022_usd,ceded_var_99_5_2022_usd,retained_var_99_5_2022_usd,gross_tvar_99_5_2022_usd,ceded_tvar_99_5_2022_usd,retained_tvar_99_5_2022_usd,gross_var_economic_capital_99_5_2022_usd,retained_var_economic_capital_99_5_2022_usd,gross_var_economic_capital_floored_99_5_2022_usd,retained_var_economic_capital_floored_99_5_2022_usd,gross_tvar_tail_capital_99_5_2022_usd,retained_tvar_tail_capital_99_5_2022_usd,var_capital_relief_99_5_2022_usd,tvar_capital_relief_99_5_2022_usd,var_capital_informative_99_5
OCC_06,C1_ALDEA22_SUBDUCTION,c1,250,2500,8000,800,9953.902420044236,80639112.95264353,80649066.85506357,1.0,7184,1057,0.003592,0.0005285,14290643.818376824,198.98000199980007,2000000,123443.42922816567,98261.31582091059,25182.11340725508,3463423.9535431596,2421144.0678433124,1438836.419111347,288445783.43630344,161278225.90528706,207806670.48365992,0.7960028041613303,20001,0.0,0.0,0.0,12343725.736529741,9825640.300076056,2518085.436453685,-123443.42922816567,-25182.11340725508,0.0,0.0,12220282.307301575,2492903.32304643,-98261.31582091059,9727378.984255146,False,10001,0.0,0.0,0.0,24686217.223910745,19650298.134368684,5035919.089542061,-123443.42922816567,-25182.11340725508,0.0,0.0,24562773.79468258,5010736.976134806,-98261.31582091059,19552036.818547774,False
OCC_07,C1_ALDEA22_SUBDUCTION,c1,250,5000,8000,400,9953.902420044236,102194695.10925823,102204649.01167828,1.0,7184,697,0.003592,0.0003485,9953.902420044411,198.98000199980007,2000000,123443.42922816567,107617.545103811,15825.884124354652,3463423.9535431596,2750001.5080282674,1096171.2909290125,288445783.43630344,194884071.22414315,186251088.3270452,0.8717964639891604,20001,0.0,0.0,0.0,12343725.736529741,10761216.449558623,1582509.2869711164,-123443.42922816567,-15825.884124354652,0.0,0.0,12220282.307301575,1566683.4028467617,-107617.54510381102,10653598.904454814,False,10001,0.0,0.0,0.0,24686217.223910745,21521356.885073695,3164860.338837046,-123443.42922816567,-15825.884124354652,0.0,0.0,24562773.79468258,3149034.4547126917,-107617.54510381102,21413739.33996989,False
OCC_08,C1_ALDEA22_SUBDUCTION,c1,250,10000,8000,200,9953.902420044236,122254363.36596054,122264317.26838058,1.0,7184,477,0.003592,0.0002385,9953.902420044411,198.98000199980007,2000000,123443.42922816567,113420.60836628689,10022.820861878768,3463423.9535431596,2976560.771974324,831784.0701387974,288445783.43630344,212135589.22369435,166191420.0703429,0.9188063639794616,20001,0.0,0.0,0.0,12343725.736529741,11341493.761940595,1002231.9745891475,-123443.42922816567,-10022.820861878768,0.0,0.0,12220282.307301575,992209.1537272687,-113420.6083662869,11228073.153574307,False,10001,0.0,0.0,0.0,24686217.223910745,22681853.48790859,2004363.7360021535,-123443.42922816567,-10022.820861878768,0.0,0.0,24562773.79468258,1994340.9151402747,-113420.6083662869,22568432.879542306,False
OCC_09,C1_ALDEA22_SUBDUCTION,c1,500,1000,4000,2000,18811083.540145434,29001459.965227664,47812543.5053731,1.0,3241,1832,0.0016205,0.000916,65962480.33232047,198.98000199980012,2000000,123443.42922816567,35387.43604081876,88055.9931873469,3463423.9535431596,965061.9317499137,2630070.160542915,288445783.43630344,58002919.93045533,259444323.47107577,0.2866692562097467,20001,0.0,0.0,0.0,12343725.736529741,3538566.6757480884,8805159.060781652,-123443.42922816567,-88055.9931873469,0.0,0.0,12220282.307301575,8717103.067594305,-35387.436040818764,3503179.2397072706,False,10001,0.0,0.0,0.0,24686217.223910745,7076779.53021073,17609437.69370001,-123443.42922816567,-88055.9931873469,0.0,0.0,24562773.79468258,17521381.700512666,-35387.436040818764,7041392.094169915,False
OCC_10,C1_ALDEA22_SUBDUCTION,c1,500,2500,4000,800,18811083.540145434,61837983.31491814,80649066.85506357,1.0,3241,1057,0.0016205,0.0005285,33274085.9783613,198.9800019998001,2000000,123443.42922816567,58654.694330750965,64788.7348974147,3463423.9535431596,1726864.8382421935,1920548.3785871323,288445783.43630344,123675966.62983628,226607800.1213853,0.4751544468384545,20001,0.0,0.0,0.0,12343725.736529741,5865176.174266384,6478549.562263357,-123443.42922816567,-64788.7348974147,0.0,0.0,12220282.307301575,6413760.827365942,-58654.694330750965,5806521.479935633,False,10001,0.0,0.0,0.0,24686217.223910745,11729765.889561238,12956451.334349506,-123443.42922816567,-64788.7348974147,0.0,0.0,24562773.79468258,12891662.599452091,-58654.694330750965,11671111.19523049,False
OCC_11,C1_ALDEA22_SUBDUCTION,c1,500,5000,4000,400,18811083.540145434,83393565.47153285,102204649.01167828,1.0,3241,697,0.0016205,0.0003485,18811083.540145442,198.98000199980004,2000000,123443.42922816567,68010.9236136514,55432.50561451428,3463423.9535431596,2080842.9286050661,1570707.7257252731,288445783.43630344,157281811.94869238,205052217.9647706,0.5509481066662848,20001,0.0,0.0,0.0,12343725.736529741,6800752.323748952,5542973.412780789,-123443.42922816567,-55432.50561451428,0.0,0.0,12220282.307301575,5487540.907166274,-68010.9236136514,6732741.400135301,False,10001,0.0,0.0,0.0,24686217.223910745,13600824.64026625,11085392.583644493,-123443.42922816567,-55432.50561451428,0.0,0.0,24562773.79468258,11029960.078029979,-68010.9236136514,13532813.716652602,False
OCC_12,C1_ALDEA22_SUBDUCTION,c1,500,10000,4000,200,18811083.540145434,103453233.72823516,122264317.26838058,1.0,3241,477,0.0016205,0.0002385,18811083.540145434,198.9800019998001,2000000,123443.42922816567,73813.98687612727,49629.4423520384,3463423.9535431596,2325629.460512027,1318573.2284973287,288445783.43630344,174533329.94824356,184992549.70806828,0.5979580066565858,20001,0.0,0.0,0.0,12343725.736529741,7381029.63613092,4962696.100398819,-123443.42922816567,-49629.4423520384,0.0,0.0,12220282.307301575,4913066.65804678,-73813.98687612727,7307215.649254795,False,10001,0.0,0.0,0.0,24686217.223910745,14761321.243101142,9924895.980809597,-123443.42922816567,-49629.4423520384,0.0,0.0,24562773.79468258,9875266.53845756,-73813.98687612727,14687507.256225022,False
OCC_13,C1_ALDEA22_SUBDUCTION,c1,1000,2500,2000,800,47812543.5053731,32836523.349690475,80649066.85506357,1.0,1832,1057,0.000916,0.0005285,62127416.947857656,198.98000199980015,2000000,123443.42922816567,23267.258289932204,100176.17093823347,3463423.9535431596,834888.6636623652,2722657.516170464,288445783.43630344,65673046.69938095,255609260.08661297,0.18848519062870778,20001,0.0,0.0,0.0,12343725.736529741,2326609.498518294,10017116.238011448,-123443.42922816567,-100176.17093823347,0.0,0.0,12220282.307301575,9916940.067073215,-23267.2582899322,2303342.2402283605,False,10001,0.0,0.0,0.0,24686217.223910745,4652986.359350505,20033230.86456024,-123443.42922816567,-100176.17093823347,0.0,0.0,24562773.79468258,19933054.693622004,-23267.2582899322,4629719.101060577,False
OCC_14,C1_ALDEA22_SUBDUCTION,c1,1000,5000,2000,400,47812543.5053731,54392105.50630518,102204649.01167828,1.0,1832,697,0.000916,0.0003485,47812543.5053731,198.98000199980024,2000000,123443.42922816567,32623.48757283263,90819.94165533304,3463423.9535431596,1225118.6665812626,2376449.4898996633,288445783.43630344,99278892.01823704,234053677.92999825,0.26427885045653804,20001,0.0,0.0,0.0,12343725.736529741,3262185.648000862,9081540.088528877,-123443.42922816567,-90819.94165533304,0.0,0.0,12220282.307301575,8990720.146873545,-32623.48757283263,3229562.1604280304,False,10001,0.0,0.0,0.0,24686217.223910745,6524045.110055519,18162172.11385522,-123443.42922816567,-90819.94165533304,0.0,0.0,24562773.79468258,18071352.172199886,-32623.48757283263,6491421.622482695,False
OCC_15,C1_ALDEA22_SUBDUCTION,c1,1000,10000,2000,200,47812543.5053731,74451773.76300749,122264317.26838058,1.0,1832,477,0.000916,0.0002385,47812543.5053731,198.9800019998001,2000000,123443.42922816567,38426.55083530852,85016.87839285715,3463423.9535431596,1497451.856764146,2140520.030120241,288445783.43630344,116530410.01778823,213994009.67329594,0.3112887504468392,20001,0.0,0.0,0.0,12343725.736529741,3842462.9603828327,8501262.77614691,-123443.42922816567,-85016.87839285715,0.0,0.0,12220282.307301575,8416245.897754053,-38426.55083530852,3804036.4095475227,False,10001,0.0,0.0,0.0,24686217.223910745,7684541.7128904145,17001675.51102033,-123443.42922816567,-85016.87839285715,0.0,0.0,24562773.79468258,16916658.632627472,-38426.55083530852,7646115.162055109,False
OCC_01,C2_GODA_ATKINSON09,c2,100,1000,20000,2000,0.0,47812543.5053731,47812543.5053731,1.0,7361,1836,0.0036805,0.000918,48009946.588434555,198.9800019998,2000000,123335.6774168985,74916.74194268463,48418.93547421386,3464107.252358269,1712494.863115932,2103863.1570824804,287606602.9156662,95625087.0107462,239794059.41029313,0.6074214980751395,20001,0.0,0.0,0.0,12332951.094135143,7491299.629287001,4841651.464848144,-123335.6774168985,-48418.93547421386,0.0,0.0,12209615.416718245,4793232.52937393,-74916.74194268463,7416382.887344315,False,10001,0.0,0.0,0.0,24664669.01647805,14981850.203516578,9682818.812961476,-123335.6774168985,-48418.93547421386,0.0,0.0,24541333.339061152,9634399.877487263,-74916.74194268463,14906933.46157389,False
OCC_02,C2_GODA_ATKINSON09,c2,100,2500,20000,800,0.0,80649066.85506357,80649066.85506357,1.0,7361,1058,0.0036805,0.000529,15161150.08789523,198.9800019998,2000000,123335.6774168985,98141.02930904408,25194.648107854402,3464107.252358269,2419972.061553442,1439800.7899777112,287606602.9156662,161298133.71012715,206957536.06060266,0.7957229519022981,20001,0.0,0.0,0.0,12332951.094135143,9813612.250291893,2519338.8438432477,-123335.6774168985,-25194.648107854402,0.0,0.0,12209615.416718245,2494144.1957353936,-98141.0293090441,9715471.220982851,False,10001,0.0,0.0,0.0,24664669.01647805,19626243.23748507,5038425.778992981,-123335.6774168985,-25194.648107854402,0.0,0.0,24541333.339061152,5013231.130885126,-98141.0293090441,19528102.208176024,False
OCC_03,C2_GODA_ATKINSON09,c2,100,5000,20000,400,0.0,102204649.01167828,102204649.01167828,1.0,7361,703,0.0036805,0.0003515,0.0,198.9800019998,2000000,123335.6774168985,107518.2572171844,15817.420199714108,3464107.252358269,2749953.804244581,1096573.6020372321,287606602.9156662,195298195.1464777,185401953.90398794,0.8717530845008605,20001,0.0,0.0,0.0,12332951.094135143,10751288.157310573,1581662.9368245695,-123335.6774168985,-15817.420199714108,0.0,0.0,12209615.416718245,1565845.5166248553,-107518.2572171844,10643769.90009339,False,10001,0.0,0.0,0.0,24664669.01647805,21501501.293307547,3163167.7231705044,-123335.6774168985,-15817.420199714108,0.0,0.0,24541333.339061152,3147350.3029707903,-107518.2572171844,21393983.036090363,False
OCC_04,C2_GODA_ATKINSON09,c2,100,10000,20000,200,0.0,122264317.26838058,122264317.26838058,1.0,7361,478,0.0036805,0.000239,0.0,198.98000199980004,2000000,123335.6774168985,113342.32346360644,9993.353953292044,3464107.252358269,2977267.3519857605,832226.5122040673,287606602.9156662,215357863.40318,165342285.64728564,0.9189743457644248,20001,0.0,0.0,0.0,12332951.094135143,11333665.663077492,999285.4310576515,-123335.6774168985,-9993.353953292044,0.0,0.0,12209615.416718245,989292.0771043595,-113342.32346360646,11220323.339613885,False,10001,0.0,0.0,0.0,24664669.01647805,22666198.072914,1998470.9435640522,-123335.6774168985,-9993.353953292044,0.0,0.0,24541333.339061152,1988477.58961076,-113342.32346360646,22552855.749450393,False
OCC_05,C2_GODA_ATKINSON09,c2,250,1000,8000,2000,9953.902420044236,47802589.602953054,47812543.5053731,1.0,7179,1836,0.0035895,0.000918,48019900.4908546,198.98000199980004,2000000,123335.6774168985,74880.39273501992,48455.28468187857,3464107.252358269,1712058.7389235715,2104092.861875727,287606602.9156662,95605179.20590611,239804013.31271318,0.6071267803711791,20001,0.0,0.0,0.0,12332951.094135143,7487664.89025748,4845286.203877663,-123335.6774168985,-48455.28468187857,0.0,0.0,12209615.416718245,4796830.919195784,-74880.39273501994,7412784.49752246,False,10001,0.0,0.0,0.0,24664669.01647805,14974581.088895096,9690087.927582955,-123335.6774168985,-48455.28468187857,0.0,0.0,24541333.339061152,9641632.642901076,-74880.39273501994,14899700.696160076,False
OCC_06,C2_GODA_ATKINSON09,c2,250,2500,8000,800,9953.902420044236,80639112.95264353,80649066.85506357,1.0,7179,1058,0.0035895,0.000529,15171103.990315273,198.98000199980007,2000000,123335.6774168985,98104.68010137936,25230.99731551912,3464107.252358269,2419567.554340309,1439975.2791207123,287606602.9156662,161278225.90528706,206967489.9630227,0.7954282341983376,20001,0.0,0.0,0.0,12332951.094135143,9809977.511262374,2522973.582872768,-123335.6774168985,-25230.99731551912,0.0,0.0,12209615.416718245,2497742.585557249,-98104.68010137937,9711872.831160996,False,10001,0.0,0.0,0.0,24664669.01647805,19618974.12286359,5045694.893614462,-123335.6774168985,-25230.99731551912,0.0,0.0,24541333.339061152,5020463.896298942,-98104.68010137937,19520869.44276221,False
OCC_07,C2_GODA_ATKINSON09,c2,250,5000,8000,400,9953.902420044236,102194695.10925823,102204649.01167828,1.0,7179,703,0.0035895,0.0003515,9953.902420044411,198.98000199980004,2000000,123335.6774168985,107481.90800951966,15853.769407378826,3464107.252358269,2749563.8369430937,1096717.4435432765,287606602.9156662,195278287.3416376,185411907.806408,0.8714583667968999,20001,0.0,0.0,0.0,12332951.094135143,10747653.418281052,1585297.67585409,-123335.6774168985,-15853.769407378826,0.0,0.0,12209615.416718245,1569443.9064467112,-107481.90800951967,10640171.510271534,False,10001,0.0,0.0,0.0,24664669.01647805,21494232.178686064,3170436.837791986,-123335.6774168985,-15853.769407378826,0.0,0.0,24541333.339061152,3154583.068384607,-107481.90800951967,21386750.270676546,False
OCC_08,C2_GODA_ATKINSON09,c2,250,10000,8000,200,9953.902420044236,122254363.36596054,122264317.26838058,1.0,7179,478,0.0035895,0.000239,9953.902420044411,198.98000199980004,2000000,123335.6774168985,113305.97425594172,10029.70316095676,3464107.252358269,2976887.6686666016,832346.3177160841,287606602.9156662,215337955.59833992,165352239.54970568,0.9186796280604643,20001,0.0,0.0,0.0,12332951.094135143,11330030.924047973,1002920.1700871718,-123335.6774168985,-10029.70316095676,0.0,0.0,12209615.416718245,992890.4669262151,-113305.97425594174,11216724.94979203,False,10001,0.0,0.0,0.0,24664669.01647805,22658928.95829252,2005740.0581855339,-123335.6774168985,-10029.70316095676,0.0,0.0,24541333.339061152,1995710.3550245771,-113305.97425594174,22545622.984036576,False
OCC_09,C2_GODA_ATKINSON09,c2,500,1000,4000,2000,18811083.540145434,29001459.965227664,47812543.5053731,1.0,3240,1836,0.00162,0.000918,66821030.12857999,198.98000199980004,2000000,123335.6774168985,35379.85664100722,87955.82077589126,3464107.252358269,964687.9895347652,2631039.2318760194,287606602.9156662,58002919.93045533,258605142.95043856,0.28685825044294727,20001,0.0,0.0,0.0,12332951.094135143,3537808.7736620395,8795142.320473103,-123335.6774168985,-87955.82077589126,0.0,0.0,12209615.416718245,8707186.499697212,-35379.85664100724,3502428.9170210324,False,10001,0.0,0.0,0.0,24664669.01647805,7075263.801821263,17589405.21465679,-123335.6774168985,-87955.82077589126,0.0,0.0,24541333.339061152,17501449.393880896,-35379.85664100724,7039883.945180256,False
OCC_10,C2_GODA_ATKINSON09,c2,500,2500,4000,800,18811083.540145434,61837983.31491814,80649066.85506357,1.0,3240,1058,0.00162,0.000529,34077380.568739004,198.98000199980004,2000000,123335.6774168985,58604.14400736668,64731.53340953181,3464107.252358269,1725602.85367259,1921616.4392801528,287606602.9156662,123675966.62983628,225768619.6007481,0.475159704270106,20001,0.0,0.0,0.0,12332951.094135143,5860121.394666935,6472829.699468208,-123335.6774168985,-64731.53340953181,0.0,0.0,12209615.416718245,6408098.166058675,-58604.14400736669,5801517.250659569,False,10001,0.0,0.0,0.0,24664669.01647805,11719656.835789759,12945012.180688292,-123335.6774168985,-64731.53340953181,0.0,0.0,24541333.339061152,12880280.64727876,-58604.14400736669,11661052.691782393,False
OCC_11,C2_GODA_ATKINSON09,c2,500,5000,4000,400,18811083.540145434,83393565.47153285,102204649.01167828,1.0,3240,703,0.00162,0.0003515,18811083.540145442,198.9800019998001,2000000,123335.6774168985,67981.37191550697,55354.30550139151,3464107.252358269,2080801.9692159286,1571021.186771863,287606602.9156662,157676028.06618685,204213037.44413337,0.5511898368686682,20001,0.0,0.0,0.0,12332951.094135143,6797797.301685613,5535153.792449527,-123335.6774168985,-55354.30550139151,0.0,0.0,12209615.416718245,5479799.486948136,-67981.37191550698,6729815.929770108,False,10001,0.0,0.0,0.0,24664669.01647805,13594914.891612234,11069754.124865813,-123335.6774168985,-55354.30550139151,0.0,0.0,24541333.339061152,11014399.819364421,-67981.37191550698,13526933.519696731,False
OCC_12,C2_GODA_ATKINSON09,c2,500,10000,4000,200,18811083.540145434,103453233.72823516,122264317.26838058,1.0,3240,478,0.00162,0.000239,18811083.540145434,198.98000199980004,2000000,123335.6774168985,73805.43816192905,49530.23925496945,3464107.252358269,2326357.074403795,1318544.77172038,287606602.9156662,177735696.32288915,184153369.18743107,0.5984110981322327,20001,0.0,0.0,0.0,12332951.094135143,7380174.807452531,4952776.2866826095,-123335.6774168985,-49530.23925496945,0.0,0.0,12209615.416718245,4903246.04742764,-73805.43816192905,7306369.369290604,False,10001,0.0,0.0,0.0,24664669.01647805,14759611.671218684,9905057.345259361,-123335.6774168985,-49530.23925496945,0.0,0.0,24541333.339061152,9855527.10600439,-73805.43816192905,14685806.233056761,False
OCC_13,C2_GODA_ATKINSON09,c2,1000,2500,2000,800,47812543.5053731,32836523.349690475,80649066.85506357,1.0,1836,1058,0.000918,0.000529,62985966.74411718,198.98000199979998,2000000,123335.6774168985,23224.28736635945,100111.39005053903,3464107.252358269,834266.6294228237,2723820.822557954,287606602.9156662,65673046.69938095,254770079.56597576,0.18830145382715868,20001,0.0,0.0,0.0,12332951.094135143,2322312.621004895,10010638.473130248,-123335.6774168985,-100111.39005053903,0.0,0.0,12209615.416718245,9910527.083079709,-23224.287366359466,2299088.333638536,False,10001,0.0,0.0,0.0,24664669.01647805,4644393.033968493,20020275.982509557,-123335.6774168985,-100111.39005053903,0.0,0.0,24541333.339061152,19920164.59245902,-23224.287366359466,4621168.746602133,False
OCC_14,C2_GODA_ATKINSON09,c2,1000,5000,2000,400,47812543.5053731,54392105.50630518,102204649.01167828,1.0,1836,703,0.000918,0.0003515,47812543.5053731,198.98000199979992,2000000,123335.6774168985,32601.515274499747,90734.16214239874,3464107.252358269,1225746.9614646838,2376787.933547316,287606602.9156662,99673108.1357315,233214497.40936103,0.26433158642572097,20001,0.0,0.0,0.0,12332951.094135143,3259988.528023573,9072962.56611157,-123335.6774168985,-90734.16214239874,0.0,0.0,12209615.416718245,8982228.403969172,-32601.51527449976,3227387.012749072,False,10001,0.0,0.0,0.0,24664669.01647805,6519651.08979097,18145017.926687084,-123335.6774168985,-90734.16214239874,0.0,0.0,24541333.339061152,18054283.764544684,-32601.51527449976,6487049.574516468,False
OCC_15,C2_GODA_ATKINSON09,c2,1000,10000,2000,200,47812543.5053731,74451773.76300749,122264317.26838058,1.0,1836,478,0.000918,0.000239,47812543.5053731,198.98000199979995,2000000,123335.6774168985,38425.58152092181,84910.09589597669,3464107.252358269,1498744.251749107,2140362.5727611156,287606602.9156662,119732776.39243382,213154829.15265873,0.3115528476892854,20001,0.0,0.0,0.0,12332951.094135143,3842366.0337904925,8490585.060344651,-123335.6774168985,-84910.09589597669,0.0,0.0,12209615.416718245,8405674.964448676,-38425.58152092181,3803940.452269569,False,10001,0.0,0.0,0.0,24664669.01647805,7684347.869397424,16980321.14708063,-123335.6774168985,-84910.09589597669,0.0,0.0,24541333.339061152,16895411.051184654,-38425.58152092181,7645922.287876498,False
