design_id,case_name,case_prefix,structure,application_order,calibration_basis,attachment_return_period_years,exhaustion_return_period_years,attachment_order_statistic_rank,exhaustion_order_statistic_rank,attachment_2022_usd,limit_2022_usd,exhaustion_2022_usd,participation,aggregate_trigger_years,aggregate_exhaustion_years,retained_aep_2500yr_pml_2022_usd,tvar99_5_capital_relief_per_expected_ceded_dollar,catalog_years,gross_aal_2022_usd,ceded_aal_2022_usd,retained_aal_2022_usd,gross_annual_standard_deviation_2022_usd,ceded_annual_standard_deviation_2022_usd,retained_annual_standard_deviation_2022_usd,maximum_gross_aep_2022_usd,maximum_ceded_aep_2022_usd,maximum_retained_aep_2022_usd,ceded_share_of_gross_aal,tail_count_99,gross_var_99_2022_usd,ceded_var_99_2022_usd,retained_var_99_2022_usd,gross_tvar_99_2022_usd,ceded_tvar_99_2022_usd,retained_tvar_99_2022_usd,gross_var_economic_capital_99_2022_usd,retained_var_economic_capital_99_2022_usd,gross_var_economic_capital_floored_99_2022_usd,retained_var_economic_capital_floored_99_2022_usd,gross_tvar_tail_capital_99_2022_usd,retained_tvar_tail_capital_99_2022_usd,var_capital_relief_99_2022_usd,tvar_capital_relief_99_2022_usd,var_capital_informative_99,tail_count_99_5,gross_var_99_5_2022_usd,ceded_var_99_5_2022_usd,retained_var_99_5_2022_usd,gross_tvar_99_5_2022_usd,ceded_tvar_99_5_2022_usd,retained_tvar_99_5_2022_usd,gross_var_economic_capital_99_5_2022_usd,retained_var_economic_capital_99_5_2022_usd,gross_var_economic_capital_floored_99_5_2022_usd,retained_var_economic_capital_floored_99_5_2022_usd,gross_tvar_tail_capital_99_5_2022_usd,retained_tvar_tail_capital_99_5_2022_usd,var_capital_relief_99_5_2022_usd,tvar_capital_relief_99_5_2022_usd,var_capital_informative_99_5
AGG_06,I0_PHASE1_INDEPENDENT,i0,STANDALONE_ANNUAL_AGGREGATE,annual aggregate only,I0 gross insured AEP PML,250,2500,8000,800,9953.902420044236,80738439.1536109,80748393.05603094,1.0,7999,800,9953.902420044411,198.98000199980007,2000000,122979.55996732846,111433.86651041966,11545.69345690879,2931863.5174367586,2479179.8426622106,769420.1448258166,244325807.3326858,80738439.1536109,163587368.17907488,0.9061169721214151,20001,0.0,0.0,0.0,12297341.129676362,11142829.509566488,1154511.6201098736,-122979.55996732846,-11545.69345690879,0.0,0.0,12174361.569709035,1142965.926652965,-111433.86651041967,11031395.64305607,False,10001,0.0,0.0,0.0,24593452.648200873,22284544.84759917,2308907.800601698,-122979.55996732846,-11545.69345690879,0.0,0.0,24470473.088233545,2297362.1071447893,-111433.86651041967,22173110.981088758,False
AGG_06,I0_PHASE1_INDEPENDENT,i0,STACKED_AFTER_FROZEN_OCCURRENCE,"frozen occurrence XoL, then annual aggregate",I0 gross insured AEP PML,250,2500,8000,800,9953.902420044236,80738439.1536109,80748393.05603094,1.0,7999,86,9953.902420044236,198.98000199980004,2000000,122979.55996732846,121994.5185337179,985.0414336105631,2931863.5174367586,2878584.001747599,194995.333332491,244325807.3326858,150331132.5835359,101749384.86415675,0.9919902019988341,20001,0.0,0.0,0.0,12297341.129676362,12198841.911276225,98499.21840013632,-122979.55996732846,-985.0414336105631,0.0,0.0,12174361.569709035,97514.17696652576,-121994.5185337179,12076847.392742509,False,10001,0.0,0.0,0.0,24593452.648200873,24396464.060337543,196988.58786332633,-122979.55996732846,-985.0414336105631,0.0,0.0,24470473.088233545,196003.54642971576,-121994.5185337179,24274469.54180383,False
AGG_07,I0_PHASE1_INDEPENDENT,i0,STANDALONE_ANNUAL_AGGREGATE,annual aggregate only,I0 gross insured AEP PML,250,5000,8000,400,9953.902420044236,102346493.66000971,102356447.56242976,1.0,7999,400,9953.902420044411,198.98000199980004,2000000,122979.55996732846,117710.55564239228,5269.004324936167,2931863.5174367586,2697902.049584516,495769.3622006524,244325807.3326858,102346493.66000971,141979313.6726761,0.9571554465934341,20001,0.0,0.0,0.0,12297341.129676362,11770467.040887184,526874.0887891774,-122979.55996732846,-5269.004324936167,0.0,0.0,12174361.569709035,521605.08446424117,-117710.5556423923,11652756.485244794,False,10001,0.0,0.0,0.0,24593452.648200873,23539757.15276318,1053695.4954376898,-122979.55996732846,-5269.004324936167,0.0,0.0,24470473.088233545,1048426.4911127536,-117710.5556423923,23422046.59712079,False
AGG_07,I0_PHASE1_INDEPENDENT,i0,STACKED_AFTER_FROZEN_OCCURRENCE,"frozen occurrence XoL, then annual aggregate",I0 gross insured AEP PML,250,5000,8000,400,9953.902420044236,102346493.66000971,102356447.56242976,1.0,7999,33,9953.902420044236,198.98000199980004,2000000,122979.55996732846,122597.33886412383,382.2211032046275,2931863.5174367586,2910163.229854257,110382.38799187892,244325807.3326858,164184476.97492784,80141330.35775796,0.9968919948704795,20001,0.0,0.0,0.0,12297341.129676362,12259120.930365864,38220.19931049723,-122979.55996732846,-382.2211032046275,0.0,0.0,12174361.569709035,37837.9782072926,-122597.33886412383,12136523.591501743,False,10001,0.0,0.0,0.0,24593452.648200873,24517016.071217645,76436.57698322718,-122979.55996732846,-382.2211032046275,0.0,0.0,24470473.088233545,76054.35588002254,-122597.33886412383,24394418.732353523,False
AGG_08,I0_PHASE1_INDEPENDENT,i0,STANDALONE_ANNUAL_AGGREGATE,annual aggregate only,I0 gross insured AEP PML,250,10000,8000,200,9953.902420044236,122746204.78567123,122756158.68809128,1.0,7999,200,9953.902420044295,198.98000199980004,2000000,122979.55996732846,120628.57608383893,2350.9838834895286,2931863.5174367586,2815637.0726148025,314558.77860993805,244325807.3326858,122746204.78567123,121579602.54701456,0.9808831330660631,20001,0.0,0.0,0.0,12297341.129676362,12062254.49565911,235086.634017252,-122979.55996732846,-2350.9838834895286,0.0,0.0,12174361.569709035,232735.65013376248,-120628.57608383893,11941625.919575272,False,10001,0.0,0.0,0.0,24593452.648200873,24123302.886479136,470149.76172173355,-122979.55996732846,-2350.9838834895286,0.0,0.0,24470473.088233545,467798.77783824404,-120628.57608383893,24002674.3103953,False
AGG_08,I0_PHASE1_INDEPENDENT,i0,STACKED_AFTER_FROZEN_OCCURRENCE,"frozen occurrence XoL, then annual aggregate",I0 gross insured AEP PML,250,10000,8000,200,9953.902420044236,122746204.78567123,122756158.68809128,1.0,7999,14,9953.902420044236,198.98000199980007,2000000,122979.55996732846,122825.44180660891,154.11816071951526,2931863.5174367586,2923675.70959398,59637.665946829955,244325807.3326858,184584188.1005894,59741619.232096404,0.9987467985674978,20001,0.0,0.0,0.0,12297341.129676362,12281930.084156685,15411.045519675543,-122979.55996732846,-154.11816071951526,0.0,0.0,12174361.569709035,15256.927358956027,-122825.44180660894,12159104.64235008,False,10001,0.0,0.0,0.0,24593452.648200873,24562632.098111976,30820.550088894164,-122979.55996732846,-154.11816071951526,0.0,0.0,24470473.088233545,30666.43192817465,-122825.44180660894,24439806.65630537,False
AGG_09,I0_PHASE1_INDEPENDENT,i0,STANDALONE_ANNUAL_AGGREGATE,annual aggregate only,I0 gross insured AEP PML,500,1000,4000,2000,18811083.540145434,29085655.132852532,47896738.67299797,1.0,3999,2000,51662737.92317841,198.98000199980012,2000000,122979.55996732846,42143.538735564194,80836.02123176426,2931863.5174367586,1041215.8869615337,2002396.2505670537,244325807.3326858,29085655.132852532,215240152.19983327,0.34268734370785126,20001,0.0,0.0,0.0,12297341.129676362,4214143.166398099,8083197.963278261,-122979.55996732846,-80836.02123176426,0.0,0.0,12174361.569709035,8002361.942046497,-42143.5387355642,4171999.6276625376,False,10001,0.0,0.0,0.0,24593452.648200873,8427864.960616775,16165587.687584093,-122979.55996732846,-80836.02123176426,0.0,0.0,24470473.088233545,16084751.666352328,-42143.5387355642,8385721.4218812175,False
AGG_09,I0_PHASE1_INDEPENDENT,i0,STACKED_AFTER_FROZEN_OCCURRENCE,"frozen occurrence XoL, then annual aggregate",I0 gross insured AEP PML,500,1000,4000,2000,18811083.540145434,29085655.132852532,47896738.67299797,1.0,3644,310,18811083.540145434,198.98000199980012,2000000,122979.55996732846,71310.44002663206,51669.119940696386,2931863.5174367586,2017061.1376708637,1068961.2936456583,244325807.3326858,112792395.6143918,153402168.8849151,0.5798560349831863,20001,0.0,0.0,0.0,12297341.129676362,7130687.468289792,5166653.661386568,-122979.55996732846,-51669.119940696386,0.0,0.0,12174361.569709035,5114984.541445872,-71310.44002663207,7059377.028263163,False,10001,0.0,0.0,0.0,24593452.648200873,14260661.9391325,10332790.709068367,-122979.55996732846,-51669.119940696386,0.0,0.0,24470473.088233545,10281121.589127671,-71310.44002663207,14189351.499105874,False
AGG_10,I0_PHASE1_INDEPENDENT,i0,STANDALONE_ANNUAL_AGGREGATE,annual aggregate only,I0 gross insured AEP PML,500,2500,4000,800,18811083.540145434,61937309.51588551,80748393.05603094,1.0,3999,800,18811083.540145434,198.98000199980012,2000000,122979.55996732846,63702.39249318441,59277.167474144044,2931863.5174367586,1714393.1489479572,1357349.063617789,244325807.3326858,61937309.51588551,182388497.8168003,0.5179917094361697,20001,0.0,0.0,0.0,12297341.129676362,6369920.753280777,5927420.376395582,-122979.55996732846,-59277.167474144044,0.0,0.0,12174361.569709035,5868143.208921438,-63702.392493184416,6306218.360787597,False,10001,0.0,0.0,0.0,24593452.648200873,12739204.578179063,11854248.070021803,-122979.55996732846,-59277.167474144044,0.0,0.0,24470473.088233545,11794970.90254766,-63702.392493184416,12675502.185685886,False
AGG_10,I0_PHASE1_INDEPENDENT,i0,STACKED_AFTER_FROZEN_OCCURRENCE,"frozen occurrence XoL, then annual aggregate",I0 gross insured AEP PML,500,2500,4000,800,18811083.540145434,61937309.51588551,80748393.05603094,1.0,3644,86,18811083.540145434,198.98000199980012,2000000,122979.55996732846,74263.04451648264,48716.51545084581,2931863.5174367586,2164014.9739527507,944624.8338569093,244325807.3326858,131530002.94581053,120550514.50188214,0.6038649393135886,20001,0.0,0.0,0.0,12297341.129676362,7425933.154990514,4871407.974685845,-122979.55996732846,-48716.51545084581,0.0,0.0,12174361.569709035,4822691.4592349995,-74263.04451648265,7351670.110474035,False,10001,0.0,0.0,0.0,24593452.648200873,14851123.790917436,9742328.85728343,-122979.55996732846,-48716.51545084581,0.0,0.0,24470473.088233545,9693612.341832584,-74263.04451648265,14776860.746400962,False
AGG_11,I0_PHASE1_INDEPENDENT,i0,STANDALONE_ANNUAL_AGGREGATE,annual aggregate only,I0 gross insured AEP PML,500,5000,4000,400,18811083.540145434,83545364.02228433,102356447.56242976,1.0,3999,400,18811083.540145434,198.98000199980007,2000000,122979.55996732846,69979.08162515705,53000.47834217142,2931863.5174367586,1958588.3041532722,1122834.7522470725,244325807.3326858,83545364.02228433,160780443.31040147,0.5690301839081888,20001,0.0,0.0,0.0,12297341.129676362,6997558.284601472,5299782.845074886,-122979.55996732846,-53000.47834217142,0.0,0.0,12174361.569709035,5246782.366732715,-69979.08162515704,6927579.20297632,False,10001,0.0,0.0,0.0,24593452.648200873,13994416.88334307,10599035.764857795,-122979.55996732846,-53000.47834217142,0.0,0.0,24470473.088233545,10546035.286515623,-69979.08162515704,13924437.801717922,False
AGG_11,I0_PHASE1_INDEPENDENT,i0,STACKED_AFTER_FROZEN_OCCURRENCE,"frozen occurrence XoL, then annual aggregate",I0 gross insured AEP PML,500,5000,4000,400,18811083.540145434,83545364.02228433,102356447.56242976,1.0,3644,33,18811083.540145434,198.9800019998001,2000000,122979.55996732846,74865.86484688858,48113.69512043987,2931863.5174367586,2200716.955316086,918622.5062243862,244325807.3326858,145383347.3372025,98942459.99548331,0.6087667321852341,20001,0.0,0.0,0.0,12297341.129676362,7486212.174080154,4811128.955596207,-122979.55996732846,-48113.69512043987,0.0,0.0,12174361.569709035,4763015.260475767,-74865.86484688858,7411346.309233268,False,10001,0.0,0.0,0.0,24593452.648200873,14971675.801797537,9621776.846403332,-122979.55996732846,-48113.69512043987,0.0,0.0,24470473.088233545,9573663.151282892,-74865.86484688858,14896809.936950654,False
AGG_12,I0_PHASE1_INDEPENDENT,i0,STANDALONE_ANNUAL_AGGREGATE,annual aggregate only,I0 gross insured AEP PML,500,10000,4000,200,18811083.540145434,103945075.14794585,122756158.68809128,1.0,3999,200,18811083.540145434,198.98000199980015,2000000,122979.55996732846,72897.10206660366,50082.457900724774,2931863.5174367586,2091831.5425291643,1002233.6290411046,244325807.3326858,103945075.14794585,140380732.18473995,0.5927578703808176,20001,0.0,0.0,0.0,12297341.129676362,7289345.739373398,5007995.390302961,-122979.55996732846,-50082.457900724774,0.0,0.0,12174361.569709035,4957912.932402236,-72897.1020666037,7216448.637306798,False,10001,0.0,0.0,0.0,24593452.648200873,14577962.617059028,10015490.031141838,-122979.55996732846,-50082.457900724774,0.0,0.0,24470473.088233545,9965407.573241113,-72897.1020666037,14505065.514992433,False
AGG_12,I0_PHASE1_INDEPENDENT,i0,STACKED_AFTER_FROZEN_OCCURRENCE,"frozen occurrence XoL, then annual aggregate",I0 gross insured AEP PML,500,10000,4000,200,18811083.540145434,103945075.14794585,122756158.68809128,1.0,3644,14,18811083.540145434,198.98000199980012,2000000,122979.55996732846,75093.96778937368,47885.59217795476,2931863.5174367586,2216625.6646723947,909221.7979994186,244325807.3326858,165783058.46286398,78542748.86982182,0.6106215358822525,20001,0.0,0.0,0.0,12297341.129676362,7509021.327870975,4788319.801805384,-122979.55996732846,-47885.59217795476,0.0,0.0,12174361.569709035,4740434.20962743,-75093.96778937371,7433927.360081605,False,10001,0.0,0.0,0.0,24593452.648200873,15017291.828691868,9576160.819509,-122979.55996732846,-47885.59217795476,0.0,0.0,24470473.088233545,9528275.227331044,-75093.96778937371,14942197.860902501,False
AGG_13,I0_PHASE1_INDEPENDENT,i0,STANDALONE_ANNUAL_AGGREGATE,annual aggregate only,I0 gross insured AEP PML,1000,2500,2000,800,47896738.67299797,32851654.383032978,80748393.05603094,1.0,1999,800,47896738.67299797,198.98000199980035,2000000,122979.55996732846,21558.853757620218,101420.70620970822,2931863.5174367586,776352.8242802805,2275157.0897336085,244325807.3326858,32851654.383032978,211474152.94965282,0.17530436572831845,20001,0.0,0.0,0.0,12297341.129676362,2155777.586882678,10141563.542793682,-122979.55996732846,-101420.70620970822,0.0,0.0,12174361.569709035,10040142.836583974,-21558.853757620236,2134218.733125061,False,10001,0.0,0.0,0.0,24593452.648200873,4311339.6175622875,20282113.03063858,-122979.55996732846,-101420.70620970822,0.0,0.0,24470473.088233545,20180692.32442887,-21558.853757620236,4289780.763804674,False
AGG_13,I0_PHASE1_INDEPENDENT,i0,STACKED_AFTER_FROZEN_OCCURRENCE,"frozen occurrence XoL, then annual aggregate",I0 gross insured AEP PML,1000,2500,2000,800,47896738.67299797,32851654.383032978,80748393.05603094,1.0,310,86,19364973.807202592,198.98000199980012,2000000,122979.55996732846,66629.20181711663,56350.358150211825,2931863.5174367586,1838613.7919199306,1191983.7688912284,244325807.3326858,102444347.81295799,149636169.6347347,0.5417908621141413,20001,0.0,0.0,0.0,12297341.129676362,6662587.0523590455,5634754.077317315,-122979.55996732846,-56350.358150211825,0.0,0.0,12174361.569709035,5578403.719167103,-66629.20181711664,6595957.850541932,False,10001,0.0,0.0,0.0,24593452.648200873,13324507.912632065,11268944.735568805,-122979.55996732846,-56350.358150211825,0.0,0.0,24470473.088233545,11212594.377418593,-66629.20181711664,13257878.710814953,False
