number_of_grid_points,pdf_sum,minimum_longitude,maximum_longitude,minimum_latitude,maximum_latitude,minimum_depth_km,maximum_depth_km,number_of_depth_levels
821,1.0000000000000009,-124.3,-122.3,42.1,46.3,42.0,60.0,3
