gmm_name,gmm_label,implementation_class,imt_name
PSBAH_20_CASCADIA_SLAB_BASIN,Parker et al. (2020) : Cascadia : Slab : Basin,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$CascadiaSlabBasin,SA0P5
PSBAH_20_CASCADIA_SLAB_BASIN,Parker et al. (2020) : Cascadia : Slab : Basin,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$CascadiaSlabBasin,SA0P75
PSBAH_20_CASCADIA_SLAB_BASIN,Parker et al. (2020) : Cascadia : Slab : Basin,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$CascadiaSlabBasin,SA10P0
PSBAH_20_CASCADIA_SLAB_BASIN,Parker et al. (2020) : Cascadia : Slab : Basin,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$CascadiaSlabBasin,SA1P0
PSBAH_20_CASCADIA_SLAB_BASIN,Parker et al. (2020) : Cascadia : Slab : Basin,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$CascadiaSlabBasin,SA1P5
PSBAH_20_CASCADIA_SLAB_BASIN,Parker et al. (2020) : Cascadia : Slab : Basin,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$CascadiaSlabBasin,SA2P0
PSBAH_20_CASCADIA_SLAB_BASIN,Parker et al. (2020) : Cascadia : Slab : Basin,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$CascadiaSlabBasin,SA3P0
PSBAH_20_CASCADIA_SLAB_BASIN,Parker et al. (2020) : Cascadia : Slab : Basin,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$CascadiaSlabBasin,SA4P0
PSBAH_20_CASCADIA_SLAB_BASIN,Parker et al. (2020) : Cascadia : Slab : Basin,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$CascadiaSlabBasin,SA5P0
PSBAH_20_CASCADIA_SLAB_BASIN,Parker et al. (2020) : Cascadia : Slab : Basin,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$CascadiaSlabBasin,SA7P5
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,PGA
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,PGV
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA0P01
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA0P02
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA0P03
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA0P05
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA0P075
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA0P1
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA0P15
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA0P2
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA0P25
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA0P3
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA0P4
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA0P5
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA0P75
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA10P0
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA1P0
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA1P5
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA2P0
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA3P0
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA4P0
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA5P0
PSBAH_20_ALASKA_INTERFACE,Parker et al. (2020) : Alaska : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaInterface,SA7P5
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,PGA
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,PGV
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA0P01
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA0P02
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA0P03
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA0P05
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA0P075
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA0P1
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA0P15
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA0P2
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA0P25
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA0P3
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA0P4
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA0P5
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA0P75
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA10P0
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA1P0
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA1P5
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA2P0
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA3P0
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA4P0
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA5P0
PSBAH_20_ALASKA_SLAB,Parker et al. (2020) : Alaska : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$AlaskaSlab,SA7P5
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,PGA
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,PGV
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA0P01
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA0P02
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA0P03
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA0P05
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA0P075
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA0P1
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA0P15
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA0P2
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA0P25
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA0P3
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA0P4
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA0P5
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA0P75
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA10P0
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA1P0
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA1P5
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA2P0
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA3P0
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA4P0
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA5P0
PSBAH_20_PRVI_INTERFACE,Parker et al. (2020) : PRVI : Interface,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviInterface,SA7P5
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,PGA
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,PGV
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA0P01
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA0P02
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA0P03
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA0P05
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA0P075
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA0P1
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA0P15
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA0P2
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA0P25
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA0P3
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA0P4
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA0P5
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA0P75
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA10P0
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA1P0
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA1P5
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA2P0
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA3P0
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA4P0
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA5P0
PSBAH_20_PRVI_SLAB,Parker et al. (2020) : PRVI : Slab,gov.usgs.earthquake.nshmp.gmm.ParkerEtAl_2020$PrviSlab,SA7P5
