rupture_ordinal,event_id,rupture_id,tree_id,branch_index,rupture_set_id,source_index,source_id,source_name,source_type,rupture_index,magnitude,raw_annual_rate,top_depth_km,width_km,centroid_longitude,centroid_latitude,centroid_depth_km
1135,EVT_00002304,a9ffa1751bc90db2375fb3a4,8231,0,8211,261,8211,"PointSourceFinite: -123.400, 43.300",SLAB,2,6.75,1.4464116032552024e-07,42.0,8.0,-123.4,43.3,42.0
1136,EVT_00002305,404aa1270db4f2a1b608fc5b,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,577,8.7,1.893939337211824e-06,5.0,70.0,,,
1137,EVT_00002307,e296e7f787299787ccbd68be,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,502,8.5,1.0080644859353255e-06,5.0,80.0,,,
1138,EVT_00002308,d28df83c7a7166bb86a088ce,8231,0,8211,424,8211,"PointSourceFinite: -123.300, 44.100",SLAB,5,7.05,2.066092502475277e-07,42.0,8.0,-123.3,44.1,42.0
1139,EVT_00002310,97df03670f8eb8de26775b9e,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,148,8.1,6.443298776081463e-07,5.0,80.0,,,
1140,EVT_00002311,f94121b7678a83f9ce6b24c4,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,808,8.2,8.473124973075812e-07,5.014107631728563,80.0,,,
1141,EVT_00002315,4ce17202d0e8d3a836380a8c,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,1110,8.6,6.264536216300861e-07,5.060181718918948,80.0,,,
1142,EVT_00002318,37bdaeac5b3e84697183e755,8231,0,8211,72,8211,"PointSourceFinite: -123.400, 42.400",SLAB,2,6.75,4.600614158768629e-07,42.0,8.0,-123.4,42.4,42.0
1143,EVT_00002319,1d64392a3a4e2f0ba93ceb18,8231,0,8211,466,8211,"PointSourceFinite: -122.900, 44.300",SLAB,6,7.15,2.4037478572473306e-07,50.0,8.0,-122.9,44.3,50.0
1144,EVT_00002322,874c51eb9f9ff49275db00ae,8231,0,8211,94,8211,"PointSourceFinite: -123.300, 42.500",SLAB,5,7.05,2.922452513691798e-07,42.0,8.0,-123.3,42.5,42.0
1145,EVT_00002323,8bc25ce70ee2d82760c3e72e,8231,0,8211,452,8211,"PointSourceFinite: -122.400, 44.200",SLAB,3,6.85,1.7420703483739896e-07,60.0,8.0,-122.4,44.2,60.0
1146,EVT_00002325,408e847358e8d3bd98265307,3199,0,3172,0,3172,"Cascadia (unsegmented, 1-2-3-4, top)",INTERFACE,1256,8.0,6.677807792741574e-07,5.0,85.0,,,
1147,EVT_00002326,cfc313cca43e57a8737c2451,8231,0,8211,130,8211,"PointSourceFinite: -123.900, 42.700",SLAB,6,7.15,3.9437951044920003e-07,42.0,8.0,-123.9,42.7,42.0
1148,EVT_00002327,a9cd5d7313e7ee566fb3f2bf,8231,0,8211,197,8211,"PointSourceFinite: -123.500, 43.000",SLAB,3,6.85,2.4450315461267656e-07,42.0,8.0,-123.5,43.0,42.0
1149,EVT_00002331,9ad30a8da4b18bea4f707192,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,1947,8.3,3.6456563013333184e-07,5.0,155.0,,,
1150,EVT_00002336,0343b53234d9cd0ab02ef597,8231,0,8211,21,8211,"PointSourceFinite: -124.300, 42.200",SLAB,5,7.05,5.78872569214733e-07,42.0,8.0,-124.3,42.2,42.0
1151,EVT_00002342,2b50cbd39d042b20a6dea772,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,1043,8.5,6.232945289588634e-07,5.151914685589831,145.0,,,
1152,EVT_00002343,3ba5db8d2c0942237b95ff29,8231,0,8211,458,8211,"PointSourceFinite: -123.700, 44.300",SLAB,6,7.15,2.741734333360788e-07,42.0,8.0,-123.7,44.3,42.0
1153,EVT_00002344,9ad72a0729d1e2e57ab35003,8231,0,8211,638,8211,"PointSourceFinite: -122.300, 45.200",SLAB,2,6.75,2.9313593378435204e-07,60.0,8.0,-122.3,45.2,60.0
1154,EVT_00002348,4e9f106a6256ab66600934e6,8231,0,8211,591,8211,"PointSourceFinite: -123.400, 45.000",SLAB,0,6.55,1.0422022432908497e-06,42.0,8.0,-123.4,45.0,42.0
1155,EVT_00002350,119aab6aa230b94e3dafc17c,8231,0,8211,465,8211,"PointSourceFinite: -123.000, 44.300",SLAB,0,6.55,4.4578718794313364e-07,50.0,8.0,-123.0,44.3,50.0
1156,EVT_00002351,6ed8ad84c9b429425bfb8b4a,8231,0,8211,496,8211,"PointSourceFinite: -123.700, 44.500",SLAB,4,6.95,4.6548924695006994e-07,42.0,8.0,-123.7,44.5,42.0
1157,EVT_00002352,8bbf252d3834365faa460c30,8231,0,8211,476,8211,"PointSourceFinite: -123.800, 44.400",SLAB,1,6.65,4.97289729099623e-07,42.0,8.0,-123.8,44.4,42.0
1158,EVT_00002356,44f24766417fd1a22816ec02,8231,0,8211,580,8211,"PointSourceFinite: -122.700, 44.900",SLAB,2,6.75,5.186346580324544e-07,50.0,8.0,-122.7,44.9,50.0
1159,EVT_00002360,d519fb33064f1f3cabd96e03,8231,0,8211,644,8211,"PointSourceFinite: -123.400, 45.300",SLAB,6,7.15,5.70921296477188e-07,42.0,8.0,-123.4,45.3,42.0
1160,EVT_00002361,fd01200a798418cdf749739c,8231,1,8212,2,8212,"PointSourceFinite: -124.100, 42.100",SLAB,1,7.35,3.74719988247826e-08,42.0,8.0,-124.1,42.1,42.0
1161,EVT_00002362,27f207f111abbba90923992b,8231,0,8211,661,8211,"PointSourceFinite: -123.400, 45.400",SLAB,2,6.75,7.761778724435291e-07,42.0,8.0,-123.4,45.4,42.0
1162,EVT_00002363,23c5f7f291ac89818987096e,8231,0,8211,682,8211,"PointSourceFinite: -123.000, 45.500",SLAB,0,6.55,6.895611586517424e-07,50.0,8.0,-123.0,45.5,50.0
1163,EVT_00002364,028a265a909ec0aee96213b4,8231,0,8211,632,8211,"PointSourceFinite: -122.900, 45.200",SLAB,6,7.15,4.379629507799368e-07,50.0,8.0,-122.9,45.2,50.0
1164,EVT_00002370,ad31168f2b17f361aecd4540,8231,0,8211,467,8211,"PointSourceFinite: -122.800, 44.300",SLAB,1,6.65,3.5315613362884295e-07,50.0,8.0,-122.8,44.3,50.0
1165,EVT_00002372,6b599f1900f5cf647e3f6dd4,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,668,8.0,1.1864454622055416e-06,5.0,80.0,,,
1166,EVT_00002379,e83bfc1e6e7044f6d3d326fa,8231,0,8211,190,8211,"PointSourceFinite: -124.200, 43.000",SLAB,4,6.95,2.9541719413039254e-07,42.0,8.0,-124.2,43.0,42.0
1167,EVT_00002381,46dce4579c22d632862fc9de,8231,0,8211,445,8211,"PointSourceFinite: -123.100, 44.200",SLAB,2,6.75,3.206104358934871e-07,50.0,8.0,-123.1,44.2,50.0
1168,EVT_00002382,e409778fc29f8d44b303e317,8231,0,8211,523,8211,"PointSourceFinite: -122.900, 44.600",SLAB,0,6.55,6.378540946696108e-07,50.0,8.0,-122.9,44.6,50.0
1169,EVT_00002392,21b21d561816ef20a914974b,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,809,8.2,8.473124973075812e-07,5.007559087328344,80.0,,,
1170,EVT_00002393,11d5e2b654c3db4016ba98c5,8231,0,8211,15,8211,"PointSourceFinite: -122.800, 42.100",SLAB,4,6.95,1.4673115044613546e-07,50.0,8.0,-122.8,42.1,50.0
1171,EVT_00002396,6414c3ef43ac4188f971f92b,8231,0,8211,552,8211,"PointSourceFinite: -123.700, 44.800",SLAB,4,6.95,6.386113341476325e-07,42.0,8.0,-123.7,44.8,42.0
1172,EVT_00002399,6bdd04c4b761c4d0914c87dd,8231,0,8211,596,8211,"PointSourceFinite: -122.900, 45.000",SLAB,1,6.65,7.13487009042506e-07,50.0,8.0,-122.9,45.0,50.0
1173,EVT_00002400,d654e98e828c579e756d2eb1,8231,0,8211,562,8211,"PointSourceFinite: -122.700, 44.800",SLAB,1,6.65,5.507888053787442e-07,50.0,8.0,-122.7,44.8,50.0
1174,EVT_00002404,98e3014e0b553999e8d2ca1e,8231,0,8211,160,8211,"PointSourceFinite: -123.000, 42.800",SLAB,0,6.55,2.3459802408188882e-07,50.0,8.0,-123.0,42.8,50.0
1175,EVT_00002405,e492129c05bd879714e7c3fc,8231,0,8211,533,8211,"PointSourceFinite: -123.800, 44.700",SLAB,2,6.75,6.750578455529622e-07,42.0,8.0,-123.8,44.7,42.0
1176,EVT_00002410,662fed5219f7b8dbea0a7edd,8231,0,8211,532,8211,"PointSourceFinite: -123.900, 44.700",SLAB,1,6.65,6.92955023083092e-07,42.0,8.0,-123.9,44.7,42.0
1177,EVT_00002412,fc6ad5a6c64f34ae2e85467d,8231,0,8211,362,8211,"PointSourceFinite: -123.500, 43.800",SLAB,1,6.65,1.589183454029796e-07,42.0,8.0,-123.5,43.8,42.0
1178,EVT_00002414,9e338991c4f6acbf1e9eeb60,8231,0,8211,32,8211,"PointSourceFinite: -123.200, 42.200",SLAB,4,6.95,2.873749163128264e-07,50.0,8.0,-123.2,42.2,50.0
1179,EVT_00002415,ee702ee58a9a3c8a85d37a62,8231,0,8211,564,8211,"PointSourceFinite: -122.500, 44.800",SLAB,4,6.95,3.2796840512486105e-07,50.0,8.0,-122.5,44.8,50.0
1180,EVT_00002416,01b7f644026c53d91a3ce662,8231,0,8211,555,8211,"PointSourceFinite: -123.400, 44.800",SLAB,1,6.65,8.800392864864801e-07,42.0,8.0,-123.4,44.8,42.0
1181,EVT_00002417,c4c1b166f64c8f2c2726e741,8231,0,8211,667,8211,"PointSourceFinite: -122.800, 45.400",SLAB,1,6.65,5.599356605980929e-07,50.0,8.0,-122.8,45.4,50.0
1182,EVT_00002422,bf9afbed4006861ce17d72ae,8231,0,8211,794,8211,"PointSourceFinite: -123.300, 46.200",SLAB,5,7.05,1.4919954376447357e-07,42.0,8.0,-123.3,46.2,42.0
1183,EVT_00002425,4d5b2e7c9a4fcae6432ccd6a,8231,0,8211,690,8211,"PointSourceFinite: -123.900, 45.600",SLAB,1,6.65,6.1047149488337e-07,42.0,8.0,-123.9,45.6,42.0
1184,EVT_00002427,c7f0853d54556cf2ba2aa86f,8231,0,8211,440,8211,"PointSourceFinite: -123.600, 44.200",SLAB,1,6.65,3.65718837934912e-07,42.0,8.0,-123.6,44.2,42.0
1185,EVT_00002432,f83580389eb356d2101b1933,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,1146,8.6,6.264536216300861e-07,5.0,80.0,,,
1186,EVT_00002435,876515587d612e216815601b,8231,0,8211,486,8211,"PointSourceFinite: -122.800, 44.400",SLAB,5,7.05,2.872135902815876e-07,50.0,8.0,-122.8,44.4,50.0
1187,EVT_00002439,f5eafa5580ba3034a50dd5bd,8231,0,8211,542,8211,"PointSourceFinite: -122.900, 44.700",SLAB,4,6.95,4.817308247050484e-07,50.0,8.0,-122.9,44.7,50.0
1188,EVT_00002441,8b956d3b66abd3b39b7ca545,8231,0,8211,357,8211,"PointSourceFinite: -124.000, 43.800",SLAB,2,6.75,1.2976594852017505e-07,42.0,8.0,-124.0,43.8,42.0
1189,EVT_00002446,581c46b03531d860d58d37ab,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,1157,8.7,5.252100683024388e-07,5.119510566762756,155.0,,,
1190,EVT_00002452,6782cb7fc793123b3731b72a,8231,0,8211,645,8211,"PointSourceFinite: -123.300, 45.300",SLAB,3,6.85,7.323792992252241e-07,42.0,8.0,-123.3,45.3,42.0
1191,EVT_00002457,80bbbc394d4fdc146afa555f,8231,0,8211,672,8211,"PointSourceFinite: -122.300, 45.400",SLAB,1,6.65,2.881328762861502e-07,60.0,8.0,-122.3,45.4,60.0
1192,EVT_00002458,9b5510c18bb04e7784b47b2f,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,848,8.2,8.473124973075812e-07,5.0,80.0,,,
1193,EVT_00002459,28916f10e044915c9cb95f56,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,341,8.3,7.530120256384362e-07,5.0,80.0,,,
1194,EVT_00002463,e744505a6cb33826529a8f9b,8231,0,8211,705,8211,"PointSourceFinite: -122.400, 45.600",SLAB,1,6.65,2.786745339597745e-07,60.0,8.0,-122.4,45.6,60.0
1195,EVT_00002464,8e839f0f517da8c20f36a384,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,391,8.4,8.56164357917674e-07,5.005399348091673,145.0,,,
1196,EVT_00002467,e5fd6674af26c74cebf4f9b8,8231,0,8211,230,8211,"PointSourceFinite: -122.300, 43.100",SLAB,3,6.85,8.30370632772953e-08,60.0,8.0,-122.3,43.1,60.0
1197,EVT_00002470,aa9b033ce4e5b1129b224dac,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,461,8.5,1.024590133245741e-06,5.000132261422984,70.0,,,
1198,EVT_00002471,1fde816300ba195f2f81cc33,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,421,8.4,8.680555295554194e-07,5.0,70.0,,,
1199,EVT_00002473,e904e4308e678785b6af626f,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,499,8.2,3.591953915401736e-07,5.0,105.0,,,
1200,EVT_00002475,346cd9eb0fa42d2c8ef922b7,8231,0,8211,276,8211,"PointSourceFinite: -124.000, 43.400",SLAB,5,7.05,1.134531852318253e-07,42.0,8.0,-124.0,43.4,42.0
1201,EVT_00002476,b448a50aa5ca7876e52ab926,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,130,8.1,6.443298776081463e-07,5.0,80.0,,,
1202,EVT_00002481,9678639dffc7a66a5ed6e3c2,8231,0,8211,606,8211,"PointSourceFinite: -123.700, 45.100",SLAB,2,6.75,8.421865063577124e-07,42.0,8.0,-123.7,45.1,42.0
1203,EVT_00002483,723064871d3f3c5be90d923c,8231,0,8211,135,8211,"PointSourceFinite: -123.400, 42.700",SLAB,5,7.05,2.85335411149428e-07,42.0,8.0,-123.4,42.7,42.0
1204,EVT_00002484,09a1d31e9db95c8ca57656cd,8231,0,8211,24,8211,"PointSourceFinite: -124.000, 42.200",SLAB,1,6.65,8.343807810792023e-07,42.0,8.0,-124.0,42.2,42.0
1205,EVT_00002486,c460ca853d73940d5dc85f85,8231,0,8211,574,8211,"PointSourceFinite: -123.300, 44.900",SLAB,1,6.65,9.049110737630988e-07,42.0,8.0,-123.3,44.9,42.0
1206,EVT_00002489,101a4d5af08da9315da4eddb,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,1864,8.3,3.6895798712289013e-07,5.0,105.0,,,
1207,EVT_00002490,aca998de0d5a72d151ab1548,8231,0,8211,116,8211,"PointSourceFinite: -123.200, 42.600",SLAB,0,6.55,3.759261761014296e-07,50.0,8.0,-123.2,42.6,50.0
1208,EVT_00002495,d995936abf04c31f87132ea3,8231,0,8211,589,8211,"PointSourceFinite: -123.600, 45.000",SLAB,1,6.65,9.442562904902484e-07,42.0,8.0,-123.6,45.0,42.0
1209,EVT_00002496,b26683169616e0f50261195f,8231,0,8211,185,8211,"PointSourceFinite: -122.600, 42.900",SLAB,1,6.65,1.2493952636775257e-07,50.0,8.0,-122.6,42.9,50.0
1210,EVT_00002498,a586b77b4daa05bcd8524050,8231,0,8211,701,8211,"PointSourceFinite: -122.800, 45.600",SLAB,2,6.75,4.211287647973718e-07,50.0,8.0,-122.8,45.6,50.0
1211,EVT_00002500,f64fb45545334f28cec40208,8231,0,8211,121,8211,"PointSourceFinite: -122.700, 42.600",SLAB,1,6.65,1.6206419709699897e-07,50.0,8.0,-122.7,42.6,50.0
1212,EVT_00002503,5d45d4c9755a76bca0a33392,8231,0,8211,89,8211,"PointSourceFinite: -123.800, 42.500",SLAB,6,7.15,4.506881613227509e-07,42.0,8.0,-123.8,42.5,42.0
1213,EVT_00002505,4dcd6860db91eaf50a98af30,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,1151,8.6,4.664178964775388e-07,5.0,155.0,,,
1214,EVT_00002507,b0a8723ec817380bfc0a029d,8231,0,8211,114,8211,"PointSourceFinite: -123.400, 42.600",SLAB,3,6.85,3.7699202076468e-07,42.0,8.0,-123.4,42.6,42.0
1215,EVT_00002509,e8b5a7fb81b5510a8e17242c,8231,0,8211,27,8211,"PointSourceFinite: -123.700, 42.200",SLAB,4,6.95,5.368025246614085e-07,42.0,8.0,-123.7,42.2,42.0
1216,EVT_00002511,5014b463560eefc33fa988b9,8231,0,8211,448,8211,"PointSourceFinite: -122.800, 44.200",SLAB,2,6.75,2.684670894812547e-07,50.0,8.0,-122.8,44.2,50.0
1217,EVT_00002512,52153c6c437e329473e9ffd7,8231,0,8211,546,8211,"PointSourceFinite: -122.500, 44.700",SLAB,0,6.55,4.520471677531337e-07,50.0,8.0,-122.5,44.7,50.0
1218,EVT_00002517,d59f7b61f02ff6cb6e20ae9d,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,1091,8.6,4.7348483430295604e-07,5.0,105.0,,,
1219,EVT_00002520,2a2e7dd5b7984ff27cc69f4a,8231,0,8211,158,8211,"PointSourceFinite: -123.200, 42.800",SLAB,6,7.15,1.7833936957294164e-07,50.0,8.0,-123.2,42.8,50.0
1220,EVT_00002521,460548289d74f9fa15f08ddd,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,1137,8.6,6.264536216300861e-07,5.0,145.0,,,
1221,EVT_00002529,07dfb380e12ab0dce0c51c12,8231,0,8211,675,8211,"PointSourceFinite: -123.700, 45.500",SLAB,1,6.65,7.5976726089804e-07,42.0,8.0,-123.7,45.5,42.0
1222,EVT_00002530,45296ad0c13d1303a90909e6,8231,0,8211,442,8211,"PointSourceFinite: -123.400, 44.200",SLAB,5,7.05,2.598586996528582e-07,42.0,8.0,-123.4,44.2,42.0
1223,EVT_00002531,2d78361ad1f6d86fd9ded1d5,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,642,8.0,1.1864454622055416e-06,5.0,145.0,,,
1224,EVT_00002535,a3b05ad45b6c8ef36274162f,8231,0,8211,302,8211,"PointSourceFinite: -123.500, 43.500",SLAB,2,6.75,1.2150303207473081e-07,42.0,8.0,-123.5,43.5,42.0
1225,EVT_00002537,cc9536f77c0126f9c38a28bc,8231,0,8211,657,8211,"PointSourceFinite: -123.800, 45.400",SLAB,5,7.05,5.463495259784981e-07,42.0,8.0,-123.8,45.4,42.0
1226,EVT_00002540,7f7ea9143e50882ee45b1f8d,8231,0,8211,682,8211,"PointSourceFinite: -123.000, 45.500",SLAB,1,6.65,6.288872510892091e-07,50.0,8.0,-123.0,45.5,50.0
1227,EVT_00002543,5564a6e99d9df3785dc9a196,8231,0,8211,597,8211,"PointSourceFinite: -122.800, 45.000",SLAB,2,6.75,5.874647593546117e-07,50.0,8.0,-122.8,45.0,50.0
1228,EVT_00002546,1058cabee59fd6e61956db86,8231,0,8211,415,8211,"PointSourceFinite: -124.200, 44.100",SLAB,2,6.75,1.8896433646161085e-07,42.0,8.0,-124.2,44.1,42.0
1229,EVT_00002547,44b734267b4b3e3638879639,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,705,8.3,3.72023798380894e-07,5.0,155.0,,,
1230,EVT_00002548,f63c685260f3b4b91d011a5e,8231,0,8211,183,8211,"PointSourceFinite: -122.800, 42.900",SLAB,4,6.95,1.1487691498305965e-07,50.0,8.0,-122.8,42.9,50.0
1231,EVT_00002551,e4064c1b4dab6a594e96f972,8231,1,8212,621,8212,"PointSourceFinite: -124.000, 45.200",SLAB,2,7.45,2.8177750626460676e-08,42.0,8.0,-124.0,45.2,42.0
1232,EVT_00002554,95ca91aba5f268fde1244562,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,904,8.5,4.2517005529245033e-07,5.0,155.0,,,
1233,EVT_00002556,e9a49ecef2ce9c39c9bd52cc,8231,0,8211,509,8211,"PointSourceFinite: -122.400, 44.500",SLAB,2,6.75,2.8320470442900494e-07,60.0,8.0,-122.4,44.5,60.0
1234,EVT_00002565,b50bd5b5dea58d252b976740,8231,0,8211,552,8211,"PointSourceFinite: -123.700, 44.800",SLAB,2,6.75,7.677796945892754e-07,42.0,8.0,-123.7,44.8,42.0
1235,EVT_00002567,0c2bf34ef88642e198f969de,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,218,8.1,3.4722221182216775e-07,5.0,105.0,,,
1236,EVT_00002571,4534849299883f034e681e89,8231,0,8211,156,8211,"PointSourceFinite: -123.400, 42.800",SLAB,5,7.05,2.5267229675199624e-07,42.0,8.0,-123.4,42.8,42.0
1237,EVT_00002573,a4aec3c3abe90b8ea87f24c7,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,1900,8.3,3.6895798712289013e-07,5.0,105.0,,,
1238,EVT_00002575,2137c3fdc46a0f3d809bb886,8231,0,8211,196,8211,"PointSourceFinite: -123.600, 43.000",SLAB,3,6.85,2.660558880937064e-07,42.0,8.0,-123.6,43.0,42.0
1239,EVT_00002578,1315daf498c9846c1c885560,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,2395,8.6,2.2907632432741962e-07,5.0,155.0,,,
1240,EVT_00002579,9b5be56f7abf0fe2ad928d92,8231,0,8211,338,8211,"PointSourceFinite: -123.900, 43.700",SLAB,0,6.55,1.472131170433182e-07,42.0,8.0,-123.9,43.7,42.0
1241,EVT_00002580,1007a95bcede7f779d23ba2c,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,551,8.6,1.275510165877351e-06,5.0,80.0,,,
1242,EVT_00002582,3c2b55c0bcf8896e85b78a56,8231,0,8211,154,8211,"PointSourceFinite: -123.600, 42.800",SLAB,5,7.05,3.110493699448765e-07,42.0,8.0,-123.6,42.8,42.0
1243,EVT_00002585,e603aefb97f0926feaff2808,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,58,8.0,3.360214953117753e-07,5.0,105.0,,,
1244,EVT_00002586,736b251b8df9d0019c225529,8231,0,8211,532,8211,"PointSourceFinite: -123.900, 44.700",SLAB,3,6.85,5.76374883204131e-07,42.0,8.0,-123.9,44.7,42.0
1245,EVT_00002589,ee5a46e086d495f0ab1adf94,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,1629,8.1,5.33351617295645e-07,5.0,155.0,,,
1246,EVT_00002591,08eef45665af2ec194f47119,8231,0,8211,26,8211,"PointSourceFinite: -123.800, 42.200",SLAB,4,6.95,5.77877213868954e-07,42.0,8.0,-123.8,42.2,42.0
1247,EVT_00002600,8f46b52f0c164e969229cd58,8231,0,8211,423,8211,"PointSourceFinite: -123.400, 44.100",SLAB,0,6.55,3.295694008509273e-07,42.0,8.0,-123.4,44.1,42.0
1248,EVT_00002605,b8113e8c0e95aa8c3d4cba68,8231,0,8211,146,8211,"PointSourceFinite: -122.300, 42.700",SLAB,5,7.05,7.559147914159464e-08,60.0,8.0,-122.3,42.7,60.0
1249,EVT_00002606,824215068fda02599e54f6b8,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,541,8.6,1.275510165877351e-06,5.0,145.0,,,
1250,EVT_00002607,b52216d1dc2294ab20f1a9fa,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,744,8.1,1.000721591214509e-06,5.0,145.0,,,
1251,EVT_00002608,9212ded333084b64f12841f0,8231,0,8211,69,8211,"PointSourceFinite: -123.700, 42.400",SLAB,0,6.55,7.641666609311095e-07,42.0,8.0,-123.7,42.4,42.0
1252,EVT_00002609,d04d11f687ddd3530918b634,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,484,8.5,1.0080644859353255e-06,5.0,145.0,,,
1253,EVT_00002616,99eed9105c004a8282bcd46c,8231,0,8211,334,8211,"PointSourceFinite: -122.300, 43.600",SLAB,6,7.15,6.396352200716668e-08,60.0,8.0,-122.3,43.6,60.0
1254,EVT_00002618,56d0bc658a7c21764664bd54,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,1558,8.1,5.392777463767077e-07,5.0,105.0,,,
1255,EVT_00002622,21022d31f8fbf1f65de88b84,8231,0,8211,351,8211,"PointSourceFinite: -122.600, 43.700",SLAB,5,7.05,8.022042856235497e-08,50.0,8.0,-122.6,43.7,50.0
1256,EVT_00002623,b3fa56f831fe9351061a3ad9,8231,0,8211,516,8211,"PointSourceFinite: -123.600, 44.600",SLAB,1,6.65,7.249209873219556e-07,42.0,8.0,-123.6,44.6,42.0
1257,EVT_00002624,204043c0ab7c0d3e66559ba6,8231,0,8211,783,8211,"PointSourceFinite: -122.800, 46.100",SLAB,4,6.95,1.5357302841807105e-07,50.0,8.0,-122.8,46.1,50.0
1258,EVT_00002625,9515b8315c889b6ba20ddb89,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,1011,8.4,6.66441670347842e-07,5.0,80.0,,,
1259,EVT_00002628,d3091710521ae993c1495d93,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,642,8.0,1.1980772804624588e-06,5.0,70.0,,,
1260,EVT_00002629,e3706ef9d810b7991fb1d1e3,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,181,8.1,6.510416471665647e-07,5.0,70.0,,,
1261,EVT_00002631,d520cb80591e7c1606449dca,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,887,8.3,7.379159742457803e-07,5.212107296861274,145.0,,,
1262,EVT_00002633,ee68434c2098e19467038ede,8231,0,8211,593,8211,"PointSourceFinite: -123.200, 45.000",SLAB,4,6.95,6.754765843008405e-07,50.0,8.0,-123.2,45.0,50.0
1263,EVT_00002634,22b7f174aedb50fcbe4abbfa,8231,0,8211,617,8211,"PointSourceFinite: -122.600, 45.100",SLAB,3,6.85,4.17906114565799e-07,50.0,8.0,-122.6,45.1,50.0
1264,EVT_00002635,f2ea95641f3a13e6a7b3d125,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,1004,8.4,6.66441670347842e-07,5.0,145.0,,,
1265,EVT_00002636,eed4654e2b8ef1c022f30874,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,781,8.1,1.011145774456327e-06,5.0,70.0,,,
1266,EVT_00002637,ca3e9d10d3287f3fd2b4b0e7,8231,0,8211,812,8211,"PointSourceFinite: -123.100, 46.300",SLAB,1,6.65,1.6403876313987457e-07,50.0,8.0,-123.1,46.3,50.0
1267,EVT_00002642,72ed13a8ddd09676896d38c5,8231,0,8211,503,8211,"PointSourceFinite: -123.000, 44.500",SLAB,6,7.15,3.5229676774339785e-07,50.0,8.0,-123.0,44.5,50.0
1268,EVT_00002648,9afd57df802a239975dcf04c,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,1093,8.5,6.232945289588634e-07,5.0,80.0,,,
