rupture_ordinal,event_id,rupture_id,tree_id,branch_index,rupture_set_id,source_index,source_id,source_name,source_type,rupture_index,magnitude,raw_annual_rate,top_depth_km,width_km,centroid_longitude,centroid_latitude,centroid_depth_km
2072,EVT_00004806,fb4e53a6d84263816bba777d,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,1325,8.0,6.57010121543929e-07,5.0,105.0,,,
2073,EVT_00004808,bc571d5b45398a05c13565f2,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,527,8.2,3.551136257272171e-07,5.0,155.0,,,
2074,EVT_00004812,a514bb57152f102124cad440,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,1366,8.0,6.57010121543929e-07,5.0,105.0,,,
2075,EVT_00004813,897f5387cc97b287eb75be6d,8231,0,8211,594,8211,"PointSourceFinite: -123.100, 45.000",SLAB,6,7.15,5.300058859983747e-07,50.0,8.0,-123.1,45.0,50.0
2076,EVT_00004814,c3b4b2ce186337b66b5b2a71,8231,0,8211,715,8211,"PointSourceFinite: -123.100, 45.700",SLAB,1,6.65,5.313989339396877e-07,50.0,8.0,-123.1,45.7,50.0
2077,EVT_00004818,ef040776a7ecaf997a4333f1,8231,0,8211,665,8211,"PointSourceFinite: -123.000, 45.400",SLAB,1,6.65,6.854579343104023e-07,50.0,8.0,-123.0,45.4,50.0
2078,EVT_00004820,6c0912fb21a0814da4e4c6df,8231,0,8211,726,8211,"PointSourceFinite: -123.700, 45.800",SLAB,2,6.75,4.576152465573561e-07,42.0,8.0,-123.7,45.8,42.0
2079,EVT_00004821,45c85872e22ac913706b1262,8231,0,8211,514,8211,"PointSourceFinite: -123.800, 44.600",SLAB,6,7.15,4.2023901149283444e-07,42.0,8.0,-123.8,44.6,42.0
2080,EVT_00004826,084b6f5faaa908ecc03c57f2,8231,0,8211,499,8211,"PointSourceFinite: -123.400, 44.500",SLAB,5,7.05,4.489550706300674e-07,42.0,8.0,-123.4,44.5,42.0
2081,EVT_00004828,8b90f3188acea161807dc188,8231,0,8211,392,8211,"PointSourceFinite: -122.500, 43.900",SLAB,6,7.15,8.930724550764055e-08,50.0,8.0,-122.5,43.9,50.0
2082,EVT_00004837,a0fe6f85ac23d69ee9c0acd0,8231,0,8211,509,8211,"PointSourceFinite: -122.400, 44.500",SLAB,3,6.85,2.582857601958392e-07,60.0,8.0,-122.4,44.5,60.0
2083,EVT_00004839,3a25ecc79a3efe5face9e24e,8231,0,8211,4,8211,"PointSourceFinite: -123.900, 42.100",SLAB,2,6.75,7.167618958575671e-07,42.0,8.0,-123.9,42.1,42.0
2084,EVT_00004843,0024b261b7e0bbdd300556f0,8231,0,8211,291,8211,"PointSourceFinite: -122.500, 43.400",SLAB,5,7.05,6.931914472095448e-08,50.0,8.0,-122.5,43.4,50.0
2085,EVT_00004844,ad41dfcc4566be58b097401c,8231,0,8211,505,8211,"PointSourceFinite: -122.800, 44.500",SLAB,6,7.15,3.004369236632831e-07,50.0,8.0,-122.8,44.5,50.0
2086,EVT_00004846,f045ffe61ee54c94c7d64a3d,8231,0,8211,448,8211,"PointSourceFinite: -122.800, 44.200",SLAB,0,6.55,3.2276843354856305e-07,50.0,8.0,-122.8,44.2,50.0
2087,EVT_00004850,e6b49c70372d746bf2bd9602,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,15,8.0,3.360214953117753e-07,5.042195711897561,105.0,,,
2088,EVT_00004851,aadfdcbba34187501e7dbc2c,8231,0,8211,432,8211,"PointSourceFinite: -122.500, 44.100",SLAB,2,6.75,1.7711025693914778e-07,50.0,8.0,-122.5,44.1,50.0
2089,EVT_00004852,9a5a8cf975de39a43f4e7ec9,8231,0,8211,25,8211,"PointSourceFinite: -123.900, 42.200",SLAB,2,6.75,7.339339228997781e-07,42.0,8.0,-123.9,42.2,42.0
2090,EVT_00004853,8e58063802004012c7bc9ff0,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,2095,8.4,3.079129236417244e-07,5.0,155.0,,,
2091,EVT_00004857,2b6eb859e5b39d8414338bd8,8231,0,8211,416,8211,"PointSourceFinite: -124.100, 44.100",SLAB,1,6.65,2.2384167137920386e-07,42.0,8.0,-124.1,44.1,42.0
2092,EVT_00004858,af81c96c9e3a85c092fc5465,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,401,8.4,8.56164357917674e-07,5.0,145.0,,,
2093,EVT_00004859,ac0ac5dc4542b0009aa74409,8231,0,8211,236,8211,"PointSourceFinite: -123.800, 43.200",SLAB,1,6.65,2.363696182200889e-07,42.0,8.0,-123.8,43.2,42.0
2094,EVT_00004861,afb1938e40af34fa5168bfeb,8231,0,8211,531,8211,"PointSourceFinite: -124.000, 44.700",SLAB,3,6.85,5.315880164592567e-07,42.0,8.0,-124.0,44.7,42.0
2095,EVT_00004862,5c0fe6907bf8ca692ce4cab0,8231,0,8211,463,8211,"PointSourceFinite: -123.200, 44.300",SLAB,3,6.85,3.70814593170104e-07,50.0,8.0,-123.2,44.3,50.0
2096,EVT_00004863,ba0724904373edde66937759,3199,0,3172,0,3172,"Cascadia (unsegmented, 1-2-3-4, top)",INTERFACE,1929,8.4,3.1797543748622524e-07,5.21066867957708,85.0,,,
2097,EVT_00004865,80d8b430ba3dc3b31acd3136,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,488,8.5,1.0080644859353255e-06,5.0,80.0,,,
2098,EVT_00004868,6d6eb1f9549f6597b8cc42a1,8231,0,8211,725,8211,"PointSourceFinite: -123.800, 45.800",SLAB,5,7.05,3.325717103646389e-07,42.0,8.0,-123.8,45.8,42.0
2099,EVT_00004871,2dbf4708f403cde4ac10f52c,8231,0,8211,143,8211,"PointSourceFinite: -122.600, 42.700",SLAB,0,6.55,1.5149649561552708e-07,50.0,8.0,-122.6,42.7,50.0
2100,EVT_00004881,ec811ff226b61ff5389b3701,8231,0,8211,731,8211,"PointSourceFinite: -123.200, 45.800",SLAB,2,6.75,4.3752556147683933e-07,50.0,8.0,-123.2,45.8,50.0
2101,EVT_00004882,c34348a059102076f8750a62,8231,0,8211,24,8211,"PointSourceFinite: -124.000, 42.200",SLAB,2,6.75,7.609643164944827e-07,42.0,8.0,-124.0,42.2,42.0
2102,EVT_00004886,c6fe150b0d6d1b48101f5830,8231,0,8211,95,8211,"PointSourceFinite: -123.200, 42.500",SLAB,0,6.55,3.990552344370277e-07,50.0,8.0,-123.2,42.5,50.0
2103,EVT_00004887,c814740d983650403fcfc975,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,653,8.3,3.72023798380894e-07,5.0,155.0,,,
2104,EVT_00004892,e1e9600786c3d953b7b8ee72,8231,0,8211,8,8211,"PointSourceFinite: -123.500, 42.100",SLAB,0,6.55,6.172715367076135e-07,42.0,8.0,-123.5,42.1,42.0
2105,EVT_00004896,afac4bea79c2ffc27c119fb7,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,58,8.0,6.06796098330002e-07,5.0,80.0,,,
2106,EVT_00004903,4e04cea53a6ccbb1035f8b05,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,327,8.3,7.530120256384362e-07,5.0,145.0,,,
2107,EVT_00004906,758cc41eadad05ac8395d522,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,41,8.0,3.360214953117753e-07,5.0,105.0,,,
2108,EVT_00004908,06090697039dab46e2df1689,8231,0,8211,592,8211,"PointSourceFinite: -123.300, 45.000",SLAB,5,7.05,6.421002585868825e-07,42.0,8.0,-123.3,45.0,42.0
2109,EVT_00004910,e1a58cae36d6a531bab8a806,8231,0,8211,309,8211,"PointSourceFinite: -122.800, 43.500",SLAB,3,6.85,9.02117327010615e-08,50.0,8.0,-122.8,43.5,50.0
2110,EVT_00004911,752d285d1aa961ce80c6e4de,8231,0,8211,488,8211,"PointSourceFinite: -122.600, 44.400",SLAB,1,6.65,3.433463433418571e-07,50.0,8.0,-122.6,44.4,50.0
2111,EVT_00004912,704026b2fbe995038d2bc31d,8231,0,8211,168,8211,"PointSourceFinite: -124.300, 42.900",SLAB,3,6.85,3.877788549191029e-07,42.0,8.0,-124.3,42.9,42.0
2112,EVT_00004917,ed257b8adf6cfd5427f44206,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,2219,8.5,2.665121434168933e-07,5.0,105.0,,,
2113,EVT_00004925,52d84ffdffdfe7464fa82263,8231,0,8211,603,8211,"PointSourceFinite: -124.000, 45.100",SLAB,4,6.95,5.773130784743988e-07,42.0,8.0,-124.0,45.1,42.0
2114,EVT_00004929,2adba4418fa4f00fd2cf69fd,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,1730,8.2,4.380990753124425e-07,5.0,155.0,,,
2115,EVT_00004932,30d1b159b25cfc3304147750,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,791,8.1,1.000721591214509e-06,5.0,80.0,,,
2116,EVT_00004938,8fe25d01ab3d063e866544f7,8231,0,8211,150,8211,"PointSourceFinite: -124.000, 42.800",SLAB,6,7.15,3.533678013788912e-07,42.0,8.0,-124.0,42.8,42.0
2117,EVT_00004940,d2c2e5d177f1046a1d0fb865,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,1275,8.0,6.50020652165802e-07,5.4144892775875455,155.0,,,
2118,EVT_00004945,e04e0c19f200bdf7207cff10,8231,0,8211,662,8211,"PointSourceFinite: -123.300, 45.400",SLAB,2,6.75,7.549183568008439e-07,42.0,8.0,-123.3,45.4,42.0
2119,EVT_00004947,d57cc8044f5677da7979d9e1,8231,0,8211,702,8211,"PointSourceFinite: -122.700, 45.600",SLAB,1,6.65,4.1103818765585083e-07,50.0,8.0,-122.7,45.6,50.0
2120,EVT_00004949,c66cafeac07371e6af08ec57,8231,0,8211,6,8211,"PointSourceFinite: -123.700, 42.100",SLAB,0,6.55,7.567064632841887e-07,42.0,8.0,-123.7,42.1,42.0
2121,EVT_00004950,98b273720d1b052955c311be,8231,0,8211,657,8211,"PointSourceFinite: -123.800, 45.400",SLAB,0,6.55,8.659056444276783e-07,42.0,8.0,-123.8,45.4,42.0
2122,EVT_00004952,6b87492ef32fdab88885ce57,8231,0,8211,176,8211,"PointSourceFinite: -123.500, 42.900",SLAB,0,6.55,3.840197695201549e-07,42.0,8.0,-123.5,42.9,42.0
2123,EVT_00004954,73a42dba64b514675e6c776d,8231,0,8211,684,8211,"PointSourceFinite: -122.800, 45.500",SLAB,4,6.95,3.9003518439750914e-07,50.0,8.0,-122.8,45.5,50.0
2124,EVT_00004957,ace449636ab5e518b423c77f,8231,0,8211,529,8211,"PointSourceFinite: -122.300, 44.600",SLAB,3,6.85,2.497776127525117e-07,60.0,8.0,-122.3,44.6,60.0
2125,EVT_00004958,2020ef6f43bade01f732c4ec,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,702,8.1,1.000721591214509e-06,5.188877259986991,80.0,,,
2126,EVT_00004959,67559ad3c075d6496be670a2,8231,0,8211,741,8211,"PointSourceFinite: -123.800, 45.900",SLAB,6,7.15,2.514486995237558e-07,42.0,8.0,-123.8,45.9,42.0
2127,EVT_00004960,2ea855ee87403368ec1e6dd6,8231,0,8211,338,8211,"PointSourceFinite: -123.900, 43.700",SLAB,3,6.85,1.1167256933920769e-07,42.0,8.0,-123.9,43.7,42.0
2128,EVT_00004965,c6ef78f1386068fa3cf30d3a,8231,0,8211,636,8211,"PointSourceFinite: -122.500, 45.200",SLAB,6,7.15,2.6907191354593626e-07,50.0,8.0,-122.5,45.2,50.0
2129,EVT_00004966,eb6c9744b87e4a3d3c757ba7,8231,0,8211,719,8211,"PointSourceFinite: -122.700, 45.700",SLAB,2,6.75,3.302711957519623e-07,50.0,8.0,-122.7,45.7,50.0
2130,EVT_00004969,f6e3298868b3afd9f438419d,8231,0,8211,148,8211,"PointSourceFinite: -124.200, 42.800",SLAB,6,7.15,3.5625249845055905e-07,42.0,8.0,-124.2,42.8,42.0
2131,EVT_00004970,679c654bd77253bef13f61ad,8231,0,8211,715,8211,"PointSourceFinite: -123.100, 45.700",SLAB,4,6.95,4.031073146810616e-07,50.0,8.0,-123.1,45.7,50.0
2132,EVT_00004980,1d08dcb5f8a525f1906abaaa,8231,0,8211,175,8211,"PointSourceFinite: -123.600, 42.900",SLAB,3,6.85,3.1917406255752586e-07,42.0,8.0,-123.6,42.9,42.0
2133,EVT_00004982,573f07b3fe07ff9007cfab2e,8231,0,8211,665,8211,"PointSourceFinite: -123.000, 45.400",SLAB,5,7.05,4.742210282180541e-07,50.0,8.0,-123.0,45.4,50.0
2134,EVT_00004984,47d9bdaf67a3f7c5ddcd6e08,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,317,8.1,3.4340658312082525e-07,5.0,155.0,,,
2135,EVT_00004986,1489e25d5d7b2899fcb351b2,3199,15,3170,0,3170,"Cascadia (unsegmented, 1-2-3-4, bottom)",INTERFACE,1852,8.3,3.6456563013333184e-07,5.0,155.0,,,
2136,EVT_00004987,a978daa8759575adab283a16,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,1003,8.5,4.3103446984820834e-07,5.0,105.0,,,
2137,EVT_00004988,9d7667dd1a5e9f54d5c3c626,8231,0,8211,537,8211,"PointSourceFinite: -123.400, 44.700",SLAB,3,6.85,6.792992013471871e-07,42.0,8.0,-123.4,44.7,42.0
2138,EVT_00004989,84e776648b3a9e0e7ca5f476,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,981,8.4,6.66441670347842e-07,5.016193286028972,145.0,,,
2139,EVT_00004993,8fbc6e332de5e1032007e2ab,8231,0,8211,495,8211,"PointSourceFinite: -123.800, 44.500",SLAB,0,6.55,6.395659075631421e-07,42.0,8.0,-123.8,44.5,42.0
2140,EVT_00004998,8896d5fb7b3de19017a146b8,8231,0,8211,503,8211,"PointSourceFinite: -123.000, 44.500",SLAB,0,6.55,6.122216149502032e-07,50.0,8.0,-123.0,44.5,50.0
2141,EVT_00005001,a51c88d716f0da0da7a0467b,8231,0,8211,541,8211,"PointSourceFinite: -123.000, 44.700",SLAB,5,7.05,4.761819435789825e-07,50.0,8.0,-123.0,44.7,50.0
2142,EVT_00005002,68862767264a2653bb35ff5a,8231,0,8211,343,8211,"PointSourceFinite: -123.400, 43.700",SLAB,2,6.75,1.264922411836244e-07,42.0,8.0,-123.4,43.7,42.0
2143,EVT_00005006,dd18142393e9291b19d58a85,8231,1,8212,619,8212,"PointSourceFinite: -122.400, 45.100",SLAB,1,7.35,1.7258287656995918e-08,60.0,8.0,-122.4,45.1,60.0
2144,EVT_00005008,c1d4361ac015f82a7f4bae09,8231,0,8211,776,8211,"PointSourceFinite: -123.500, 46.100",SLAB,2,6.75,2.532151239310125e-07,42.0,8.0,-123.5,46.1,42.0
2145,EVT_00005012,d20689b3007f38823f233d25,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,18,8.0,6.06796098330002e-07,5.004124955327401,80.0,,,
2146,EVT_00005013,9237d07d94787ed24bf72624,8231,0,8211,558,8211,"PointSourceFinite: -123.100, 44.800",SLAB,2,6.75,7.179817146214737e-07,50.0,8.0,-123.1,44.8,50.0
2147,EVT_00005016,65e5cd99e0044c8103791674,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,974,8.4,6.66441670347842e-07,5.09929661580601,80.0,,,
2148,EVT_00005020,0dbdf73048ca5d05f817a221,8231,0,8211,448,8211,"PointSourceFinite: -122.800, 44.200",SLAB,1,6.65,2.943683099982171e-07,50.0,8.0,-122.8,44.2,50.0
2149,EVT_00005023,974f5ef17ccec291540b9d68,8231,0,8211,501,8211,"PointSourceFinite: -123.200, 44.500",SLAB,0,6.55,6.806265954002705e-07,50.0,8.0,-123.2,44.5,50.0
2150,EVT_00005027,7fe19d8051db1f99196b4211,3199,12,3162,0,3162,"Cascadia (unsegmented, 1-2-3, top)",INTERFACE,154,8.1,6.510416471665647e-07,5.0,70.0,,,
2151,EVT_00005030,cbdddf518f1de171b5d929b2,8231,0,8211,615,8211,"PointSourceFinite: -122.800, 45.100",SLAB,6,7.15,4.038765140624641e-07,50.0,8.0,-122.8,45.1,50.0
2152,EVT_00005033,38e5d1c22724063b5cfd30fb,8231,0,8211,74,8211,"PointSourceFinite: -123.200, 42.400",SLAB,3,6.85,3.136215918494824e-07,50.0,8.0,-123.2,42.4,50.0
2153,EVT_00005036,f0715535722574112b36af7d,8231,0,8211,440,8211,"PointSourceFinite: -123.600, 44.200",SLAB,2,6.75,3.3353954435328685e-07,42.0,8.0,-123.6,44.2,42.0
2154,EVT_00005038,2be2ccfff4ffac6853ff12da,8231,0,8211,737,8211,"PointSourceFinite: -122.600, 45.800",SLAB,0,6.55,3.058479326841832e-07,50.0,8.0,-122.6,45.8,50.0
2155,EVT_00005039,a1f0d460d80188e649a90a67,8231,0,8211,321,8211,"PointSourceFinite: -123.600, 43.600",SLAB,2,6.75,1.2061828622660154e-07,42.0,8.0,-123.6,43.6,42.0
2156,EVT_00005040,ef0f99137814efe12957ca47,8231,0,8211,344,8211,"PointSourceFinite: -123.300, 43.700",SLAB,2,6.75,1.2529578757171826e-07,42.0,8.0,-123.3,43.7,42.0
2157,EVT_00005042,6a767f010de6f1d8dfc84545,8231,0,8211,778,8211,"PointSourceFinite: -123.300, 46.100",SLAB,1,6.65,2.696583539472109e-07,42.0,8.0,-123.3,46.1,42.0
2158,EVT_00005044,29a0708f30e8fd00ad252cdf,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,759,8.1,1.000721591214509e-06,5.0,80.0,,,
2159,EVT_00005046,611b6cad598befb30284819a,3199,10,3171,0,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,901,8.5,4.3103446984820834e-07,5.0,105.0,,,
2160,EVT_00005048,4d14119dc99f74965294f61d,8231,0,8211,485,8211,"PointSourceFinite: -122.900, 44.400",SLAB,6,7.15,2.84067491111211e-07,50.0,8.0,-122.9,44.4,50.0
2161,EVT_00005049,167be60c6a9b49e04575d7c0,8231,0,8211,575,8211,"PointSourceFinite: -123.200, 44.900",SLAB,6,7.15,5.48846103212284e-07,50.0,8.0,-123.2,44.9,50.0
2162,EVT_00005052,c6e9c02ad25fef6cf5e328db,8231,0,8211,171,8211,"PointSourceFinite: -124.000, 42.900",SLAB,0,6.55,5.177883665619981e-07,42.0,8.0,-124.0,42.9,42.0
2163,EVT_00005057,9ca29322923d41d514bdb000,8231,0,8211,28,8211,"PointSourceFinite: -123.600, 42.200",SLAB,5,7.05,4.463761716606e-07,42.0,8.0,-123.6,42.2,42.0
2164,EVT_00005058,ab67797e76c38bcf9ba58065,3199,0,3172,0,3172,"Cascadia (unsegmented, 1-2-3-4, top)",INTERFACE,1789,8.3,3.7574862492269787e-07,5.0,85.0,,,
2165,EVT_00005061,76387bc3d40493d998160aa6,8231,0,8211,256,8211,"PointSourceFinite: -123.900, 43.300",SLAB,2,6.75,1.7910444226967136e-07,42.0,8.0,-123.9,43.3,42.0
2166,EVT_00005063,05514ba5ca1ca4ae078d8484,8231,0,8211,800,8211,"PointSourceFinite: -122.700, 46.200",SLAB,2,6.75,1.4354768774127004e-07,50.0,8.0,-122.7,46.2,50.0
2167,EVT_00005064,c064e32c22cfd7616c89f1b9,8231,0,8211,45,8211,"PointSourceFinite: -124.000, 42.300",SLAB,6,7.15,5.272689107078374e-07,42.0,8.0,-124.0,42.3,42.0
2168,EVT_00005073,43df79136ffd8469ce9d2d27,8231,0,8211,819,8211,"PointSourceFinite: -122.400, 46.300",SLAB,1,6.65,1.153564284197106e-07,60.0,8.0,-122.4,46.3,60.0
2169,EVT_00005074,4cd713c9e9f9e971dc0269b9,8231,0,8211,687,8211,"PointSourceFinite: -122.500, 45.500",SLAB,0,6.55,3.8574007641093e-07,50.0,8.0,-122.5,45.5,50.0
2170,EVT_00005076,2a5f3bc186b950ba3b3aa4e3,8231,0,8211,463,8211,"PointSourceFinite: -123.200, 44.300",SLAB,6,7.15,2.812916348724107e-07,50.0,8.0,-123.2,44.3,50.0
2171,EVT_00005085,91ab5190759680c5ed8c98fe,8231,0,8211,195,8211,"PointSourceFinite: -123.700, 43.000",SLAB,3,6.85,2.855804233609032e-07,42.0,8.0,-123.7,43.0,42.0
2172,EVT_00005086,88b5b71c9e1abd790b9e91e8,8231,0,8211,735,8211,"PointSourceFinite: -122.800, 45.800",SLAB,3,6.85,2.8974370655172216e-07,50.0,8.0,-122.8,45.8,50.0
2173,EVT_00005087,5c40b9b49f8e3f9b0f6aa6cc,8231,0,8211,460,8211,"PointSourceFinite: -123.500, 44.300",SLAB,0,6.55,5.037364424202831e-07,42.0,8.0,-123.5,44.3,42.0
2174,EVT_00005089,d74a7a77ecb6045aa3341fcd,8231,1,8212,164,8212,"PointSourceFinite: -122.600, 42.800",SLAB,2,7.45,4.9433897114468e-09,50.0,8.0,-122.6,42.8,50.0
2175,EVT_00005090,239d6be9594b5459b78b5cc5,8231,1,8212,681,8212,"PointSourceFinite: -123.100, 45.500",SLAB,0,7.25,3.691341293314808e-08,50.0,8.0,-123.1,45.5,50.0
2176,EVT_00005096,d12e6b97b576e654aa5da59c,8231,0,8211,446,8211,"PointSourceFinite: -123.000, 44.200",SLAB,3,6.85,2.786082260604505e-07,50.0,8.0,-123.0,44.2,50.0
2177,EVT_00005099,977023b47987b5439a61e5bd,8231,0,8211,327,8211,"PointSourceFinite: -123.000, 43.600",SLAB,2,6.75,1.0832707254361625e-07,50.0,8.0,-123.0,43.6,50.0
2178,EVT_00005100,dfbe8cfcf3a34b0248470803,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,236,8.2,6.868131662416505e-07,5.0,145.0,,,
2179,EVT_00005101,ae9638f8e447c6b22994cc2a,8231,0,8211,553,8211,"PointSourceFinite: -123.600, 44.800",SLAB,2,6.75,7.92993556923375e-07,42.0,8.0,-123.6,44.8,42.0
2180,EVT_00005102,82cac68aa9d5b9f8515fc7dc,8231,0,8211,625,8211,"PointSourceFinite: -123.600, 45.200",SLAB,5,7.05,6.48664511743025e-07,42.0,8.0,-123.6,45.2,42.0
2181,EVT_00005103,0eeeba2d1e2d48404e2b21fc,8231,0,8211,357,8211,"PointSourceFinite: -124.000, 43.800",SLAB,1,6.65,1.4228553315421098e-07,42.0,8.0,-124.0,43.8,42.0
2182,EVT_00005104,5ed5aaf26966d2eb312353e1,8231,0,8211,579,8211,"PointSourceFinite: -122.800, 44.900",SLAB,0,6.55,6.967484265381765e-07,50.0,8.0,-122.8,44.9,50.0
2183,EVT_00005107,60a7730a23a9c5e259d9181c,8231,0,8211,200,8211,"PointSourceFinite: -123.200, 43.000",SLAB,6,7.15,1.3550879756963048e-07,50.0,8.0,-123.2,43.0,50.0
2184,EVT_00005108,0879a7634bc06ec6ce309b8c,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,755,8.1,1.000721591214509e-06,5.0,80.0,,,
2185,EVT_00005115,9c9cda773051e67308c6b06e,8231,0,8211,15,8211,"PointSourceFinite: -122.800, 42.100",SLAB,2,6.75,1.7640964363188568e-07,50.0,8.0,-122.8,42.1,50.0
2186,EVT_00005117,e5238e32f4e457779ddb2811,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,870,8.2,8.473124973075812e-07,5.0,80.0,,,
2187,EVT_00005118,33c20f6430bb9b9f20e1936d,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,714,8.1,1.000721591214509e-06,5.000583005535328,80.0,,,
2188,EVT_00005120,69f4844068e2593af1a8c300,8231,0,8211,513,8211,"PointSourceFinite: -123.900, 44.600",SLAB,5,7.05,4.313694457682343e-07,42.0,8.0,-123.9,44.6,42.0
2189,EVT_00005121,43071f8f91dad9702fb24306,8231,1,8212,576,8212,"PointSourceFinite: -123.100, 44.900",SLAB,2,7.45,3.0845645452928376e-08,50.0,8.0,-123.1,44.9,50.0
2190,EVT_00005123,50dc977edaeb48f46d4a4b35,8231,0,8211,309,8211,"PointSourceFinite: -122.800, 43.500",SLAB,2,6.75,9.891519794301113e-08,50.0,8.0,-122.8,43.5,50.0
2191,EVT_00005126,b5fc0d0315135acb4afab0c3,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,418,8.4,8.56164357917674e-07,5.0,80.0,,,
2192,EVT_00005130,d6abb17aefd7bc516c1fcb30,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,1068,8.5,6.232945289588634e-07,5.0,80.0,,,
2193,EVT_00005131,bdaf0e60dc9a5589faea8dc0,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,776,8.1,1.000721591214509e-06,5.0,145.0,,,
2194,EVT_00005133,3bb36382b7c28b2182dfadc7,8231,0,8211,148,8211,"PointSourceFinite: -124.200, 42.800",SLAB,1,6.65,5.646221595915546e-07,42.0,8.0,-124.2,42.8,42.0
2195,EVT_00005135,242e22b3e39d0f4286196d06,8231,0,8211,216,8211,"PointSourceFinite: -123.700, 43.100",SLAB,3,6.85,2.325855090784101e-07,42.0,8.0,-123.7,43.1,42.0
2196,EVT_00005136,b93653b6b277cbd39eac3d96,8231,0,8211,584,8211,"PointSourceFinite: -122.300, 44.900",SLAB,0,6.55,3.7102289599454137e-07,60.0,8.0,-122.3,44.9,60.0
2197,EVT_00005137,8087052b7a94d006ed7f6c93,8231,0,8211,596,8211,"PointSourceFinite: -122.900, 45.000",SLAB,3,6.85,5.934526452739602e-07,50.0,8.0,-122.9,45.0,50.0
2198,EVT_00005140,de2393103e8983e023a93e22,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,584,8.7,1.8382352390585351e-06,5.0,80.0,,,
2199,EVT_00005142,cefe8a77959ea1d5d0903d43,8231,0,8211,670,8211,"PointSourceFinite: -122.500, 45.400",SLAB,4,6.95,2.895162137225934e-07,50.0,8.0,-122.5,45.4,50.0
2200,EVT_00005145,7cd9a7fecbbe02caa8a64f12,3199,1,3160,0,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,862,8.2,8.473124973075812e-07,5.0,145.0,,,
2201,EVT_00005146,6cc44b468e9c7fd7e185b264,8231,0,8211,6,8211,"PointSourceFinite: -123.700, 42.100",SLAB,4,6.95,5.235129671945346e-07,42.0,8.0,-123.7,42.1,42.0
2202,EVT_00005153,a87500bcec6c95f73022dde2,8231,0,8211,671,8211,"PointSourceFinite: -122.400, 45.400",SLAB,1,6.65,3.318726673015033e-07,60.0,8.0,-122.4,45.4,60.0
2203,EVT_00005159,df6020ea4423c9472e7f35f0,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,1140,8.6,6.264536216300861e-07,5.0,80.0,,,
2204,EVT_00005161,8b635808bcf17db71aedbe2e,3199,9,3161,0,3161,"Cascadia (unsegmented, 1-2-3, middle)",INTERFACE,524,8.6,1.275510165877351e-06,5.01172617264167,80.0,,,
