scenario_id,source_type,gmm_name,imt_name,logic_tree_name,branch_count,branch_weight_sum,minimum_mean_ln,maximum_mean_ln,minimum_median,maximum_median,minimum_sigma,maximum_sigma,weights_sum_to_one,sigma_same_across_branches
interface_m9_reference_rock,interface,PSBAH_20_CASCADIA_INTERFACE,PGA,ground-motion-tree,3,1.0,-2.606619680798117,-1.1919196807981174,0.0737835345904862,0.3036378165433753,0.7914543574963752,0.7914543574963752,True,True
interface_m9_reference_rock,interface,PSBAH_20_CASCADIA_INTERFACE,SA0P2,ground-motion-tree,3,1.0,-1.944133223822308,-0.5294332238223082,0.1431112149857369,0.5889386715114315,0.8264387454615133,0.8264387454615133,True,True
interface_m9_reference_rock,interface,PSBAH_20_CASCADIA_INTERFACE,SA1P0,ground-motion-tree,3,1.0,-2.548285639532044,-1.4625856395320436,0.0782156409304659,0.2316365710798867,0.8197950963503015,0.8197950963503015,True,True
interface_m9_reference_rock,interface,PSBAH_20_CASCADIA_INTERFACE,SA2P0,ground-motion-tree,3,1.0,-3.357850559614436,-2.272150559614436,0.0348100006107189,0.1030902398143612,0.796909028685207,0.796909028685207,True,True
slab_m7_reference_rock,intraslab,PSBAH_20_CASCADIA_SLAB,PGA,ground-motion-tree,3,1.0,-3.841252463784535,-2.6897524637845347,0.0214666982389058,0.0678977444424417,0.7914543574963752,0.7914543574963752,True,True
slab_m7_reference_rock,intraslab,PSBAH_20_CASCADIA_SLAB,SA0P2,ground-motion-tree,3,1.0,-2.8165935544278127,-1.665093554427813,0.0598093333314224,0.1891729591861402,0.8264387454615133,0.8264387454615133,True,True
slab_m7_reference_rock,intraslab,PSBAH_20_CASCADIA_SLAB,SA1P0,ground-motion-tree,3,1.0,-3.834080892222568,-3.054087904409077,0.0216212015551263,0.047165720803264,0.8197950963503015,0.8197950963503015,True,True
slab_m7_reference_rock,intraslab,PSBAH_20_CASCADIA_SLAB,SA2P0,ground-motion-tree,3,1.0,-4.362748527113945,-3.742754900609071,0.0127433141269523,0.0236887529960155,0.796909028685207,0.796909028685207,True,True
