target_group,tree_id,tree_name,tree_path,tree_type,branch_index,branch_weight,rupture_set_id,rupture_set_name,rupture_set_type,rupture_set_weight,source_count,rupture_count,iterated_raw_rate_sum,total_mfd_rate_sum,iterated_weighted_rate_sum,weighted_total_mfd_rate_sum
cascadia_interface,3199,Cascadia Subduction Zone,C:/Users/USER/Documents/GitHub/seismic-correlation-insurance-loss/data/raw/usgs_nshm_conus_2018/nshm-conus-5.2.4/nshm-conus-5.2.4/subduction/interface/Cascadia,INTERFACE,11,0.18000000000000000,3150,"Cascadia (segmented, 1-2, bottom)",INTERFACE,0.18000000000000000,1,3.0000000000000000,0.00039130000000000000,0.00039130000000000000,7.0434000000000000e-05,7.0434000000000000e-05
cascadia_interface,3199,Cascadia Subduction Zone,C:/Users/USER/Documents/GitHub/seismic-correlation-insurance-loss/data/raw/usgs_nshm_conus_2018/nshm-conus-5.2.4/nshm-conus-5.2.4/subduction/interface/Cascadia,INTERFACE,12,0.046400000000000000,3172,"Cascadia (unsegmented, 1-2-3-4, top)",INTERFACE,0.046400000000000000,1,2464.0000000000000,0.00099999993545790050,0.00099999993545790240,4.6399997005246580e-05,4.6399997005246670e-05
cascadia_interface,3199,Cascadia Subduction Zone,C:/Users/USER/Documents/GitHub/seismic-correlation-insurance-loss/data/raw/usgs_nshm_conus_2018/nshm-conus-5.2.4/nshm-conus-5.2.4/subduction/interface/Cascadia,INTERFACE,13,0.13500000000000000,3160,"Cascadia (unsegmented, 1-2-3, bottom)",INTERFACE,0.13500000000000000,1,1184.0000000000000,0.00099999993545790460,0.00099999993545790240,0.00013499999128681713,0.00013499999128681683
cascadia_interface,3199,Cascadia Subduction Zone,C:/Users/USER/Documents/GitHub/seismic-correlation-insurance-loss/data/raw/usgs_nshm_conus_2018/nshm-conus-5.2.4/nshm-conus-5.2.4/subduction/interface/Cascadia,INTERFACE,14,0.30000000000000000,3111,"Cascadia (segmented, 1, middle)",INTERFACE,0.30000000000000000,1,3.0000000000000000,0.00043480000000000000,0.00043480000000000000,0.00013044000000000000,0.00013044000000000000
cascadia_interface,3199,Cascadia Subduction Zone,C:/Users/USER/Documents/GitHub/seismic-correlation-insurance-loss/data/raw/usgs_nshm_conus_2018/nshm-conus-5.2.4/nshm-conus-5.2.4/subduction/interface/Cascadia,INTERFACE,15,0.12000000000000000,3112,"Cascadia (segmented, 1, top)",INTERFACE,0.12000000000000000,1,3.0000000000000000,0.00043480000000000000,0.00043480000000000000,5.2175999999999996e-05,5.2175999999999996e-05
cascadia_interface,3199,Cascadia Subduction Zone,C:/Users/USER/Documents/GitHub/seismic-correlation-insurance-loss/data/raw/usgs_nshm_conus_2018/nshm-conus-5.2.4/nshm-conus-5.2.4/subduction/interface/Cascadia,INTERFACE,16,0.30000000000000000,3161,"Cascadia (segmented, 1-2-3, middle)",INTERFACE,0.30000000000000000,1,3.0000000000000000,0.00017390000000000003,0.00017390000000000000,5.2170000000000004e-05,5.2170000000000000e-05
cascadia_interface,3199,Cascadia Subduction Zone,C:/Users/USER/Documents/GitHub/seismic-correlation-insurance-loss/data/raw/usgs_nshm_conus_2018/nshm-conus-5.2.4/nshm-conus-5.2.4/subduction/interface/Cascadia,INTERFACE,17,0.30000000000000000,3170,"Cascadia (full, bottom)",INTERFACE,0.30000000000000000,1,3.0000000000000000,0.0019000000000000002,0.0019000000000000002,0.00057000000000000010,0.00057000000000000010
cascadia_interface,3199,Cascadia Subduction Zone,C:/Users/USER/Documents/GitHub/seismic-correlation-insurance-loss/data/raw/usgs_nshm_conus_2018/nshm-conus-5.2.4/nshm-conus-5.2.4/subduction/interface/Cascadia,INTERFACE,18,0.12000000000000000,3152,"Cascadia (segmented, 1-2, top)",INTERFACE,0.12000000000000000,1,3.0000000000000000,0.00039130000000000000,0.00039130000000000000,4.6956000000000000e-05,4.6956000000000000e-05
cascadia_interface,3199,Cascadia Subduction Zone,C:/Users/USER/Documents/GitHub/seismic-correlation-insurance-loss/data/raw/usgs_nshm_conus_2018/nshm-conus-5.2.4/nshm-conus-5.2.4/subduction/interface/Cascadia,INTERFACE,19,0.18000000000000000,3160,"Cascadia (segmented, 1-2-3, bottom)",INTERFACE,0.18000000000000000,1,3.0000000000000000,0.00017390000000000003,0.00017390000000000000,3.1302000000000006e-05,3.1302000000000000e-05
cascadia_interface,3199,Cascadia Subduction Zone,C:/Users/USER/Documents/GitHub/seismic-correlation-insurance-loss/data/raw/usgs_nshm_conus_2018/nshm-conus-5.2.4/nshm-conus-5.2.4/subduction/interface/Cascadia,INTERFACE,20,0.11580000000000000,3171,"Cascadia (unsegmented, 1-2-3-4, middle)",INTERFACE,0.11580000000000000,1,2512.0000000000000,0.00099999993545788360,0.00099999993545790240,0.00011579999252602292,0.00011579999252602510
oregon_intraslab,8231,Oregon Intraslab Sources,C:/Users/USER/Documents/GitHub/seismic-correlation-insurance-loss/data/raw/usgs_nshm_conus_2018/nshm-conus-5.2.4/nshm-conus-5.2.4/subduction/slab/OR,SLAB,0,1.0000000000000000,8211,OR Intraslab,SLAB,1.0000000000000000,821,5747.0000000000000,0.0018696972247160362,0.0018696972247160380,0.0018696972247160362,0.0018696972247160380
oregon_intraslab,8231,Oregon Intraslab Sources,C:/Users/USER/Documents/GitHub/seismic-correlation-insurance-loss/data/raw/usgs_nshm_conus_2018/nshm-conus-5.2.4/nshm-conus-5.2.4/subduction/slab/OR,SLAB,1,1.0000000000000000,8212,OR Intraslab,SLAB,1.0000000000000000,821,6568.0000000000000,4.6724276746094596e-05,4.6724276746094610e-05,4.6724276746094596e-05,4.6724276746094610e-05
